"",BBK01.QX7534,BBK01.QX7534_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Russian Federation / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:18:43,
1995-01,0.306,
1995-02,0.302,
1995-03,0.307,
1995-04,0.307,
1995-05,0.308,
1995-06,0.313,
1995-07,0.315,
1995-08,0.289,
1995-09,0.292,
1995-10,0.244,
1995-11,0.194,
1995-12,0.193,
1996-01,0.196,
1996-02,0.200,
1996-03,0.288,
1996-04,0.288,
1996-05,0.285,
1996-06,0.300,
1996-07,0.292,
1996-08,0.294,
1996-09,0.320,
1996-10,0.332,
1996-11,0.358,
1996-12,0.377,
1997-01,0.395,
1997-02,0.403,
1997-03,0.405,
1997-04,0.415,
1997-05,0.418,
1997-06,0.445,
1997-07,0.483,
1997-08,0.497,
1997-09,0.574,
1997-10,0.551,
1997-11,0.545,
1997-12,0.302,
1998-01,0.342,
1998-02,0.302,
1998-03,0.343,
1998-04,0.375,
1998-05,0.368,
1998-06,0.341,
1998-07,0.353,
1998-08,0.280,
1998-09,0.281,
1998-10,0.277,
1998-11,0.278,
1998-12,0.270,
1999-01,0.485,
1999-02,0.477,
1999-03,0.461,
1999-04,0.461,
1999-05,0.458,
1999-06,0.459,
1999-07,0.451,
1999-08,0.441,
1999-09,0.461,
1999-10,0.463,
1999-11,0.469,
1999-12,0.460,
2000-01,0.458,
2000-02,0.466,
2000-03,0.440,
2000-04,0.496,
2000-05,0.497,
2000-06,0.459,
2000-07,0.459,
2000-08,0.375,
2000-09,0.385,
2000-10,0.382,
2000-11,0.381,
2000-12,0.374,
2001-01,0.395,
2001-02,0.362,
2001-03,0.553,
2001-04,0.636,
2001-05,0.428,
2001-06,2.176,
2001-07,2.163,
2001-08,2.175,
2001-09,2.206,
2001-10,2.163,
2001-11,2.170,
2001-12,2.161,
2002-01,2.157,
2002-02,2.114,
2002-03,2.134,
2002-04,1.902,
2002-05,1.900,
2002-06,1.869,
2002-07,1.872,
2002-08,1.875,
2002-09,1.862,
2002-10,2.195,
2002-11,1.830,
2002-12,1.834,
2003-01,1.836,
2003-02,1.810,
2003-03,1.794,
2003-04,1.776,
2003-05,1.783,
2003-06,1.781,
2003-07,1.783,
2003-08,1.754,
2003-09,1.735,
2003-10,1.741,
2003-11,1.747,
2003-12,1.740,
2004-01,1.738,
2004-02,1.711,
2004-03,1.705,
2004-04,1.708,
2004-05,1.712,
2004-06,1.711,
2004-07,1.742,
2004-08,1.710,
2004-09,1.709,
2004-10,1.690,
2004-11,1.708,
2004-12,1.703,
2005-01,1.726,
2005-02,1.686,
2005-03,1.680,
2005-04,1.678,
2005-05,1.744,
2005-06,1.783,
2005-07,1.822,
2005-08,1.194,
2005-09,1.243,
2005-10,1.268,
2005-11,1.309,
2005-12,1.334,
2006-01,1.318,
2006-02,1.295,
2006-03,1.271,
2006-04,1.261,
2006-05,1.315,
2006-06,1.366,
2006-07,1.407,
2006-08,0.665,
2006-09,0.623,
2006-10,0.648,
2006-11,0.652,
2006-12,0.676,
2007-01,0.297,
2007-02,0.318,
2007-03,0.354,
2007-04,0.365,
2007-05,0.369,
2007-06,0.362,
2007-07,0.395,
2007-08,0.394,
2007-09,0.407,
2007-10,0.427,
2007-11,0.428,
2007-12,0.446,
2008-01,0.429,
2008-02,0.442,
2008-03,0.462,
2008-04,0.469,
2008-05,0.480,
2008-06,0.503,
2008-07,0.550,
2008-08,0.566,
2008-09,0.570,
2008-10,0.745,
2008-11,0.796,
2008-12,0.909,
2009-01,0.895,
2009-02,0.878,
2009-03,0.847,
2009-04,0.813,
2009-05,0.856,
2009-06,0.887,
2009-07,0.862,
2009-08,0.882,
2009-09,0.870,
2009-10,0.862,
2009-11,0.808,
2009-12,0.819,
2010-01,0.894,
2010-02,0.870,
2010-03,0.802,
2010-04,0.788,
2010-05,0.783,
2010-06,0.776,
2010-07,0.808,
2010-08,0.831,
2010-09,0.814,
2010-10,0.795,
2010-11,0.784,
2010-12,0.782,
2011-01,0.788,
2011-02,0.750,
2011-03,0.723,
2011-04,0.711,
2011-05,0.726,
2011-06,0.718,
2011-07,0.673,
2011-08,0.756,
2011-09,0.756,
2011-10,0.704,
2011-11,0.696,
2011-12,0.747,
2012-01,0.769,
2012-02,0.761,
2012-03,0.783,
2012-04,0.755,
2012-05,0.736,
2012-06,0.722,
2012-07,0.746,
2012-08,0.739,
2012-09,0.725,
2012-10,0.703,
2012-11,0.597,
2012-12,0.532,
2013-01,0.543,
2013-02,0.529,
2013-03,0.536,
2013-04,0.546,
2013-05,0.549,
2013-06,0.524,
2013-07,0.500,
2013-08,0.470,
2013-09,0.510,
2013-10,0.559,
2013-11,0.559,
2013-12,0.536,
2014-01,0.529,
2014-02,0.588,
2014-03,0.594,
2014-04,0.595,
2014-05,0.589,
2014-06,0.568,
2014-07,0.564,
2014-08,0.563,
2014-09,0.526,
2014-10,0.538,
2014-11,0.530,
