"",BBK01.SUD219,BBK01.SUD219_FLAGS
"",New business (volumes) of German banks / Housing loans to households with an initial rate fixation of over 10 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:03,
2003-01,3161,
2003-02,3228,
2003-03,3342,
2003-04,3661,
2003-05,3151,
2003-06,3149,
2003-07,3973,
2003-08,3600,
2003-09,3584,
2003-10,3200,
2003-11,3108,
2003-12,3380,
2004-01,3201,
2004-02,2628,
2004-03,2983,
2004-04,2964,
2004-05,2865,
2004-06,2934,
2004-07,2873,
2004-08,2648,
2004-09,2551,
2004-10,2730,
2004-11,3164,
2004-12,3598,
2005-01,3507,
2005-02,2816,
2005-03,3655,
2005-04,3484,
2005-05,3324,
2005-06,4262,
2005-07,4226,
2005-08,4615,
2005-09,4390,
2005-10,3873,
2005-11,4629,
2005-12,5545,
2006-01,5913,
2006-02,4479,
2006-03,5710,
2006-04,4470,
2006-05,4871,
2006-06,4902,
2006-07,4363,
2006-08,4498,
2006-09,4191,
2006-10,4527,
2006-11,4580,
2006-12,4528,
2007-01,5200,
2007-02,4032,
2007-03,5329,
2007-04,5131,
2007-05,5236,
2007-06,5466,
2007-07,5229,
2007-08,4883,
2007-09,4242,
2007-10,4619,
2007-11,4478,
2007-12,4025,
2008-01,4813,
2008-02,3734,
2008-03,3915,
2008-04,4787,
2008-05,4197,
2008-06,4703,
2008-07,5113,
2008-08,4213,
2008-09,4418,
2008-10,4437,
2008-11,4024,
2008-12,4200,
2009-01,3970,
2009-02,3395,
2009-03,4609,
2009-04,4272,
2009-05,4000,
2009-06,4261,
2009-07,4424,
2009-08,3767,
2009-09,4060,
2009-10,3780,
2009-11,3681,
2009-12,3668,
2010-01,3006,
2010-02,3354,
2010-03,4291,
2010-04,4104,
2010-05,4104,
2010-06,4866,
2010-07,5358,
2010-08,4776,
2010-09,5607,
2010-10,5327,
2010-11,5488,
2010-12,5517,
2011-01,4159,
2011-02,4308,
2011-03,5214,
2011-04,4718,
2011-05,4820,
2011-06,4359,
2011-07,4275,
2011-08,4933,
2011-09,5122,
2011-10,4919,
2011-11,5379,
2011-12,5454,
2012-01,4134,
2012-02,4375,
2012-03,5353,
2012-04,4531,
2012-05,4568,
2012-06,5850,
2012-07,5753,
2012-08,5902,
2012-09,5240,
2012-10,5458,
2012-11,5478,
2012-12,4445,
2013-01,4716,
2013-02,4444,
2013-03,5088,
2013-04,5350,
2013-05,4957,
2013-06,5675,
2013-07,6212,
2013-08,5254,
2013-09,4690,
2013-10,4671,
2013-11,4575,
2013-12,4172,
2014-01,4381,
2014-02,4726,
2014-03,5272,
2014-04,5417,
2014-05,5021,
2014-06,4881,
2014-07,5835,
2014-08,5369,
2014-09,5734,
2014-10,5995,
2014-11,5742,
2014-12,6229,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. p = Provisional",
