"",BBK01.CEB20X,BBK01.CEB20X_FLAGS
"",Currency and deposits debtor: All sectors                    creditor: Other financial intermediaries,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:21:12,
1991-01,15.9,
1991-04,15.5,
1991-07,11.2,
1991-10,24.1,
1992-01,12.7,
1992-04,10.7,
1992-07,9.9,
1992-10,25.3,
1993-01,14.7,
1993-04,29.2,
1993-07,31.7,
1993-10,33.4,
1994-01,35.5,
1994-04,34.5,
1994-07,38.4,
1994-10,32.8,
1995-01,38.3,
1995-04,39.5,
1995-07,36.8,
1995-10,33.7,
1996-01,45.4,
1996-04,46.8,
1996-07,45.9,
1996-10,39.4,
1997-01,50.8,
1997-04,47.7,
1997-07,45.1,
1997-10,45.0,
1998-01,56.1,
1998-04,54.5,
1998-07,62.1,
1998-10,56.2,
1999-01,53.1,
1999-04,51.4,
1999-07,54.5,
1999-10,51.4,
2000-01,63.4,
2000-04,56.8,
2000-07,61.1,
2000-10,61.0,
2001-01,68.6,
2001-04,66.9,
2001-07,76.9,
2001-10,75.6,
2002-01,86.6,
2002-04,95.4,
2002-07,99.0,
2002-10,78.3,
2003-01,98.3,
2003-04,110.1,
2003-07,117.7,
2003-10,104.5,
2004-01,117.2,
2004-04,108.3,
2004-07,109.4,
2004-10,100.3,
2005-01,127.6,
2005-04,120.8,
2005-07,137.5,
2005-10,116.4,
2006-01,148.7,
2006-04,153.1,
2006-07,164.8,
2006-10,146.7,
2007-01,187.6,
2007-04,195.9,
2007-07,212.1,
2007-10,212.9,
2008-01,272.0,
2008-04,271.4,
2008-07,300.2,
2008-10,315.3,
2009-01,359.5,
2009-04,347.1,
2009-07,327.2,
2009-10,328.2,
2010-01,319.6,
2010-04,365.0,
2010-07,372.8,
2010-10,380.8,
2011-01,387.4,
2011-04,432.4,
2011-07,496.5,
2011-10,431.0,
2012-01,435.9,
2012-04,475.8,
2012-07,470.3,
2012-10,412.5,
2013-01,467.3,
2013-04,503.9,
2013-07,274.3,
2013-10,266.0,
2014-01,293.1,
