"",BBK01.PC3659,BBK01.PC3659_FLAGS
"",Lending to domestic non-profit institutions / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:05,
1985-10,0.022,
1986-01,0.053,
1986-04,0.030,
1986-07,0.018,
1986-10,0.019,
1987-01,0.025,
1987-04,0.021,
1987-07,0.020,
1987-10,0.025,
1988-01,0.022,
1988-04,0.019,
1988-07,0.057,
1988-10,0.057,
1989-01,0.025,
1989-04,0.025,
1989-07,0.032,
1989-10,0.024,
1990-01,0.028,
1990-04,0.028,
1990-07,0.023,
1990-10,0.024,
1991-01,0.024,
1991-04,0.024,
1991-07,0.032,
1991-10,0.028,
1992-01,0.030,
1992-04,0.037,
1992-07,0.035,
1992-10,0.237,
1993-01,0.182,
1993-04,0.180,
1993-07,0.197,
1993-10,0.120,
1994-01,0.120,
1994-04,0.141,
1994-07,0.137,
1994-10,0.146,
1995-01,0.126,
1995-04,0.130,
1995-07,0.154,
1995-10,0.146,
1996-01,0.155,
1996-04,0.166,
1996-07,0.148,
1996-10,0.159,
1997-01,0.148,
1997-04,0.244,
1997-07,0.199,
1997-10,0.126,
1998-01,0.185,
1998-04,0.167,
1998-07,0.173,
1998-10,0.147,
1999-01,0.197,
1999-04,0.204,
1999-07,0.242,
1999-10,0.247,
2000-01,0.247,
2000-04,0.256,
2000-07,0.251,
2000-10,0.221,
2001-01,0.204,
2001-04,0.225,
2001-07,0.179,
2001-10,0.182,
2002-01,0.157,
2002-04,0.228,
2002-07,0.271,
2002-10,0.346,
2003-01,0.372,
2003-04,0.398,
2003-07,0.262,
2003-10,0.217,
2004-01,0.228,
2004-04,0.229,
2004-07,0.210,
2004-10,0.187,
2005-01,0.197,
2005-04,0.180,
2005-07,0.189,
2005-10,0.460,
2006-01,0.532,
2006-04,0.526,
2006-07,0.526,
2006-10,0.571,
2007-01,0.555,
2007-04,0.512,
2007-07,0.499,
2007-10,0.594,
2008-01,0.698,
2008-04,0.590,
2008-07,0.559,
2008-10,0.564,
2009-01,0.570,
2009-04,0.473,
2009-07,0.472,
2009-10,0.500,
2010-01,0.511,
2010-04,0.537,
2010-07,0.570,
2010-10,0.558,
2011-01,0.595,
2011-04,0.716,
2011-07,0.557,
2011-10,0.554,
2012-01,0.690,
2012-04,0.594,
2012-07,0.502,
2012-10,0.487,
2013-01,0.461,
2013-04,0.409,
2013-07,0.362,
2013-10,0.367,
2014-01,0.374,
2014-04,0.374,
2014-07,0.365,
2014-10,0.362,
