"",BBK01.OUP378,BBK01.OUP378_FLAGS
"",Loans to foreign general government for over one year and up to and including five years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:56,
1999-01,0.104,
1999-02,0.113,
1999-03,0.132,
1999-04,0.125,
1999-05,0.131,
1999-06,0.141,
1999-07,0.133,
1999-08,0.134,
1999-09,0.134,
1999-10,0.126,
1999-11,0.131,
1999-12,0.131,
2000-01,0.137,
2000-02,0.138,
2000-03,0.141,
2000-04,0.166,
2000-05,0.204,
2000-06,0.235,
2000-07,0.246,
2000-08,0.263,
2000-09,0.121,
2000-10,0.121,
2000-11,0.118,
2000-12,0.107,
2001-01,0.096,
2001-02,0.087,
2001-03,0.101,
2001-04,0.112,
2001-05,0.101,
2001-06,0.099,
2001-07,0.092,
2001-08,0.075,
2001-09,0.082,
2001-10,0.081,
2001-11,0.508,
2001-12,0.513,
2002-01,0.508,
2002-02,0.513,
2002-03,0.512,
2002-04,0.505,
2002-05,4.436,
2002-06,4.430,
2002-07,4.565,
2002-08,4.563,
2002-09,4.564,
2002-10,4.530,
2002-11,4.483,
2002-12,4.480,
2003-01,4.481,
2003-02,4.484,
2003-03,3.994,
2003-04,3.986,
2003-05,3.965,
2003-06,0.628,
2003-07,0.627,
2003-08,0.627,
2003-09,0.615,
2003-10,0.609,
2003-11,0.596,
2003-12,0.595,
2004-01,0.595,
2004-02,0.590,
2004-03,0.592,
2004-04,1.098,
2004-05,1.067,
2004-06,1.063,
2004-07,1.163,
2004-08,1.071,
2004-09,1.115,
2004-10,1.113,
2004-11,1.101,
2004-12,1.219,
2005-01,1.216,
2005-02,1.211,
2005-03,1.205,
2005-04,1.147,
2005-05,1.134,
2005-06,1.359,
2005-07,1.137,
2005-08,1.137,
2005-09,1.121,
2005-10,1.121,
2005-11,1.101,
2005-12,1.300,
2006-01,1.298,
2006-02,1.291,
2006-03,1.292,
2006-04,0.891,
2006-05,0.871,
2006-06,0.866,
2006-07,0.871,
2006-08,0.868,
2006-09,0.857,
2006-10,0.851,
2006-11,0.838,
2006-12,0.630,
2007-01,0.627,
2007-02,0.626,
2007-03,0.115,
2007-04,0.109,
2007-05,0.096,
2007-06,0.613,
2007-07,0.605,
2007-08,0.604,
2007-09,0.704,
2007-10,0.866,
2007-11,0.854,
2007-12,0.853,
2008-01,0.856,
2008-02,0.857,
2008-03,0.186,
2008-04,0.184,
2008-05,0.181,
2008-06,0.180,
2008-07,0.092,
2008-08,0.099,
2008-09,0.092,
2008-10,0.092,
2008-11,0.092,
2008-12,0.092,
2009-01,0.092,
2009-02,0.087,
2009-03,0.082,
2009-04,0.072,
2009-05,0.072,
2009-06,0.069,
2009-07,0.062,
2009-08,0.162,
2009-09,0.163,
2009-10,0.232,
2009-11,0.232,
2009-12,0.232,
2010-01,0.232,
2010-02,0.227,
2010-03,0.221,
2010-04,0.212,
2010-05,0.188,
2010-06,0.185,
2010-07,0.179,
2010-08,0.183,
2010-09,0.183,
2010-10,0.183,
2010-11,0.183,
2010-12,0.184,
2011-01,0.183,
2011-02,0.078,
2011-03,0.072,
2011-04,0.062,
2011-05,0.039,
2011-06,0.201,
2011-07,0.193,
2011-08,0.192,
2011-09,0.193,
2011-10,0.196,
2011-11,0.194,
2011-12,0.197,
2012-01,0.197,
2012-02,0.203,
2012-03,0.200,
2012-04,0.199,
2012-05,0.198,
2012-06,0.201,
2012-07,0.201,
2012-08,0.201,
2012-09,0.199,
2012-10,0.195,
2012-11,0.182,
2012-12,0.182,
2013-01,0.181,
2013-02,0.219,
2013-03,0.159,
2013-04,0.037,
2013-05,0.121,
2013-06,0.116,
2013-07,0.116,
2013-08,0.116,
2013-09,0.116,
2013-10,0.115,
2013-11,0.130,
2013-12,0.126,
2014-01,0.126,
2014-02,0.126,
2014-03,0.043,
2014-04,0.042,
2014-05,0.054,
2014-06,0.139,
2014-07,0.138,
2014-08,0.137,
2014-09,0.137,
2014-10,0.140,
2014-11,0.144,
2014-12,0.146,Provisional value
