"",BBK01.ST0307,BBK01.ST0307_FLAGS
2002-01-31,3.350,
2002-02-01,3.347,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,3.344,
2002-02-05,3.337,
2002-02-06,3.333,
2002-02-07,3.321,
2002-02-08,3.324,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,3.321,
2002-02-12,3.319,
2002-02-13,3.318,
2002-02-14,3.317,
2002-02-15,3.314,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,3.312,
2002-02-19,3.302,
2002-02-20,3.290,
2002-02-21,3.319,
2002-02-22,3.322,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,3.324,
2002-02-26,3.333,
2002-02-27,3.336,
2002-02-28,3.336,
2002-03-01,3.333,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,3.330,
2002-03-05,3.327,
2002-03-06,3.319,
2002-03-07,3.311,
2002-03-08,3.304,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,3.304,
2002-03-12,3.303,
2002-03-13,3.301,
2002-03-14,3.276,
2002-03-15,3.274,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,3.263,
2002-03-19,3.233,
2002-03-20,3.331,
2002-03-21,3.389,
2002-03-22,3.403,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,3.416,
2002-03-26,3.429,
2002-03-27,3.342,
2002-03-28,3.341,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,3.338,
2002-04-03,3.337,
2002-04-04,3.329,
2002-04-05,3.327,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,3.322,
2002-04-09,3.314,
2002-04-10,3.309,
2002-04-11,3.307,
2002-04-12,3.299,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,3.288,
2002-04-16,3.282,
2002-04-17,3.241,
2002-04-18,3.273,
2002-04-19,3.316,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,3.333,
2002-04-23,3.337,
2002-04-24,3.340,
2002-04-25,3.337,
2002-04-26,3.337,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,3.332,
2002-04-30,3.326,
2002-05-01,.,No value available
2002-05-02,3.324,
2002-05-03,3.324,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,3.324,
2002-05-07,3.323,
2002-05-08,3.322,
2002-05-09,3.323,
2002-05-10,3.322,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,3.323,
2002-05-14,3.324,
2002-05-15,3.318,
2002-05-16,3.311,
2002-05-17,3.308,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,3.304,
2002-05-21,3.340,
2002-05-22,3.343,
2002-05-23,3.370,
2002-05-24,3.368,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,3.367,
2002-05-28,3.371,
2002-05-29,3.379,
2002-05-30,3.372,
2002-05-31,3.365,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,3.364,
2002-06-04,3.361,
2002-06-05,3.358,
2002-06-06,3.354,
2002-06-07,3.349,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,3.343,
2002-06-11,3.340,
2002-06-12,3.335,
2002-06-13,3.330,
2002-06-14,3.327,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,3.323,
2002-06-18,3.322,
2002-06-19,3.329,
2002-06-20,3.395,
2002-06-21,3.394,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,3.398,
2002-06-25,3.403,
2002-06-26,3.417,
2002-06-27,3.370,
2002-06-28,3.368,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,3.363,
2002-07-02,3.355,
2002-07-03,3.349,
2002-07-04,3.348,
2002-07-05,3.347,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,3.342,
2002-07-09,3.330,
2002-07-10,3.331,
2002-07-11,3.329,
2002-07-12,3.330,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,3.331,
2002-07-16,3.332,
2002-07-17,3.321,
2002-07-18,3.303,
2002-07-19,3.301,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,3.323,
2002-07-23,3.347,
2002-07-24,3.341,
2002-07-25,3.342,
2002-07-26,3.341,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,3.341,
2002-07-30,3.338,
2002-07-31,3.338,
2002-08-01,3.334,
2002-08-02,3.325,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,3.321,
2002-08-06,3.319,
2002-08-07,3.317,
2002-08-08,3.315,
2002-08-09,3.314,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,3.315,
2002-08-13,3.315,
2002-08-14,3.312,
2002-08-15,3.311,
2002-08-16,3.312,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,3.312,
2002-08-20,3.310,
2002-08-21,3.310,
2002-08-22,3.328,
2002-08-23,3.335,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,3.331,
2002-08-27,3.331,
2002-08-28,3.333,
2002-08-29,3.323,
2002-08-30,3.322,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,3.316,
2002-09-03,3.314,
2002-09-04,3.312,
2002-09-05,3.312,
2002-09-06,3.305,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,3.305,
2002-09-10,3.308,
2002-09-11,3.309,
2002-09-12,3.307,
2002-09-13,3.307,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,3.308,
2002-09-17,3.311,
2002-09-18,3.311,
2002-09-19,3.312,
2002-09-20,3.321,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,3.326,
2002-09-24,3.328,
2002-09-25,3.332,
2002-09-26,3.345,
2002-09-27,3.325,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,3.322,
2002-10-01,3.315,
2002-10-02,3.313,
2002-10-03,3.312,
2002-10-04,3.306,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,3.305,
2002-10-08,3.310,
2002-10-09,3.306,
2002-10-10,3.303,
2002-10-11,3.309,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,3.307,
2002-10-15,3.307,
2002-10-16,3.309,
2002-10-17,3.312,
2002-10-18,3.313,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,3.314,
2002-10-22,3.330,
2002-10-23,3.329,
2002-10-24,3.327,
2002-10-25,3.328,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,3.329,
2002-10-29,3.331,
2002-10-30,3.315,
2002-10-31,3.314,
2002-11-01,3.307,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,3.307,
2002-11-05,3.316,
2002-11-06,3.283,
2002-11-07,3.166,
2002-11-08,3.304,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,3.305,
2002-11-12,3.306,
2002-11-13,3.307,
2002-11-14,3.307,
2002-11-15,3.307,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,3.303,
2002-11-19,3.302,
2002-11-20,3.306,
2002-11-21,3.325,
2002-11-22,3.331,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,3.352,
2002-11-26,3.391,
2002-11-27,3.385,
2002-11-28,3.365,
2002-11-29,3.406,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,3.381,
2002-12-03,3.376,
2002-12-04,3.018,
2002-12-05,2.957,
2002-12-06,2.867,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,2.862,
2002-12-10,2.863,
2002-12-11,2.871,
2002-12-12,2.891,
2002-12-13,2.899,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,2.902,
2002-12-17,2.910,
2002-12-18,2.913,
2002-12-19,3.061,
2002-12-20,3.041,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,3.234,
2002-12-24,3.216,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,3.190,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,2.954,
2002-12-31,2.924,
2003-01-01,.,No value available
2003-01-02,2.908,
2003-01-03,2.902,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,2.892,
2003-01-07,2.883,
2003-01-08,2.871,
2003-01-09,2.854,
2003-01-10,2.848,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,2.846,
2003-01-14,2.844,
2003-01-15,2.843,
2003-01-16,2.843,
2003-01-17,2.844,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,2.843,
2003-01-21,2.844,
2003-01-22,2.827,
2003-01-23,2.837,
2003-01-24,2.843,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,2.845,
2003-01-28,2.848,
2003-01-29,2.844,
2003-01-30,2.836,
2003-01-31,2.833,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,2.830,
2003-02-04,2.828,
2003-02-05,2.817,
2003-02-06,2.814,
2003-02-07,2.806,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,2.804,
2003-02-11,2.803,
2003-02-12,2.801,
2003-02-13,2.799,
2003-02-14,2.799,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,2.800,
2003-02-18,2.801,
2003-02-19,2.799,
2003-02-20,2.819,
2003-02-21,2.821,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,2.816,
2003-02-25,2.824,
2003-02-26,2.826,
2003-02-27,2.815,
2003-02-28,2.827,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,2.851,
2003-03-04,2.995,
2003-03-05,2.795,
2003-03-06,2.639,
2003-03-07,2.742,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,2.758,
2003-03-11,2.708,
2003-03-12,2.660,
2003-03-13,2.639,
2003-03-14,2.631,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,2.628,
2003-03-18,2.627,
2003-03-19,2.562,
2003-03-20,2.579,
2003-03-21,2.595,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,2.593,
2003-03-25,2.594,
2003-03-26,2.599,
2003-03-27,2.603,
2003-03-28,2.585,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,2.578,
2003-04-01,2.572,
2003-04-02,2.555,
2003-04-03,2.550,
2003-04-04,2.565,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,2.567,
2003-04-08,2.566,
2003-04-09,2.565,
2003-04-10,2.565,
2003-04-11,2.565,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,2.570,
2003-04-15,2.571,
2003-04-16,2.569,
2003-04-17,2.582,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,2.593,
2003-04-23,2.589,
2003-04-24,2.591,
2003-04-25,2.590,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,2.593,
2003-04-29,2.583,
2003-04-30,2.583,
2003-05-01,.,No value available
2003-05-02,2.575,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,2.573,
2003-05-06,2.572,
2003-05-07,2.558,
2003-05-08,2.551,
2003-05-09,2.566,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,2.569,
2003-05-13,2.571,
2003-05-14,2.572,
2003-05-15,2.573,
2003-05-16,2.573,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,2.573,
2003-05-20,2.593,
2003-05-21,2.676,
2003-05-22,2.628,
2003-05-23,2.617,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,2.629,
2003-05-27,2.659,
2003-05-28,2.731,
2003-05-29,2.783,
2003-05-30,2.756,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,2.685,
2003-06-03,2.648,
2003-06-04,2.292,
2003-06-05,2.203,
2003-06-06,2.157,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,2.144,
2003-06-10,2.147,
2003-06-11,2.153,
2003-06-12,2.157,
2003-06-13,2.154,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,2.153,
2003-06-17,2.152,
2003-06-18,2.148,
2003-06-19,2.149,
2003-06-20,2.182,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,2.183,
2003-06-24,2.188,
2003-06-25,2.176,
2003-06-26,2.177,
2003-06-27,2.154,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,2.152,
2003-07-01,2.148,
2003-07-02,2.144,
2003-07-03,2.141,
2003-07-04,2.140,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,2.138,
2003-07-08,2.133,
2003-07-09,2.125,
2003-07-10,2.122,
2003-07-11,2.119,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,2.120,
2003-07-15,2.121,
2003-07-16,2.120,
2003-07-17,2.119,
2003-07-18,2.115,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,2.109,
2003-07-22,2.109,
2003-07-23,2.110,
2003-07-24,2.110,
2003-07-25,2.107,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,2.106,
2003-07-29,2.104,
2003-07-30,2.103,
2003-07-31,2.102,
2003-08-01,2.102,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,2.103,
2003-08-05,2.102,
2003-08-06,2.092,
2003-08-07,2.089,
2003-08-08,2.089,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,2.087,
2003-08-12,2.089,
2003-08-13,2.090,
2003-08-14,2.091,
2003-08-15,2.091,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,2.093,
2003-08-19,2.095,
2003-08-20,2.102,
2003-08-21,2.124,
2003-08-22,2.124,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,2.125,
2003-08-26,2.125,
2003-08-27,2.137,
2003-08-28,2.124,
2003-08-29,2.122,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,2.119,
2003-09-02,2.116,
2003-09-03,2.113,
2003-09-04,2.112,
2003-09-05,2.109,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,2.108,
2003-09-09,2.107,
2003-09-10,2.105,
2003-09-11,2.104,
2003-09-12,2.104,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,2.103,
2003-09-16,2.105,
2003-09-17,2.099,
2003-09-18,2.091,
2003-09-19,2.084,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,2.112,
2003-09-23,2.113,
2003-09-24,2.114,
2003-09-25,2.113,
2003-09-26,2.113,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,2.103,
2003-09-30,2.094,
2003-10-01,2.088,
2003-10-02,2.084,
2003-10-03,2.085,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,2.087,
2003-10-07,2.087,
2003-10-08,2.087,
2003-10-09,2.087,
2003-10-10,2.086,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,2.085,
2003-10-14,2.085,
2003-10-15,2.083,
2003-10-16,2.081,
2003-10-17,2.069,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,2.047,
2003-10-21,2.061,
2003-10-22,2.073,
2003-10-23,2.092,
2003-10-24,2.090,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,2.092,
2003-10-28,2.093,
2003-10-29,2.093,
2003-10-30,2.083,
2003-10-31,2.081,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,2.080,
2003-11-04,2.079,
2003-11-05,2.074,
2003-11-06,2.072,
2003-11-07,2.071,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,2.071,
2003-11-11,2.067,
2003-11-12,2.065,
2003-11-13,2.035,
2003-11-14,2.008,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,2.032,
2003-11-18,2.040,
2003-11-19,1.961,
2003-11-20,2.070,
2003-11-21,2.072,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,2.072,
2003-11-25,2.075,
2003-11-26,2.113,
2003-11-27,2.093,
2003-11-28,2.091,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,2.083,
2003-12-02,2.079,
2003-12-03,2.067,
2003-12-04,2.065,
2003-12-05,2.064,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,2.063,
2003-12-09,2.058,
2003-12-10,2.058,
2003-12-11,2.059,
2003-12-12,2.063,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,2.064,
2003-12-16,2.068,
2003-12-17,2.001,
2003-12-18,2.010,
2003-12-19,2.048,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,2.103,
2003-12-23,2.214,
2003-12-24,2.220,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,2.245,
2003-12-30,2.104,
2003-12-31,2.093,
2004-01-01,.,No value available
2004-01-02,2.087,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,2.077,
2004-01-06,2.074,
2004-01-07,2.067,
2004-01-08,2.065,
2004-01-09,2.064,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,2.064,
2004-01-13,2.063,
2004-01-14,2.039,
2004-01-15,2.026,
2004-01-16,2.026,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,2.043,
2004-01-20,2.046,
2004-01-21,2.072,
2004-01-22,2.074,
2004-01-23,2.074,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,2.077,
2004-01-27,2.078,
2004-01-28,2.077,
2004-01-29,2.068,
2004-01-30,2.065,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,2.064,
2004-02-03,2.063,
2004-02-04,2.055,
2004-02-05,2.051,
2004-02-06,2.051,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,2.046,
2004-02-10,2.045,
2004-02-11,2.045,
2004-02-12,2.046,
2004-02-13,2.045,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,2.044,
2004-02-17,2.044,
2004-02-18,2.043,
2004-02-19,2.047,
2004-02-20,2.049,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,2.083,
2004-02-24,2.081,
2004-02-25,2.082,
2004-02-26,2.063,
2004-02-27,2.060,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,2.058,
2004-03-02,2.054,
2004-03-03,2.032,
2004-03-04,2.006,
2004-03-05,2.029,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,2.045,
2004-03-09,2.048,
2004-03-10,2.046,
2004-03-11,2.045,
2004-03-12,2.045,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,2.045,
2004-03-16,2.044,
2004-03-17,2.038,
2004-03-18,2.033,
2004-03-19,2.038,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,2.045,
2004-03-23,2.055,
2004-03-24,2.078,
2004-03-25,2.076,
2004-03-26,2.074,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,2.073,
2004-03-30,2.049,
2004-03-31,2.031,
2004-04-01,2.033,
2004-04-02,2.045,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,2.047,
2004-04-06,2.051,
2004-04-07,2.051,
2004-04-08,2.051,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,2.052,
2004-04-14,2.053,
2004-04-15,2.052,
2004-04-16,2.053,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,2.053,
2004-04-20,2.051,
2004-04-21,2.049,
2004-04-22,2.054,
2004-04-23,2.055,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,2.056,
2004-04-27,2.059,
2004-04-28,2.061,
2004-04-29,2.062,
2004-04-30,2.055,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,2.054,
2004-05-04,2.054,
2004-05-05,2.061,
2004-05-06,2.056,
2004-05-07,2.024,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,2.044,
2004-05-11,2.047,
2004-05-12,2.047,
2004-05-13,2.048,
2004-05-14,2.048,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,2.050,
2004-05-18,2.050,
2004-05-19,2.049,
2004-05-20,2.048,
2004-05-21,2.051,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,2.053,
2004-05-25,2.054,
2004-05-26,2.054,
2004-05-27,2.054,
2004-05-28,2.054,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,2.055,
2004-06-01,2.055,
2004-06-02,2.062,
2004-06-03,2.072,
2004-06-04,2.086,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,2.066,
2004-06-08,2.056,
2004-06-09,2.056,
2004-06-10,2.054,
2004-06-11,2.054,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,2.055,
2004-06-15,2.056,
2004-06-16,2.055,
2004-06-17,2.055,
2004-06-18,2.055,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,2.054,
2004-06-22,2.082,
2004-06-23,2.083,
2004-06-24,2.083,
2004-06-25,2.088,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,2.088,
2004-06-29,2.073,
2004-06-30,2.069,
2004-07-01,2.069,
2004-07-02,2.071,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,2.071,
2004-07-06,2.066,
2004-07-07,2.064,
2004-07-08,2.063,
2004-07-09,2.063,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,2.064,
2004-07-13,2.063,
2004-07-14,2.063,
2004-07-15,2.063,
2004-07-16,2.064,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,2.064,
2004-07-20,2.064,
2004-07-21,2.064,
2004-07-22,2.079,
2004-07-23,2.080,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,2.080,
2004-07-27,2.079,
2004-07-28,2.081,
2004-07-29,2.069,
2004-07-30,2.068,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,2.065,
2004-08-03,2.071,
2004-08-04,2.072,
2004-08-05,2.049,
2004-08-06,2.050,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,2.062,
2004-08-10,2.064,
2004-08-11,2.063,
2004-08-12,2.064,
2004-08-13,2.064,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,2.063,
2004-08-17,2.063,
2004-08-18,2.064,
2004-08-19,2.063,
2004-08-20,2.064,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,2.071,
2004-08-24,2.072,
2004-08-25,2.072,
2004-08-26,2.072,
2004-08-27,2.073,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,2.072,
2004-08-31,2.069,
2004-09-01,2.066,
2004-09-02,2.059,
2004-09-03,2.058,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,2.063,
2004-09-07,2.063,
2004-09-08,2.062,
2004-09-09,2.062,
2004-09-10,2.064,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,2.064,
2004-09-14,2.063,
2004-09-15,2.064,
2004-09-16,2.065,
2004-09-17,2.064,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,2.064,
2004-09-21,2.063,
2004-09-22,2.076,
2004-09-23,2.077,
2004-09-24,2.075,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,2.075,
2004-09-28,2.075,
2004-09-29,2.073,
2004-09-30,2.072,
2004-10-01,2.072,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,2.077,
2004-10-05,2.093,
2004-10-06,2.117,
2004-10-07,2.092,
2004-10-08,2.076,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,2.074,
2004-10-12,2.073,
2004-10-13,2.075,
2004-10-14,2.074,
2004-10-15,2.074,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,2.074,
2004-10-19,2.076,
2004-10-20,2.079,
2004-10-21,2.086,
2004-10-22,2.087,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,2.087,
2004-10-26,2.087,
2004-10-27,2.092,
2004-10-28,2.085,
2004-10-29,2.087,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,2.084,
2004-11-02,2.086,
2004-11-03,2.099,
2004-11-04,2.116,
2004-11-05,2.087,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,2.086,
2004-11-09,2.084,
2004-11-10,2.085,
2004-11-11,2.088,
2004-11-12,2.091,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,2.091,
2004-11-16,2.092,
2004-11-17,2.093,
2004-11-18,2.094,
2004-11-19,2.095,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,2.099,
2004-11-23,2.101,
2004-11-24,2.102,
2004-11-25,2.103,
2004-11-26,2.106,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,2.103,
2004-11-30,2.102,
2004-12-01,2.076,
2004-12-02,2.047,
2004-12-03,2.063,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,2.080,
2004-12-07,2.090,
2004-12-08,2.088,
2004-12-09,2.093,
2004-12-10,2.100,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,2.128,
2004-12-14,2.134,
2004-12-15,2.120,
2004-12-16,2.116,
2004-12-17,2.115,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,2.109,
2004-12-21,2.114,
2004-12-22,2.113,
2004-12-23,2.251,
2004-12-24,2.248,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,2.244,
2004-12-28,2.239,
2004-12-29,2.241,
2004-12-30,2.114,
2004-12-31,2.112,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,2.112,
2005-01-04,2.112,
2005-01-05,2.105,
2005-01-06,2.104,
2005-01-07,2.102,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,2.104,
2005-01-11,2.108,
2005-01-12,2.103,
2005-01-13,2.070,
2005-01-14,2.074,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,2.096,
2005-01-18,2.097,
2005-01-19,2.101,
2005-01-20,2.100,
2005-01-21,2.101,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,2.102,
2005-01-25,2.102,
2005-01-26,2.103,
2005-01-27,2.101,
2005-01-28,2.098,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,2.099,
2005-02-01,2.095,
2005-02-02,2.060,
2005-02-03,2.084,
2005-02-04,2.097,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,2.095,
2005-02-08,2.096,
2005-02-09,2.095,
2005-02-10,2.096,
2005-02-11,2.094,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,2.094,
2005-02-15,2.093,
2005-02-16,2.089,
2005-02-17,2.089,
2005-02-18,2.089,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,2.086,
2005-02-22,2.088,
2005-02-23,2.088,
2005-02-24,2.088,
2005-02-25,2.088,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,2.090,
2005-03-01,2.091,
2005-03-02,2.089,
2005-03-03,2.082,
2005-03-04,2.078,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,2.079,
2005-03-08,2.081,
2005-03-09,2.081,
2005-03-10,2.081,
2005-03-11,2.082,
