"",BBK01.OEAH05G,BBK01.OEAH05G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:07,
2002-01,140.110,
2002-04,137.376,
2002-07,136.603,
2002-10,137.511,
2003-01,136.374,
2003-04,134.320,
2003-07,135.654,
2003-10,135.259,
2004-01,132.997,
2004-04,133.586,
2004-07,132.734,
2004-10,133.642,
2005-01,123.273,
2005-04,123.674,
2005-07,122.845,
2005-10,124.677,
2006-01,122.689,
2006-04,122.316,
2006-07,123.320,
2006-10,124.592,
2007-01,124.756,
2007-04,126.261,
2007-07,126.409,
2007-10,128.410,
2008-01,119.649,
2008-04,123.618,
2008-07,126.587,
2008-10,126.451,
2009-01,130.239,
2009-04,142.900,
2009-07,142.405,
2009-10,141.309,
2010-01,143.498,
2010-04,143.155,
2010-07,142.336,
2010-10,144.317,
2011-01,147.658,
2011-04,147.006,
2011-07,148.902,
2011-10,148.653,
2012-01,147.339,
2012-04,146.935,
2012-07,143.585,
2012-10,141.288,
2013-01,141.822,
2013-04,140.305,
2013-07,137.682,
2013-10,138.635,
2014-01,138.414,
2014-04,137.104,
2014-07,136.413,
