"",BBK01.QUK838,BBK01.QUK838_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Netherlands / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:59,
2002-03,31.824,
2002-04,30.066,
2002-05,30.239,
2002-06,28.656,
2002-07,28.066,
2002-08,28.430,
2002-09,29.316,
2002-10,29.268,
2002-11,29.851,
2002-12,30.069,
2003-01,29.490,
2003-02,30.348,
2003-03,30.036,
2003-04,29.012,
2003-05,28.816,
2003-06,29.507,
2003-07,29.547,
2003-08,30.707,
2003-09,31.220,
2003-10,26.316,
2003-11,25.004,
2003-12,25.587,
2004-01,24.708,
2004-02,24.906,
2004-03,25.007,
2004-04,24.973,
2004-05,25.187,
2004-06,25.694,
2004-07,25.060,
2004-08,25.073,
2004-09,25.442,
2004-10,25.744,
2004-11,26.073,
2004-12,25.711,
2005-01,25.301,
2005-02,25.573,
2005-03,26.024,
2005-04,26.774,
2005-05,26.003,
2005-06,26.378,
2005-07,28.319,
2005-08,28.579,
2005-09,29.476,
2005-10,31.466,
2005-11,30.648,
2005-12,27.602,
2006-01,27.783,
2006-02,31.970,
2006-03,33.072,
2006-04,31.266,
2006-05,32.461,
2006-06,30.057,
2006-07,30.127,
2006-08,29.652,
2006-09,31.658,
2006-10,31.941,
2006-11,32.367,
2006-12,30.553,
2007-01,29.986,
2007-02,30.806,
2007-03,31.215,
2007-04,30.497,
2007-05,29.681,
2007-06,32.059,
2007-07,32.103,
2007-08,34.154,
2007-09,36.401,
2007-10,36.293,
2007-11,35.507,
2007-12,36.129,
2008-01,36.175,
2008-02,36.275,
2008-03,36.547,
2008-04,36.816,
2008-05,37.987,
2008-06,39.741,
2008-07,40.206,
2008-08,41.602,
2008-09,44.101,
2008-10,44.819,
2008-11,44.158,
2008-12,43.661,
2009-01,43.134,
2009-02,43.776,
2009-03,42.781,
2009-04,42.812,
2009-05,42.004,
2009-06,42.255,
2009-07,41.874,
2009-08,41.851,
2009-09,40.929,
2009-10,40.179,
2009-11,41.197,
2009-12,37.912,
2010-01,37.889,
2010-02,39.087,
2010-03,39.512,
2010-04,50.330,
2010-05,49.185,
2010-06,48.536,
2010-07,48.496,
2010-08,47.584,
2010-09,46.493,
2010-10,45.627,
2010-11,45.692,
2010-12,45.348,
2011-01,44.099,
2011-02,43.972,
2011-03,43.533,
2011-04,43.632,
2011-05,42.541,
2011-06,43.398,
2011-07,43.360,
2011-08,42.970,
2011-09,49.138,
2011-10,48.879,
2011-11,48.640,
2011-12,46.508,
2012-01,46.710,
2012-02,46.789,
2012-03,46.738,
2012-04,47.111,
2012-05,48.850,
2012-06,46.548,
2012-07,47.009,
2012-08,46.326,
2012-09,47.574,
2012-10,47.446,
2012-11,48.469,
2012-12,45.688,
2013-01,47.385,
2013-02,47.797,
2013-03,48.454,
2013-04,47.292,
2013-05,47.695,
2013-06,47.652,
2013-07,47.078,
2013-08,43.158,
2013-09,41.774,
2013-10,40.303,
2013-11,39.488,
2013-12,38.044,
2014-01,38.080,
2014-02,38.212,
2014-03,37.693,
2014-04,38.346,
2014-05,38.684,
2014-06,38.364,
2014-07,39.029,
2014-08,39.068,
2014-09,38.618,
2014-10,39.477,
