"",BBK01.PQA350,BBK01.PQA350_FLAGS
"",Lending to domestic enterprises and resident individuals / Total / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:34,
1948-10,2.582,
1949-01,3.106,
1949-04,3.934,
1949-07,4.867,
1949-10,6.025,
1950-01,6.979,
1950-04,7.784,
1950-07,9.007,
1950-10,10.409,
1951-01,10.894,
1951-04,11.386,
1951-07,12.397,
1951-10,13.536,
1952-01,14.492,
1952-04,14.857,
1952-07,15.879,
1952-10,17.471,
1953-01,18.492,
1953-04,19.428,
1953-07,20.632,
1953-10,21.914,
1954-01,22.902,
1954-04,23.698,
1954-07,25.133,
1954-10,27.210,
1955-01,28.444,
1955-04,29.722,
1955-07,31.287,
1955-10,33.141,
1956-01,34.413,
1956-04,35.554,
1956-07,36.367,
1956-10,37.459,
1957-01,38.248,
1957-04,38.960,
1957-07,39.860,
1957-10,41.227,
1958-01,41.970,
1958-04,42.801,
1958-07,43.852,
1958-10,45.419,
1959-01,46.415,
1959-04,47.965,
1959-07,50.329,
1959-10,53.554,
1960-01,55.194,
1960-04,57.282,
1960-07,59.248,
1960-10,68.813,
1961-01,71.442,
1961-04,74.474,
1961-07,77.120,
1961-10,79.856,
1962-01,81.827,
1962-04,84.908,
1962-07,87.464,
1962-10,90.531,
1963-01,92.611,
1963-04,95.979,
1963-07,98.216,
1963-10,101.527,
1964-01,103.508,
1964-04,107.232,
1964-07,110.326,
1964-10,114.051,
1965-01,116.626,
1965-04,120.774,
1965-07,124.044,
1965-10,127.798,
1966-01,130.829,
1966-04,134.718,
1966-07,136.991,
1966-10,138.774,
1967-01,139.108,
1967-04,141.703,
1967-07,143.822,
1967-10,147.805,
1968-01,149.232,
1968-04,153.552,
1968-07,156.983,
1968-10,164.958,
1969-01,169.225,
1969-04,174.391,
1969-07,179.291,
1969-10,190.459,
1970-01,194.203,
1970-04,200.898,
1970-07,205.413,
1970-10,213.034,
1971-01,216.601,
1971-04,223.853,
1971-07,232.244,
1971-10,243.523,
1972-01,249.768,
1972-04,260.650,
1972-07,268.557,
1972-10,283.726,
1973-01,291.666,
1973-04,300.459,
1973-07,306.883,
1973-10,315.019,
1974-01,318.265,
1974-04,325.009,
1974-07,329.554,
1974-10,335.640,
1975-01,334.923,
1975-04,338.070,
1975-07,340.726,
1975-10,352.369,
1976-01,353.518,
1976-04,363.984,
1976-07,371.612,
1976-10,384.617,
1977-01,386.939,
1977-04,397.447,
1977-07,404.561,
1977-10,419.255,
1978-01,420.861,
1978-04,433.983,
1978-07,445.692,
1978-10,464.421,
1979-01,471.761,
1979-04,490.213,
1979-07,502.505,
1979-10,522.549,
1980-01,526.847,
1980-04,541.944,
1980-07,550.270,
1980-10,573.718,
1981-01,582.143,
1981-04,594.040,
1981-07,602.597,
1981-10,616.441,
1982-01,615.834,
1982-04,625.422,
1982-07,634.395,
1982-10,649.490,
1983-01,647.030,
1983-04,662.477,
1983-07,675.079,
1983-10,695.529,
1984-01,697.044,
1984-04,710.113,
1984-07,722.933,
1984-10,739.715,
1985-01,745.145,
1985-04,756.510,
1985-07,760.940,
1985-10,791.246,
1986-01,793.557,
1986-04,805.541,
1986-07,812.268,
1986-10,825.340,
1987-01,823.058,
1987-04,829.704,
1987-07,841.019,
1987-10,851.450,
1988-01,855.120,
1988-04,867.896,
1988-07,877.907,
1988-10,896.632,
1989-01,903.957,
1989-04,921.859,
1989-07,936.514,
1989-10,961.791,
1990-01,976.467,
1990-04,1082.684,
1990-07,1103.531,
1990-10,1134.192,
1991-01,1150.388,
1991-04,1180.803,
1991-07,1205.911,
1991-10,1253.427,
1992-01,1274.779,
1992-04,1311.246,
1992-07,1332.703,
1992-10,1353.987,
1993-01,1363.870,
1993-04,1385.841,
1993-07,1411.757,
1993-10,1456.365,
1994-01,1470.324,
1994-04,1494.864,
1994-07,1522.107,
1994-10,1537.594,
1995-01,1531.611,
1995-04,1560.338,
1995-07,1584.056,
1995-10,1623.820,
1996-01,1640.957,
1996-04,1667.348,
1996-07,1691.975,
1996-10,1747.307,
1997-01,1756.299,
1997-04,1785.964,
1997-07,1806.010,
1997-10,1847.883,
1998-01,1855.952,
1998-04,1882.879,
1998-07,1911.984,
1998-10,1968.876,
1999-01,1993.477,
1999-04,2028.062,
1999-07,2052.790,
1999-10,2094.169,
2000-01,2118.751,
2000-04,2144.240,
2000-07,2169.918,
2000-10,2187.269,
2001-01,2204.803,
2001-04,2213.488,
2001-07,2219.298,
2001-10,2236.312,
2002-01,2230.841,
2002-04,2233.681,
2002-07,2242.717,
2002-10,2241.198,
2003-01,2237.872,
2003-04,2240.120,
2003-07,2245.554,
2003-10,2241.595,
2004-01,2229.231,
2004-04,2229.703,
2004-07,2229.918,
2004-10,2224.165,
2005-01,2216.899,
2005-04,2223.051,
2005-07,2238.544,
2005-10,2226.628,
2006-01,2258.627,
2006-04,2265.421,
2006-07,2281.009,
2006-10,2242.233,
2007-01,2261.535,
2007-04,2261.965,
2007-07,2278.787,
2007-10,2288.957,
2008-01,2316.543,
2008-04,2333.834,
2008-07,2354.968,
2008-10,2357.525,
2009-01,2383.547,
2009-04,2388.461,
2009-07,2375.557,
2009-10,2357.591,
2010-01,2347.074,
2010-04,2368.056,
2010-07,2353.929,
2010-10,2352.904,
2011-01,2358.721,
2011-04,2374.911,
2011-07,2413.747,
2011-10,2415.679,
2012-01,2427.818,
2012-04,2432.408,
2012-07,2458.611,
2012-10,2435.908,
2013-01,2451.055,
2013-04,2464.180,
2013-07,2352.374,
2013-10,2354.025,
2014-01,2356.273,
2014-04,2367.140,
2014-07,2380.552,
2014-10,2384.782,
