"",BBK01.OEAH91N,BBK01.OEAH91N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:44,
2002-01,18.070,
2002-04,17.984,
2002-07,18.783,
2002-10,17.178,
2003-01,16.478,
2003-04,15.437,
2003-07,15.884,
2003-10,15.528,
2004-01,14.625,
2004-04,13.954,
2004-07,13.323,
2004-10,8.381,
2005-01,13.734,
2005-04,13.011,
2005-07,10.487,
2005-10,9.381,
2006-01,9.143,
2006-04,10.495,
2006-07,9.887,
2006-10,9.056,
2007-01,8.629,
2007-04,8.077,
2007-07,8.947,
2007-10,8.253,
2008-01,8.019,
2008-04,7.602,
2008-07,7.248,
2008-10,10.092,
2009-01,10.589,
2009-04,9.080,
2009-07,11.137,
2009-10,11.851,
2010-01,15.488,
2010-04,14.912,
2010-07,13.366,
2010-10,15.866,
2011-01,14.581,
2011-04,14.467,
2011-07,13.251,
2011-10,12.519,
2012-01,11.607,
2012-04,10.968,
2012-07,9.922,
2012-10,10.348,
2013-01,9.657,
2013-04,8.911,
2013-07,8.048,
2013-10,8.261,
2014-01,7.998,
2014-04,8.151,
2014-07,7.630,
