"",BBK01.OUZ018,BBK01.OUZ018_FLAGS
"","Securitised debts, total, All categories of banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:21,
1999-01,1263.083,
1999-02,1292.320,
1999-03,1304.886,
1999-04,1341.972,
1999-05,1353.200,
1999-06,1353.730,
1999-07,1346.265,
1999-08,1361.572,
1999-09,1396.818,
1999-10,1421.346,
1999-11,1457.937,
1999-12,1471.278,
2000-01,1460.864,
2000-02,1479.619,
2000-03,1511.338,
2000-04,1538.989,
2000-05,1545.516,
2000-06,1554.183,
2000-07,1590.901,
2000-08,1616.789,
2000-09,1618.608,
2000-10,1648.104,
2000-11,1634.196,
2000-12,1616.854,
2001-01,1642.864,
2001-02,1647.104,
2001-03,1671.685,
2001-04,1676.210,
2001-05,1696.489,
2001-06,1688.784,
2001-07,1698.726,
2001-08,1686.930,
2001-09,1686.766,
2001-10,1700.287,
2001-11,1728.861,
2001-12,1706.133,
2002-01,1707.009,
2002-02,1708.438,
2002-03,1723.811,
2002-04,1719.257,
2002-05,1715.614,
2002-06,1687.863,
2002-07,1691.366,
2002-08,1701.086,
2002-09,1700.455,
2002-10,1679.538,
2002-11,1686.016,
2002-12,1637.338,
2003-01,1644.190,
2003-02,1657.854,
2003-03,1647.706,
2003-04,1635.315,
2003-05,1624.686,
2003-06,1626.961,
2003-07,1635.703,
2003-08,1627.139,
2003-09,1623.681,
2003-10,1634.598,
2003-11,1641.195,
2003-12,1611.337,
2004-01,1628.913,
2004-02,1637.045,
2004-03,1673.856,
2004-04,1693.894,
2004-05,1703.272,
2004-06,1702.505,
2004-07,1708.595,
2004-08,1704.864,
2004-09,1710.477,
2004-10,1700.535,
2004-11,1692.684,
2004-12,1672.491,
2005-01,1684.422,
2005-02,1690.491,
2005-03,1706.697,
2005-04,1731.197,
2005-05,1750.042,
2005-06,1773.923,
2005-07,1780.161,
2005-08,1787.664,
2005-09,1785.191,
2005-10,1780.832,
2005-11,1777.262,
2005-12,1769.725,
2006-01,1784.023,
2006-02,1807.546,
2006-03,1817.878,
2006-04,1814.307,
2006-05,1819.559,
2006-06,1804.041,
2006-07,1810.582,
2006-08,1809.407,
2006-09,1807.768,
2006-10,1817.822,
2006-11,1815.978,
2006-12,1804.280,
2007-01,1837.843,
2007-02,1851.853,
2007-03,1855.440,
2007-04,1867.025,
2007-05,1886.156,
2007-06,1885.859,
2007-07,1896.852,
2007-08,1889.637,
2007-09,1871.359,
2007-10,1892.888,
2007-11,1868.455,
2007-12,1840.867,
2008-01,1852.303,
2008-02,1833.557,
2008-03,1821.548,
2008-04,1825.813,
2008-05,1830.267,
2008-06,1832.135,
2008-07,1836.416,
2008-08,1853.996,
2008-09,1822.089,
2008-10,1822.253,
2008-11,1823.275,
2008-12,1766.210,
2009-01,1786.036,
2009-02,1769.617,
2009-03,1750.771,
2009-04,1745.822,
2009-05,1746.760,
2009-06,1750.401,
2009-07,1743.462,
2009-08,1747.682,
2009-09,1729.111,
2009-10,1715.262,
2009-11,1699.377,
2009-12,1684.000,
2010-01,1694.059,
2010-02,1683.766,
2010-03,1697.347,
2010-04,1705.275,
2010-05,1718.315,
2010-06,1699.402,
2010-07,1659.513,
2010-08,1658.579,
2010-09,1643.481,
2010-10,1610.749,
2010-11,1644.934,
2010-12,1620.690,
2011-01,1613.738,
2011-02,1613.422,
2011-03,1582.358,
2011-04,1565.197,
2011-05,1569.215,
2011-06,1542.848,
2011-07,1542.023,
2011-08,1533.132,
2011-09,1534.638,
2011-10,1511.889,
2011-11,1525.451,
2011-12,1521.768,
2012-01,1487.868,
2012-02,1493.400,
2012-03,1488.474,
2012-04,1486.860,
2012-05,1497.079,
2012-06,1476.863,
2012-07,1493.099,
2012-08,1474.271,
2012-09,1455.617,
2012-10,1434.443,
2012-11,1426.299,
2012-12,1398.325,
2013-01,1383.634,
2013-02,1406.564,
2013-03,1389.779,
2013-04,1375.284,
2013-05,1365.754,
2013-06,1350.192,
2013-07,1336.596,
2013-08,1325.750,
2013-09,1319.261,
2013-10,1311.179,
2013-11,1305.659,
2013-12,1278.033,
2014-01,1286.268,
2014-02,1278.743,
2014-03,1261.985,
2014-04,1248.152,
2014-05,1267.773,
2014-06,1264.727,
2014-07,1263.375,
2014-08,1277.398,
2014-09,1284.345,
2014-10,1271.731,
2014-11,1265.848,
