"",BBK01.TU2074,BBK01.TU2074_FLAGS
"",Deposits / of non-banks (non-MFIs) / German non-banks / Medium and long term / Total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:49,
1984-12,0.140,
1985-01,0.137,
1985-02,0.144,
1985-03,0.134,
1985-04,0.137,
1985-05,0.135,
1985-06,0.138,
1985-07,0.172,
1985-08,0.175,
1985-09,0.192,
1985-10,0.289,
1985-11,0.286,
1985-12,0.288,
1986-01,0.288,
1986-02,0.274,
1986-03,0.514,
1986-04,0.517,
1986-05,0.524,
1986-06,0.517,
1986-07,0.541,
1986-08,0.534,
1986-09,0.485,
1986-10,0.889,
1986-11,0.883,
1986-12,0.879,
1987-01,0.883,
1987-02,0.936,
1987-03,0.973,
1987-04,0.978,
1987-05,0.960,
1987-06,0.892,
1987-07,0.915,
1987-08,0.919,
1987-09,0.931,
1987-10,0.960,
1987-11,0.707,
1987-12,0.452,
1988-01,0.471,
1988-02,0.515,
1988-03,0.534,
1988-04,0.538,
1988-05,0.472,
1988-06,0.481,
1988-07,0.463,
1988-08,0.494,
1988-09,0.496,
1988-10,0.484,
1988-11,0.457,
1988-12,0.485,
1989-01,0.640,
1989-02,0.708,
1989-03,0.720,
1989-04,0.747,
1989-05,0.856,
1989-06,0.971,
1989-07,0.954,
1989-08,0.955,
1989-09,0.934,
1989-10,0.968,
1989-11,0.941,
1989-12,0.992,
1990-01,1.008,
1990-02,1.013,
1990-03,1.078,
1990-04,1.153,
1990-05,1.246,
1990-06,1.372,
1990-07,1.424,
1990-08,1.534,
1990-09,1.534,
1990-10,1.535,
1990-11,1.556,
1990-12,1.584,
1991-01,1.613,
1991-02,1.634,
1991-03,1.587,
1991-04,1.676,
1991-05,1.603,
1991-06,1.565,
1991-07,1.518,
1991-08,1.457,
1991-09,1.367,
1991-10,1.451,
1991-11,1.487,
1991-12,1.437,
1992-01,1.577,
1992-02,1.677,
1992-03,1.710,
1992-04,1.848,
1992-05,1.868,
1992-06,1.704,
1992-07,1.673,
1992-08,1.693,
1992-09,1.546,
1992-10,1.515,
1992-11,1.488,
1992-12,1.650,
1993-01,1.848,
1993-02,1.771,
1993-03,1.706,
1993-04,1.675,
1993-05,1.743,
1993-06,1.729,
1993-07,1.718,
1993-08,1.726,
1993-09,1.711,
1993-10,1.755,
1993-11,1.766,
1993-12,1.698,
1994-01,1.771,
1994-02,1.708,
1994-03,1.208,
1994-04,1.265,
1994-05,1.227,
1994-06,1.341,
1994-07,1.523,
1994-08,1.325,
1994-09,1.434,
1994-10,1.642,
1994-11,1.651,
1994-12,1.575,
1995-01,1.612,
1995-02,1.736,
1995-03,1.711,
1995-04,1.773,
1995-05,1.919,
1995-06,1.993,
1995-07,2.017,
1995-08,2.141,
1995-09,2.740,
1995-10,2.704,
1995-11,2.679,
1995-12,2.613,
1996-01,2.843,
1996-02,2.763,
1996-03,2.784,
1996-04,3.004,
1996-05,3.040,
1996-06,3.808,
1996-07,2.939,
1996-08,2.884,
1996-09,2.789,
1996-10,2.907,
1996-11,3.691,
1996-12,3.866,
1997-01,3.604,
1997-02,3.572,
1997-03,3.667,
1997-04,3.621,
1997-05,3.558,
1997-06,3.512,
1997-07,3.467,
1997-08,3.518,
1997-09,3.494,
1997-10,3.439,
1997-11,3.529,
1997-12,3.610,
1998-01,3.597,
1998-02,3.494,
1998-03,3.537,
1998-04,3.488,
1998-05,3.060,
1998-06,3.088,
1998-07,3.144,
1998-08,3.209,
