"",BBK01.OXA8Y8,BBK01.OXA8Y8_FLAGS
"",Transferable deposits of domestic enterprises and households Overnight deposits - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:15,
2010-06,572.621,
2010-07,566.520,
2010-08,575.206,
2010-09,575.174,
2010-10,577.714,
2010-11,595.188,
2010-12,603.585,
2011-01,589.549,
2011-02,579.113,
2011-03,577.364,
2011-04,568.010,
2011-05,565.043,
2011-06,561.936,
2011-07,558.358,
2011-08,558.115,
2011-09,560.079,
2011-10,567.588,
2011-11,582.082,
2011-12,583.943,
2012-01,580.778,
2012-02,582.711,
2012-03,581.478,
2012-04,592.120,
2012-05,595.673,
2012-06,606.699,
2012-07,616.050,
2012-08,624.067,
2012-09,631.903,
2012-10,639.886,
2012-11,664.505,
2012-12,673.653,
2013-01,661.458,
2013-02,667.942,
2013-03,664.970,
2013-04,671.944,
2013-05,681.443,
2013-06,685.238,
2013-07,688.079,
2013-08,696.809,
2013-09,703.851,
2013-10,712.630,
2013-11,732.517,
2013-12,735.673,
2014-01,726.369,
2014-02,728.656,
2014-03,720.615,
2014-04,731.614,
2014-05,741.123,
2014-06,744.580,
2014-07,751.009,
2014-08,763.575,
2014-09,774.327,
2014-10,792.975,
2014-11,815.499,
2014-12,818.449,Provisional value
