"",BBK01.OXA8A4,BBK01.OXA8A4_FLAGS
"",Loans (including bills of exchange) to domestic non- financial corporations - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:40,
1999-01,696.508,
1999-02,696.470,
1999-03,689.352,
1999-04,687.465,
1999-05,687.171,
1999-06,697.577,
1999-07,696.779,
1999-08,696.343,
1999-09,711.363,
1999-10,714.649,
1999-11,724.240,
1999-12,738.527,
2000-01,741.711,
2000-02,748.845,
2000-03,753.102,
2000-04,758.479,
2000-05,757.159,
2000-06,760.934,
2000-07,756.070,
2000-08,761.521,
2000-09,771.208,
2000-10,772.412,
2000-11,779.065,
2000-12,781.904,
2001-01,780.266,
2001-02,785.694,
2001-03,793.125,
2001-04,788.440,
2001-05,794.514,
2001-06,798.558,
2001-07,793.092,
2001-08,789.715,
2001-09,795.594,
2001-10,794.453,
2001-11,800.632,
2001-12,805.911,
2002-01,801.015,
2002-02,802.367,
2002-03,805.016,
2002-04,804.104,
2002-05,801.932,
2002-06,802.409,
2002-07,798.664,
2002-08,796.833,
2002-09,798.538,
2002-10,795.575,
2002-11,796.013,
2002-12,794.594,
2003-01,792.881,
2003-02,789.499,
2003-03,783.516,
2003-04,781.693,
2003-05,778.429,
2003-06,782.718,
2003-07,775.909,
2003-08,776.652,
2003-09,775.905,
2003-10,773.497,
2003-11,776.717,
2003-12,770.941,
2004-01,765.358,
2004-02,765.151,
2004-03,764.983,
2004-04,764.476,
2004-05,764.316,
2004-06,763.939,
2004-07,757.096,
2004-08,756.747,
2004-09,754.127,
2004-10,750.808,
2004-11,753.925,
2004-12,742.845,
2005-01,739.731,
2005-02,739.746,
2005-03,737.674,
2005-04,735.780,
2005-05,736.337,
2005-06,737.064,
2005-07,734.567,
2005-08,730.735,
2005-09,736.397,
2005-10,734.536,
2005-11,731.640,
2005-12,727.158,
2006-01,736.728,
2006-02,735.249,
2006-03,734.824,
2006-04,739.059,
2006-05,737.934,
2006-06,743.392,
2006-07,744.811,
2006-08,742.231,
2006-09,745.718,
2006-10,743.737,
2006-11,746.198,
2006-12,740.402,
2007-01,743.037,
2007-02,742.633,
2007-03,742.495,
2007-04,743.413,
2007-05,747.094,
2007-06,748.657,
2007-07,749.354,
2007-08,757.058,
2007-09,760.501,
2007-10,759.256,
2007-11,766.188,
2007-12,781.101,
2008-01,782.967,
2008-02,790.165,
2008-03,793.893,
2008-04,799.457,
2008-05,802.872,
2008-06,807.656,
2008-07,807.738,
2008-08,813.593,
2008-09,818.255,
2008-10,828.361,
2008-11,831.371,
2008-12,834.971,
2009-01,838.739,
2009-02,836.958,
2009-03,833.760,
2009-04,829.499,
2009-05,827.693,
2009-06,822.056,
2009-07,815.744,
2009-08,814.596,
2009-09,811.366,
2009-10,804.549,
2009-11,806.187,
2009-12,794.249,
2010-01,796.167,
2010-02,797.424,
2010-03,789.526,
2010-04,788.097,
2010-05,794.065,
2010-06,795.364,
2010-07,789.196,
2010-08,789.739,
2010-09,786.342,
2010-10,785.512,
2010-11,791.814,
2010-12,787.360,
2011-01,787.996,
2011-02,795.025,
2011-03,793.578,
2011-04,789.188,
2011-05,792.014,
2011-06,792.354,
2011-07,793.739,
2011-08,794.084,
2011-09,797.431,
2011-10,796.779,
2011-11,801.956,
2011-12,797.350,
2012-01,800.928,
2012-02,803.936,
2012-03,804.462,
2012-04,803.729,
2012-05,808.869,
2012-06,809.529,
2012-07,812.918,
2012-08,811.034,
2012-09,810.796,
2012-10,806.081,
2012-11,810.233,
2012-12,802.405,
2013-01,799.969,
2013-02,805.323,
2013-03,806.935,
2013-04,802.618,
2013-05,803.531,
2013-06,802.651,
2013-07,800.844,
2013-08,800.302,
2013-09,797.981,
2013-10,795.885,
2013-11,799.724,
2013-12,796.522,
2014-01,797.110,
2014-02,798.337,
2014-03,797.011,
2014-04,800.125,
2014-05,803.407,
2014-06,803.845,
2014-07,800.313,
2014-08,802.006,
2014-09,801.988,
2014-10,800.930,
2014-11,807.093,
2014-12,785.328,Provisional value
