"",BBK01.OEAH67I,BBK01.OEAH67I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:44,
2002-01,14.590,
2002-04,13.862,
2002-07,13.759,
2002-10,13.952,
2003-01,13.996,
2003-04,13.812,
2003-07,13.742,
2003-10,13.788,
2004-01,13.530,
2004-04,13.283,
2004-07,13.167,
2004-10,13.341,
2005-01,15.917,
2005-04,15.720,
2005-07,15.552,
2005-10,15.667,
2006-01,15.571,
2006-04,15.491,
2006-07,15.309,
2006-10,15.459,
2007-01,15.913,
2007-04,15.915,
2007-07,16.099,
2007-10,16.454,
2008-01,16.407,
2008-04,16.512,
2008-07,16.453,
2008-10,17.821,
2009-01,17.742,
2009-04,17.401,
2009-07,17.199,
2009-10,16.804,
2010-01,16.277,
2010-04,16.042,
2010-07,15.897,
2010-10,16.292,
2011-01,16.333,
2011-04,16.125,
2011-07,16.036,
2011-10,16.090,
2012-01,16.264,
2012-04,16.077,
2012-07,15.779,
2012-10,15.782,
2013-01,15.532,
2013-04,15.336,
2013-07,15.120,
2013-10,15.089,
2014-01,14.932,
2014-04,14.823,
2014-07,15.057,
