"",BBK01.WX0027,BBK01.WX0027_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 5.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:04,
2008-12,4.50,
2009-01,4.51,
2009-02,4.51,
2009-03,4.51,
2009-04,4.51,
2009-05,4.51,
2009-06,4.50,
2009-07,4.49,
2009-08,4.48,
2009-09,4.47,
2009-10,4.46,
2009-11,4.45,
2009-12,4.44,
2010-01,4.44,
2010-02,4.43,
2010-03,4.42,
2010-04,4.42,
2010-05,4.41,
2010-06,4.41,
2010-07,4.40,
2010-08,4.39,
2010-09,4.38,
2010-10,4.37,
2010-11,4.36,
2010-12,4.36,
2011-01,4.35,
2011-02,4.36,
2011-03,4.36,
2011-04,4.36,
2011-05,4.36,
2011-06,4.36,
2011-07,4.35,
2011-08,4.36,
2011-09,4.36,
2011-10,4.36,
2011-11,4.37,
2011-12,4.37,
2012-01,4.36,
2012-02,4.36,
2012-03,4.35,
2012-04,4.34,
2012-05,4.33,
2012-06,4.32,
2012-07,4.31,
2012-08,4.30,
2012-09,4.28,
2012-10,4.26,
2012-11,4.24,
2012-12,4.22,
2013-01,4.20,
2013-02,4.18,
2013-03,4.16,
2013-04,4.13,
2013-05,4.10,
2013-06,4.07,
2013-07,4.05,
2013-08,4.02,
2013-09,4.00,
2013-10,3.98,
2013-11,3.95,
2013-12,3.93,
2014-01,3.90,
2014-02,3.87,
2014-03,3.84,
2014-04,3.81,
2014-05,3.77,
2014-06,3.73,
2014-07,3.69,
2014-08,3.64,
2014-09,3.59,
2014-10,3.55,
2014-11,3.50,
2014-12,3.45,
2015-01,3.40,
