"",BBK01.TYI324,BBK01.TYI324_FLAGS
1996-08,1925,
1996-09,4962,
1996-10,5850,
1996-11,466,
1996-12,-23142,
1997-01,15755,
1997-02,1983,
1997-03,12308,
1997-04,-779,
1997-05,365,
1997-06,3449,
1997-07,10779,
1997-08,4460,
1997-09,4555,
1997-10,6973,
1997-11,-8879,
1997-12,-20458,
1998-01,13191,
1998-02,-4450,
1998-03,22921,
1998-04,3898,
1998-05,-905,
1998-06,26,
1998-07,-8079,
1998-08,8057,
1998-09,860,
1998-10,1746,
1998-11,839,
1998-12,-15239,
1999-01,-19418,
1999-02,-36772,
1999-03,50735,
1999-04,-6954,
1999-05,-11772,
1999-06,7920,
1999-07,31462,
1999-08,-35690,
1999-09,5063,
1999-10,3148,
1999-11,-45822,
1999-12,-6200,
2000-01,18845,
2000-02,4777,
2000-03,23971,
2000-04,-3742,
2000-05,11528,
2000-06,-29342,
2000-07,13205,
2000-08,1518,
2000-09,-14985,
2000-10,1331,
2000-11,16745,
2000-12,-3072,
2001-01,-157,
2001-02,2443,
2001-03,-27501,
2001-04,21111,
2001-05,-10993,
2001-06,-27637,
2001-07,7687,
2001-08,-15027,
2001-09,2384,
2001-10,-1824,
2001-11,11275,
2001-12,2687,
2002-01,-10641,
2002-02,-454,
2002-03,-5849,
2002-04,1647,
2002-05,1651,
2002-06,-2113,
2002-07,-10106,
2002-08,-3390,
2002-09,12295,
2002-10,9944,
2002-11,-3636,
2002-12,4597,
2003-01,10630,
2003-02,-17154,
2003-03,26990,
2003-04,3523,
2003-05,25009,
2003-06,13690,
2003-07,-16171,
2003-08,-7114,
2003-09,11571,
2003-10,-7275,
2003-11,-2000,
2003-12,4941,
2004-01,19677,
2004-02,-1956,
2004-03,12299,
2004-04,12985,
2004-05,-10806,
2004-06,10322,
2004-07,-116,
2004-08,-3003,
2004-09,1386,
2004-10,29359,
2004-11,-7728,
2004-12,3916,
2005-01,-4724,
2005-02,-5625,
2005-03,-1766,
2005-04,54211,
2005-05,-50169,
2005-06,6650,
2005-07,969,
2005-08,-7903,
2005-09,4152,
2005-10,-3609,
2005-11,-17992,
2005-12,18589,
2006-01,30712,
2006-02,-15805,
2006-03,3789,
2006-04,34140,
2006-05,-17800,
2006-06,14404,
2006-07,-3340,
2006-08,-16706,
2006-09,29564,
2006-10,6049,
2006-11,28740,
2006-12,-11761,
2007-01,102,
2007-02,-12212,
2007-03,15848,
2007-04,1322,
2007-05,-29536,
2007-06,-1160,
2007-07,18739,
2007-08,-19774,
2007-09,8552,
2007-10,17862,
2007-11,-22413,
2007-12,10320,
2008-01,-21304,
2008-02,-7553,
2008-03,23635,
2008-04,29639,
2008-05,-7521,
2008-06,-27218,
2008-07,4949,
2008-08,1295,
2008-09,24183,
2008-10,-8208,
2008-11,-59434,
2008-12,-17140,
2009-01,-31418,
2009-02,-14005,
2009-03,780,
2009-04,7119,
2009-05,19634,
2009-06,-15348,
2009-07,3747,
2009-08,-18519,
2009-09,20282,
2009-10,11225,
2009-11,1940,
2009-12,2442,
2010-01,16479,
2010-02,-30810,
2010-03,-3222,
2010-04,4579,
2010-05,-65291,
2010-06,6514,
2010-07,-23002,
2010-08,-14624,
2010-09,-11322,
2010-10,110577,
2010-11,-18892,
2010-12,-29328,
2011-01,32475,
2011-02,-17740,
2011-03,16362,
2011-04,26778,
2011-05,-38800,
2011-06,-19141,
2011-07,391,
2011-08,-46616,
2011-09,-42113,
2011-10,-11926,
2011-11,-32667,
2011-12,31948,
2012-01,-8879,
2012-02,-67702,
2012-03,-34641,
2012-04,-15552,
2012-05,-62571,
2012-06,-36886,
2012-07,-5903,
2012-08,-15792,
2012-09,62502,
2012-10,-11204,
2012-11,12008,
2012-12,71776,
2013-01,40416,
2013-02,-12431,
2013-03,35086,
2013-04,6195,
2013-05,976,
2013-06,-4618,
2013-07,23099,
2013-08,3424,
2013-09,14194,
2013-10,6951,
2013-11,18816,
2013-12,30990,
2014-01,16154,
2014-02,5106,
2014-03,37327,
2014-04,6066,
2014-05,-24517,
2014-06,30899,
2014-07,24355,
2014-08,-38498,
2014-09,-3972,
2014-10,6503,
2014-11,842,
2014-12,12353,
2015-01,-61624,
