"",BBK01.TYI324,BBK01.TYI324_FLAGS
"",Other factors / Total / German contribution / Changes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:58,
1980-01,0,
1980-02,1481,
1980-03,-868,
1980-04,3476,
1980-05,-706,
1980-06,278,
1980-07,2403,
1980-08,301,
1980-09,2226,
1980-10,7254,
1980-11,-4839,
1980-12,-5994,
1981-01,4992,
1981-02,-789,
1981-03,-1461,
1981-04,4988,
1981-05,-4304,
1981-06,4685,
1981-07,5892,
1981-08,-4686,
1981-09,2938,
1981-10,6826,
1981-11,-4909,
1981-12,-2713,
1982-01,-2655,
1982-02,-988,
1982-03,2426,
1982-04,476,
1982-05,-5083,
1982-06,6426,
1982-07,7072,
1982-08,-6360,
1982-09,5511,
1982-10,5603,
1982-11,-4568,
1982-12,-6418,
1983-01,-1590,
1983-02,-1698,
1983-03,9537,
1983-04,-6374,
1983-05,-5174,
1983-06,5621,
1983-07,-1182,
1983-08,379,
1983-09,9453,
1983-10,-1302,
1983-11,-5266,
1983-12,-2563,
1984-01,-6690,
1984-02,-1978,
1984-03,9272,
1984-04,-3042,
1984-05,-6159,
1984-06,8477,
1984-07,-2930,
1984-08,5091,
1984-09,-75,
1984-10,4858,
1984-11,1151,
1984-12,-9928,
1985-01,-1591,
1985-02,-492,
1985-03,3479,
1985-04,4581,
1985-05,-3234,
1985-06,-1122,
1985-07,-411,
1985-08,3579,
1985-09,82,
1985-10,5618,
1985-11,160,
1985-12,-10738,
1986-01,600,
1986-02,-168,
1986-03,-3526,
1986-04,1670,
1986-05,-467,
1986-06,-1940,
1986-07,834,
1986-08,-1732,
1986-09,4271,
1986-10,7168,
1986-11,-9948,
1986-12,-7806,
1987-01,5333,
1987-02,-3623,
1987-03,-3743,
1987-04,4748,
1987-05,-7036,
1987-06,3013,
1987-07,7721,
1987-08,-7526,
1987-09,5783,
1987-10,9181,
1987-11,-9715,
1987-12,-9700,
1988-01,-1102,
1988-02,-3269,
1988-03,11496,
1988-04,-774,
1988-05,-8875,
1988-06,8598,
1988-07,1072,
1988-08,-2775,
1988-09,10871,
1988-10,564,
1988-11,-6786,
1988-12,-4494,
1989-01,52,
1989-02,-2990,
1989-03,10349,
1989-04,-3128,
1989-05,-8553,
1989-06,11045,
1989-07,-8037,
1989-08,1124,
1989-09,12339,
1989-10,-3283,
1989-11,-4228,
1989-12,-12867,
1990-01,2571,
1990-02,201,
1990-03,13542,
1990-04,-7444,
1990-05,-7729,
1990-06,11699,
1990-07,-1836,
1990-08,4410,
1990-09,2142,
1990-10,3537,
1990-11,1876,
1990-12,-13662,
1991-01,-3510,
1991-02,88,
1991-03,16769,
1991-04,-128,
1991-05,-1179,
1991-06,2114,
1991-07,4644,
1991-08,8194,
1991-09,-1045,
1991-10,10966,
1991-11,-2763,
1991-12,-21194,
1992-01,16154,
1992-02,-4935,
1992-03,3568,
1992-04,-216,
1992-05,-2195,
1992-06,8881,
1992-07,1026,
1992-08,-3100,
1992-09,15177,
1992-10,2422,
1992-11,-3032,
1992-12,45,
1993-01,5463,
1993-02,-4985,
1993-03,3927,
1993-04,-1415,
1993-05,-3414,
1993-06,9832,
1993-07,4113,
1993-08,1201,
1993-09,7527,
1993-10,-800,
1993-11,-7450,
1993-12,601,
1994-01,-1194,
1994-02,-3912,
1994-03,9896,
1994-04,-5434,
1994-05,-4094,
1994-06,14537,
1994-07,-821,
1994-08,-137,
1994-09,12349,
1994-10,5220,
1994-11,6167,
1994-12,-11235,
1995-01,-700,
1995-02,1704,
1995-03,9802,
1995-04,757,
1995-05,-5535,
1995-06,3962,
1995-07,5852,
1995-08,-2719,
1995-09,9049,
1995-10,6418,
1995-11,-3647,
1995-12,-25879,
1996-01,5248,
1996-02,-5852,
1996-03,17746,
1996-04,3413,
1996-05,-5695,
1996-06,5386,
1996-07,968,
