"",BBK01.CEFC02,BBK01.CEFC02_FLAGS
"",Financial derivatives and employee stock options  debtor: Total                          creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:05,
1999-01,419.0,
1999-04,465.6,
1999-07,464.0,
1999-10,462.5,
2000-01,464.0,
2000-04,465.6,
2000-07,520.9,
2000-10,576.2,
2001-01,613.1,
2001-04,649.9,
2001-07,717.5,
2001-10,785.1,
2002-01,821.2,
2002-04,849.5,
2002-07,940.4,
2002-10,971.4,
2003-01,1042.3,
2003-04,1084.3,
2003-07,1031.3,
2003-10,981.2,
2004-01,1128.2,
2004-04,1051.3,
2004-07,1044.1,
2004-10,1054.4,
2005-01,1114.6,
2005-04,1139.1,
2005-07,1184.7,
2005-10,1185.9,
2006-01,1238.3,
2006-04,1257.3,
2006-07,1235.1,
2006-10,1223.4,
2007-01,1330.8,
2007-04,1433.4,
2007-07,1465.1,
2007-10,1529.9,
2008-01,1705.0,
2008-04,1610.6,
2008-07,1797.6,
2008-10,1923.3,
2009-01,2034.8,
2009-04,1319.9,
2009-07,1254.7,
2009-10,1154.5,
2010-01,1247.7,
2010-04,1531.8,
2010-07,1409.9,
2010-10,1024.4,
2011-01,823.9,
2011-04,787.5,
2011-07,1227.7,
2011-10,1193.7,
2012-01,1102.6,
2012-04,1213.2,
2012-07,1210.7,
2012-10,1148.0,
2013-01,1034.2,
2013-04,873.4,
2013-07,816.2,
2013-10,740.4,
2014-01,728.9,
2014-04,767.6,
2014-07,856.3,
