"",BBK01.OEAA22V,BBK01.OEAA22V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:21:10,
2002-01,1.964,
2002-04,1.923,
2002-07,1.921,
2002-10,1.947,
2003-01,1.857,
2003-04,1.789,
2003-07,1.750,
2003-10,1.839,
2004-01,1.842,
2004-04,1.961,
2004-07,2.029,
2004-10,1.882,
2005-01,1.877,
2005-04,1.786,
2005-07,1.569,
2005-10,1.506,
2006-01,1.455,
2006-04,1.469,
2006-07,1.535,
2006-10,1.692,
2007-01,1.597,
2007-04,1.562,
2007-07,1.502,
2007-10,1.561,
2008-01,1.480,
2008-04,1.165,
2008-07,1.234,
2008-10,1.139,
2009-01,1.156,
2009-04,1.367,
2009-07,1.356,
2009-10,1.519,
2010-01,1.328,
2010-04,1.399,
2010-07,1.336,
2010-10,1.318,
2011-01,1.329,
2011-04,1.451,
2011-07,1.654,
2011-10,1.728,
2012-01,1.750,
2012-04,1.738,
2012-07,1.799,
2012-10,1.773,
2013-01,1.746,
2013-04,1.745,
2013-07,1.671,
2013-10,1.765,
2014-01,1.794,
2014-04,1.774,
2014-07,1.740,
