"",BBK01.QUX406,BBK01.QUX406_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Liberia / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:36,
2002-03,7.698,
2002-04,7.293,
2002-05,7.048,
2002-06,6.582,
2002-07,6.787,
2002-08,6.938,
2002-09,6.805,
2002-10,6.577,
2002-11,5.363,
2002-12,5.125,
2003-01,4.946,
2003-02,5.021,
2003-03,4.809,
2003-04,4.788,
2003-05,4.599,
2003-06,4.795,
2003-07,4.899,
2003-08,5.059,
2003-09,4.793,
2003-10,5.202,
2003-11,5.053,
2003-12,4.789,
2004-01,5.182,
2004-02,5.073,
2004-03,5.089,
2004-04,5.175,
2004-05,5.107,
2004-06,5.207,
2004-07,5.231,
2004-08,5.204,
2004-09,4.933,
2004-10,4.781,
2004-11,4.609,
2004-12,4.509,
2005-01,4.664,
2005-02,4.422,
2005-03,4.496,
2005-04,4.509,
2005-05,4.530,
2005-06,4.480,
2005-07,4.346,
2005-08,4.190,
2005-09,4.448,
2005-10,4.478,
2005-11,4.770,
2005-12,4.608,
2006-01,4.408,
2006-02,4.480,
2006-03,4.556,
2006-04,4.301,
2006-05,4.207,
2006-06,4.296,
2006-07,4.277,
2006-08,4.278,
2006-09,4.213,
2006-10,4.186,
2006-11,4.179,
2006-12,4.168,
2007-01,4.227,
2007-02,4.185,
2007-03,4.062,
2007-04,4.346,
2007-05,4.474,
2007-06,4.592,
2007-07,4.424,
2007-08,4.604,
2007-09,4.468,
2007-10,4.353,
2007-11,4.254,
2007-12,4.251,
2008-01,4.122,
2008-02,4.018,
2008-03,3.915,
2008-04,4.172,
2008-05,4.334,
2008-06,4.266,
2008-07,4.110,
2008-08,4.157,
2008-09,4.269,
2008-10,5.046,
2008-11,4.992,
2008-12,4.645,
2009-01,5.028,
2009-02,5.092,
2009-03,4.877,
2009-04,4.827,
2009-05,4.750,
2009-06,4.603,
2009-07,5.016,
2009-08,5.000,
2009-09,4.880,
2009-10,4.703,
2009-11,4.610,
2009-12,4.828,
2010-01,4.928,
2010-02,5.054,
2010-03,5.030,
2010-04,5.545,
2010-05,6.009,
2010-06,5.882,
2010-07,5.539,
2010-08,5.663,
2010-09,5.186,
2010-10,5.116,
2010-11,5.294,
2010-12,5.131,
2011-01,4.985,
2011-02,4.934,
2011-03,4.743,
2011-04,4.592,
2011-05,4.742,
2011-06,4.725,
2011-07,5.174,
2011-08,5.151,
2011-09,5.416,
2011-10,5.094,
2011-11,5.374,
2011-12,5.596,
2012-01,5.420,
2012-02,5.300,
2012-03,5.341,
2012-04,5.241,
2012-05,5.525,
2012-06,5.396,
2012-07,5.482,
2012-08,5.308,
2012-09,5.179,
2012-10,5.663,
2012-11,5.719,
2012-12,5.725,
2013-01,5.516,
2013-02,5.705,
2013-03,5.867,
2013-04,5.616,
2013-05,5.440,
2013-06,5.388,
2013-07,5.300,
2013-08,5.465,
2013-09,5.365,
2013-10,5.239,
2013-11,5.186,
2013-12,5.098,
2014-01,5.100,
2014-02,4.937,
2014-03,4.952,
2014-04,4.956,
2014-05,5.030,
2014-06,4.991,
2014-07,5.023,
2014-08,5.148,
2014-09,5.405,
2014-10,5.646,
