"",BBK01.OEAE06G,BBK01.OEAE06G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:02:50,
2002-01,13.098,
2002-04,13.641,
2002-07,13.244,
2002-10,13.112,
2003-01,12.611,
2003-04,12.655,
2003-07,12.641,
2003-10,12.659,
2004-01,12.321,
2004-04,12.292,
2004-07,12.453,
2004-10,12.199,
2005-01,12.226,
2005-04,12.764,
2005-07,12.332,
2005-10,12.413,
2006-01,12.488,
2006-04,12.959,
2006-07,12.688,
2006-10,12.376,
2007-01,12.437,
2007-04,12.614,
2007-07,12.885,
2007-10,13.105,
2008-01,13.305,
2008-04,13.122,
2008-07,13.398,
2008-10,14.035,
2009-01,13.922,
2009-04,13.964,
2009-07,13.835,
2009-10,13.341,
2010-01,13.094,
2010-04,13.320,
2010-07,13.141,
2010-10,12.710,
2011-01,12.895,
2011-04,12.925,
2011-07,12.876,
2011-10,12.955,
2012-01,13.142,
2012-04,13.617,
2012-07,13.579,
2012-10,13.463,
2013-01,13.506,
2013-04,13.776,
2013-07,13.646,
2013-10,13.502,
2014-01,13.203,
2014-04,13.493,
2014-07,13.391,
