"",BBK01.QUK848,BBK01.QUK848_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Latvia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:59,
2002-03,0.255,
2002-04,0.258,
2002-05,0.264,
2002-06,0.252,
2002-07,0.269,
2002-08,0.273,
2002-09,0.278,
2002-10,0.284,
2002-11,0.330,
2002-12,0.331,
2003-01,0.331,
2003-02,0.343,
2003-03,0.350,
2003-04,0.348,
2003-05,0.347,
2003-06,0.374,
2003-07,0.386,
2003-08,0.412,
2003-09,0.408,
2003-10,0.427,
2003-11,0.439,
2003-12,0.447,
2004-01,0.458,
2004-02,0.484,
2004-03,0.503,
2004-04,0.531,
2004-05,0.556,
2004-06,0.585,
2004-07,0.602,
2004-08,0.634,
2004-09,0.647,
2004-10,0.672,
2004-11,0.685,
2004-12,0.688,
2005-01,0.756,
2005-02,0.769,
2005-03,0.787,
2005-04,0.824,
2005-05,0.895,
2005-06,0.942,
2005-07,0.977,
2005-08,1.010,
2005-09,1.067,
2005-10,1.122,
2005-11,1.171,
2005-12,0.060,
2006-01,0.058,
2006-02,0.058,
2006-03,0.050,
2006-04,0.047,
2006-05,0.045,
2006-06,0.039,
2006-07,0.044,
2006-08,0.044,
2006-09,0.061,
2006-10,0.060,
2006-11,0.059,
2006-12,0.055,
2007-01,0.128,
2007-02,0.130,
2007-03,0.130,
2007-04,0.126,
2007-05,0.130,
2007-06,0.129,
2007-07,0.451,
2007-08,0.455,
2007-09,0.530,
2007-10,0.520,
2007-11,0.523,
2007-12,0.525,
2008-01,0.525,
2008-02,0.524,
2008-03,0.538,
2008-04,0.539,
2008-05,0.835,
2008-06,0.838,
2008-07,0.838,
2008-08,0.855,
2008-09,0.858,
2008-10,0.801,
2008-11,0.792,
2008-12,0.726,
2009-01,0.732,
2009-02,0.737,
2009-03,0.733,
2009-04,0.735,
2009-05,0.734,
2009-06,0.732,
2009-07,0.716,
2009-08,0.720,
2009-09,0.690,
2009-10,0.691,
2009-11,0.691,
2009-12,0.588,
2010-01,0.589,
2010-02,0.591,
2010-03,0.590,
2010-04,0.593,
2010-05,0.448,
2010-06,0.473,
2010-07,0.471,
2010-08,0.445,
2010-09,0.443,
2010-10,0.442,
2010-11,0.446,
2010-12,0.443,
2011-01,0.441,
2011-02,0.266,
2011-03,0.266,
2011-04,0.265,
2011-05,0.266,
2011-06,0.267,
2011-07,0.265,
2011-08,0.267,
2011-09,0.268,
2011-10,0.267,
2011-11,0.268,
2011-12,0.249,
2012-01,0.249,
2012-02,0.248,
2012-03,0.247,
2012-04,0.246,
2012-05,0.250,
2012-06,0.247,
2012-07,0.248,
2012-08,0.248,
2012-09,0.246,
2012-10,0.237,
2012-11,0.238,
2012-12,0.237,
2013-01,0.235,
2013-02,0.056,
2013-03,0.056,
2013-04,0.054,
2013-05,0.059,
2013-06,0.056,
2013-07,0.054,
2013-08,0.054,
2013-09,0.052,
2013-10,0.051,
2013-11,0.073,
2013-12,0.071,
2014-01,0.072,
2014-02,0.072,
2014-03,0.069,
2014-04,0.071,
2014-05,0.071,
2014-06,0.065,
2014-07,0.081,
2014-08,0.086,
2014-09,0.070,
2014-10,0.082,
