"",BBK01.WZ3447,BBK01.WZ3447_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 19.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:23,
1986-06,6.31,
1986-07,6.31,
1986-08,6.13,
1986-09,6.57,
1986-10,6.86,
1986-11,6.41,
1986-12,6.45,
1987-01,6.51,
1987-02,6.75,
1987-03,6.31,
1987-04,6.37,
1987-05,6.48,
1987-06,7.00,
1987-07,7.26,
1987-08,7.35,
1987-09,7.72,
1987-10,7.20,
1987-11,7.35,
1987-12,7.47,
1988-01,7.75,
1988-02,7.38,
1988-03,7.46,
1988-04,7.60,
1988-05,7.83,
1988-06,7.72,
1988-07,7.70,
1988-08,7.61,
1988-09,7.42,
1988-10,7.20,
1988-11,7.28,
1988-12,7.16,
1989-01,7.12,
1989-02,7.20,
1989-03,7.22,
1989-04,7.08,
1989-05,7.12,
1989-06,6.91,
1989-07,6.84,
1989-08,6.97,
1989-09,7.09,
1989-10,7.12,
1989-11,7.12,
1989-12,7.16,
1990-01,7.46,
1990-02,8.03,
1990-03,8.10,
1990-04,8.68,
1990-05,8.49,
1990-06,8.37,
1990-07,8.26,
1990-08,8.59,
1990-09,8.68,
1990-10,8.59,
1990-11,8.34,
1990-12,9.10,
1991-01,8.07,
1991-02,7.91,
1991-03,7.96,
1991-04,7.88,
1991-05,7.85,
1991-06,8.06,
1991-07,8.22,
1991-08,7.95,
1991-09,7.90,
1991-10,7.76,
1991-11,7.57,
1991-12,7.46,
1992-01,7.33,
1992-02,7.44,
1992-03,7.40,
1992-04,7.64,
1992-05,7.62,
1992-06,7.72,
1992-07,7.67,
1992-08,7.37,
1992-09,7.03,
1992-10,7.23,
1992-11,7.15,
1992-12,7.14,
1993-01,7.08,
1993-02,6.98,
1993-03,7.09,
1993-04,7.07,
1993-05,7.14,
1993-06,6.97,
1993-07,6.83,
1993-08,6.49,
1993-09,6.59,
1993-10,6.42,
1993-11,6.47,
1993-12,6.36,
1994-01,6.40,
1994-02,6.93,
1994-03,7.13,
1994-04,7.38,
1994-05,7.72,
1994-06,7.56,
1994-07,7.57,
1994-08,7.86,
1994-09,8.07,
1994-10,8.04,
1994-11,7.83,
1994-12,7.97,
1995-01,7.80,
1995-02,7.73,
1995-03,7.94,
1995-04,7.76,
1995-05,7.48,
1995-06,7.74,
1995-07,7.65,
1995-08,7.59,
1995-09,7.69,
