"",BBK01.TVD428,BBK01.TVD428_FLAGS
2001-07,-14366,
2001-08,1484,
2001-09,27353,
2001-10,-19378,
2001-11,21027,
2001-12,3188,
2002-01,-49439,
2002-02,-11460,
2002-03,16367,
2002-04,-27119,
2002-05,22325,
2002-06,23791,
2002-07,-26023,
2002-08,16370,
2002-09,6414,
2002-10,5219,
2002-11,37382,
2002-12,23227,
2003-01,-22100,
2003-02,11340,
2003-03,-5928,
2003-04,-16513,
2003-05,52043,
2003-06,-1701,
2003-07,-45655,
2003-08,-10513,
2003-09,-8383,
2003-10,-7479,
2003-11,35779,
2003-12,15876,
2004-01,-17254,
2004-02,3253,
2004-03,-12610,
2004-04,23155,
2004-05,24138,
2004-06,5494,
2004-07,17776,
2004-08,-14958,
2004-09,-16749,
2004-10,35389,
2004-11,8855,
2004-12,-13700,
2005-01,-12893,
2005-02,24346,
2005-03,-28160,
2005-04,72982,
2005-05,-26129,
2005-06,-2190,
2005-07,10247,
2005-08,-20958,
2005-09,179,
2005-10,-14174,
2005-11,-4093,
2005-12,27824,
2006-01,2888,
2006-02,-4236,
2006-03,1135,
2006-04,37666,
2006-05,-902,
2006-06,-4720,
2006-07,291,
2006-08,-22472,
2006-09,20127,
2006-10,5652,
2006-11,17899,
2006-12,28215,
2007-01,-14302,
2007-02,4884,
2007-03,29305,
2007-04,3225,
2007-05,-14316,
2007-06,2676,
2007-07,-5796,
2007-08,8134,
2007-09,21899,
2007-10,-3077,
2007-11,16492,
2007-12,85665,
2008-01,-101187,
2008-02,2481,
2008-03,38376,
2008-04,7845,
2008-05,4034,
2008-06,5905,
2008-07,2978,
2008-08,11289,
2008-09,80456,
2008-10,103964,
2008-11,-30028,
2008-12,-4447,
2009-01,-57407,
2009-02,-24490,
2009-03,-49079,
2009-04,1701,
2009-05,-5928,
2009-06,23653,
2009-07,-51082,
2009-08,-2644,
2009-09,-32978,
2009-10,-7336,
2009-11,2782,
2009-12,-21825,
2010-01,-7966,
2010-02,11969,
2010-03,-17763,
2010-04,12853,
2010-05,11987,
2010-06,8688,
2010-07,-115969,
2010-08,7600,
2010-09,-31771,
2010-10,30374,
2010-11,-4801,
2010-12,-4627,
2011-01,-17906,
2011-02,-13116,
2011-03,-15176,
2011-04,-6853,
2011-05,-21160,
2011-06,-5273,
2011-07,-4975,
2011-08,12613,
2011-09,10638,
2011-10,-11992,
2011-11,13090,
2011-12,31357,
2012-01,11452,
2012-02,12186,
2012-03,-619,
2012-04,-7620,
2012-05,-5426,
2012-06,-11200,
2012-07,-17941,
2012-08,-4420,
2012-09,-9109,
2012-10,-17237,
2012-11,-744,
2012-12,-19352,
2013-01,-7441,
2013-02,-24566,
2013-03,-10279,
2013-04,-3235,
2013-05,-18112,
2013-06,-11601,
2013-07,-9627,
2013-08,18515,
2013-09,-1103,
2013-10,-5450,
2013-11,20301,
2013-12,-21310,
2014-01,-2519,
2014-02,10954,
2014-03,-16593,
2014-04,21252,
2014-05,10014,
2014-06,-20520,
2014-07,-9239,
2014-08,-10412,
2014-09,-8437,
2014-10,5630,
2014-11,-6965,
2014-12,-3236,
2015-01,24510,
