"",BBK01.QUW659,BBK01.QUW659_FLAGS
"","Foreign branches: Liabilities to non-residents, total / South Africa / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:49:17,
2001-12,0.058,
2002-01,0.060,
2002-02,0.055,
2002-03,0.053,
2002-04,0.052,
2002-05,0.055,
2002-06,0.069,
2002-07,0.076,
2002-08,0.171,
2002-09,0.122,
2002-10,0.254,
2002-11,0.255,
2002-12,0.256,
2003-01,0.028,
2003-02,0.036,
2003-03,0.035,
2003-04,0.033,
2003-05,0.032,
2003-06,0.032,
2003-07,0.038,
2003-08,0.078,
2003-09,0.040,
2003-10,0.027,
2003-11,0.026,
2003-12,0.069,
2004-01,0.051,
2004-02,0.078,
2004-03,0.082,
2004-04,0.128,
2004-05,0.066,
2004-06,0.070,
2004-07,0.116,
2004-08,0.066,
2004-09,0.065,
2004-10,0.066,
2004-11,0.068,
2004-12,0.069,
2005-01,0.067,
2005-02,0.069,
2005-03,0.063,
2005-04,0.063,
2005-05,0.134,
2005-06,0.001,
2005-07,0.003,
2005-08,0.002,
2005-09,0.003,
2005-10,0.002,
2005-11,0.001,
2005-12,0.022,
2006-01,0.025,
2006-02,0.093,
2006-03,0.017,
2006-04,0.024,
2006-05,0.018,
2006-06,0.222,
2006-07,0.059,
2006-08,0.015,
2006-09,0.017,
2006-10,0.168,
2006-11,0.172,
2006-12,0.159,
2007-01,0.229,
2007-02,0.029,
2007-03,0.032,
2007-04,0.009,
2007-05,0.037,
2007-06,0.018,
2007-07,0.042,
2007-08,0.104,
2007-09,0.073,
2007-10,0.019,
2007-11,0.087,
2007-12,0.131,
2008-01,0.013,
2008-02,0.014,
2008-03,0.005,
2008-04,0.156,
2008-05,0.137,
2008-06,0.138,
2008-07,0.131,
2008-08,0.257,
2008-09,0.085,
2008-10,0.059,
2008-11,0.057,
2008-12,0.034,
2009-01,0.239,
2009-02,0.211,
2009-03,0.010,
2009-04,0.174,
2009-05,0.202,
2009-06,0.009,
2009-07,0.031,
2009-08,0.021,
2009-09,0.015,
2009-10,0.025,
2009-11,0.054,
2009-12,0.045,
2010-01,0.054,
2010-02,0.095,
2010-03,0.132,
2010-04,0.056,
2010-05,0.040,
2010-06,0.016,
2010-07,0.112,
2010-08,0.102,
2010-09,0.015,
2010-10,0.063,
2010-11,0.138,
2010-12,0.053,
2011-01,0.213,
2011-02,0.137,
2011-03,0.079,
2011-04,0.063,
2011-05,0.058,
2011-06,0.065,
2011-07,0.035,
2011-08,0.050,
2011-09,0.106,
2011-10,0.069,
2011-11,0.111,
2011-12,0.223,
2012-01,0.028,
2012-02,0.063,
2012-03,0.014,
2012-04,0.044,
2012-05,0.014,
2012-06,0.012,
2012-07,0.005,
2012-08,0.165,
2012-09,0.165,
2012-10,0.181,
2012-11,0.197,
2012-12,0.188,
2013-01,0.201,
2013-02,0.187,
2013-03,0.197,
2013-04,0.204,
2013-05,0.217,
2013-06,0.194,
2013-07,0.203,
2013-08,0.233,
2013-09,0.200,
2013-10,0.202,
2013-11,0.203,
2013-12,0.272,
2014-01,0.217,
2014-02,0.205,
2014-03,0.229,
2014-04,0.178,
2014-05,0.175,
2014-06,0.174,
2014-07,0.172,
2014-08,0.172,
2014-09,0.220,
2014-10,0.162,
2014-11,0.202,
