"",BBK01.OEAH29L,BBK01.OEAH29L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:14,
2002-01,144.511,
2002-04,151.349,
2002-07,155.843,
2002-10,155.366,
2003-01,155.514,
2003-04,162.124,
2003-07,169.755,
2003-10,164.111,
2004-01,166.008,
2004-04,169.780,
2004-07,169.873,
2004-10,165.978,
2005-01,176.010,
2005-04,181.612,
2005-07,187.036,
2005-10,175.325,
2006-01,194.881,
2006-04,196.276,
2006-07,196.246,
2006-10,186.826,
2007-01,188.982,
2007-04,192.791,
2007-07,202.922,
2007-10,202.465,
2008-01,213.592,
2008-04,210.412,
2008-07,213.724,
2008-10,228.939,
2009-01,228.221,
2009-04,229.490,
2009-07,208.513,
2009-10,198.897,
2010-01,197.921,
2010-04,202.984,
2010-07,202.803,
2010-10,226.938,
2011-01,226.145,
2011-04,239.012,
2011-07,237.375,
2011-10,231.952,
2012-01,225.743,
2012-04,218.123,
2012-07,211.265,
2012-10,211.169,
2013-01,219.179,
2013-04,231.818,
2013-07,196.669,
2013-10,194.409,
2014-01,193.892,
2014-04,193.589,
2014-07,201.497,
