"",BBK01.OEAA55N,BBK01.OEAA55N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:24,
2002-01,14.129,
2002-04,14.537,
2002-07,15.004,
2002-10,16.090,
2003-01,13.970,
2003-04,15.397,
2003-07,15.641,
2003-10,14.291,
2004-01,13.274,
2004-04,13.733,
2004-07,12.809,
2004-10,8.734,
2005-01,12.196,
2005-04,12.580,
2005-07,14.243,
2005-10,15.063,
2006-01,15.259,
2006-04,16.569,
2006-07,17.766,
2006-10,15.765,
2007-01,15.990,
2007-04,16.466,
2007-07,17.707,
2007-10,17.274,
2008-01,18.547,
2008-04,19.081,
2008-07,18.454,
2008-10,19.322,
2009-01,18.499,
2009-04,18.142,
2009-07,18.303,
2009-10,18.018,
2010-01,18.129,
2010-04,14.804,
2010-07,14.646,
2010-10,14.756,
2011-01,14.300,
2011-04,14.064,
2011-07,14.061,
2011-10,14.115,
2012-01,13.329,
2012-04,13.411,
2012-07,13.251,
2012-10,11.726,
2013-01,11.001,
2013-04,11.010,
2013-07,10.991,
2013-10,10.614,
2014-01,10.398,
2014-04,10.027,
2014-07,9.936,
