"",BBK01.TU2014,BBK01.TU2014_FLAGS
"","Foreign branches: Lending to non-banks (non-MFIs) / Money market paper, securities",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:13,
1973-06,0.185,
1973-07,0.241,
1973-08,0.268,
1973-09,0.242,
1973-10,0.190,
1973-11,0.188,
1973-12,0.183,
1974-01,0.214,
1974-02,0.175,
1974-03,0.266,
1974-04,0.307,
1974-05,0.321,
1974-06,0.375,
1974-07,0.381,
1974-08,0.417,
1974-09,0.329,
1974-10,0.288,
1974-11,0.321,
1974-12,0.221,
1975-01,0.198,
1975-02,0.146,
1975-03,0.143,
1975-04,0.145,
1975-05,0.092,
1975-06,0.101,
1975-07,0.101,
1975-08,0.112,
1975-09,0.111,
1975-10,0.120,
1975-11,0.127,
1975-12,0.104,
1976-01,0.096,
1976-02,0.108,
1976-03,0.173,
1976-04,0.134,
1976-05,0.211,
1976-06,0.265,
1976-07,0.239,
1976-08,0.171,
1976-09,0.204,
1976-10,0.181,
1976-11,0.220,
1976-12,0.207,
1977-01,0.311,
1977-02,0.370,
1977-03,0.380,
1977-04,0.314,
1977-05,0.331,
1977-06,0.327,
1977-07,0.373,
1977-08,0.419,
1977-09,0.419,
1977-10,0.422,
1977-11,0.429,
1977-12,0.510,
1978-01,0.486,
1978-02,0.506,
1978-03,0.491,
1978-04,0.536,
1978-05,0.571,
1978-06,0.633,
1978-07,0.605,
1978-08,0.695,
1978-09,0.667,
1978-10,0.627,
1978-11,0.686,
1978-12,0.411,
1979-01,0.408,
1979-02,0.453,
1979-03,0.581,
1979-04,0.507,
1979-05,0.470,
1979-06,0.504,
1979-07,0.540,
1979-08,0.571,
1979-09,0.572,
1979-10,0.552,
1979-11,0.553,
1979-12,0.489,
1980-01,0.560,
1980-02,0.587,
1980-03,0.613,
1980-04,0.641,
1980-05,0.697,
1980-06,0.696,
1980-07,0.754,
1980-08,0.785,
1980-09,0.924,
1980-10,1.010,
1980-11,0.983,
1980-12,0.965,
1981-01,0.842,
1981-02,1.009,
1981-03,1.032,
1981-04,1.151,
1981-05,1.164,
1981-06,1.310,
1981-07,1.260,
1981-08,1.277,
1981-09,1.180,
1981-10,1.217,
1981-11,1.198,
1981-12,1.248,
1982-01,1.294,
1982-02,1.394,
1982-03,1.502,
1982-04,1.542,
1982-05,1.611,
1982-06,1.611,
1982-07,1.562,
1982-08,1.603,
1982-09,1.803,
1982-10,2.013,
1982-11,1.865,
1982-12,1.989,
1983-01,2.010,
1983-02,2.018,
1983-03,2.188,
1983-04,2.079,
1983-05,2.316,
1983-06,2.407,
1983-07,2.588,
1983-08,2.563,
1983-09,2.451,
1983-10,2.784,
1983-11,2.937,
1983-12,2.903,
1984-01,2.808,
