"",BBK01.QUX105,BBK01.QUX105_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to foreign banks / Turkey / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:08,
2001-12,0.367,
2002-01,0.426,
2002-02,0.409,
2002-03,0.416,
2002-04,0.351,
2002-05,0.352,
2002-06,0.326,
2002-07,0.296,
2002-08,0.246,
2002-09,0.190,
2002-10,0.248,
2002-11,0.274,
2002-12,0.285,
2003-01,0.287,
2003-02,0.301,
2003-03,0.306,
2003-04,0.311,
2003-05,0.239,
2003-06,0.269,
2003-07,0.224,
2003-08,0.236,
2003-09,0.214,
2003-10,0.183,
2003-11,0.122,
2003-12,0.198,
2004-01,0.208,
2004-02,0.212,
2004-03,0.234,
2004-04,0.229,
2004-05,0.233,
2004-06,0.295,
2004-07,0.307,
2004-08,0.332,
2004-09,0.326,
2004-10,0.305,
2004-11,0.290,
2004-12,0.288,
2005-01,0.289,
2005-02,0.277,
2005-03,0.250,
2005-04,0.244,
2005-05,0.248,
2005-06,0.241,
2005-07,0.281,
2005-08,0.283,
2005-09,0.268,
2005-10,0.247,
2005-11,0.286,
2005-12,0.298,
2006-01,0.260,
2006-02,0.225,
2006-03,0.227,
2006-04,0.206,
2006-05,0.208,
2006-06,0.204,
2006-07,0.193,
2006-08,0.170,
2006-09,0.203,
2006-10,0.190,
2006-11,0.166,
2006-12,0.145,
2007-01,0.067,
2007-02,0.054,
2007-03,0.053,
2007-04,0.077,
2007-05,0.063,
2007-06,0.058,
2007-07,0.049,
2007-08,.,No value available
2007-09,.,No value available
2007-10,.,No value available
2007-11,0.122,
2007-12,0.102,
2008-01,0.111,
2008-02,0.157,
2008-03,0.216,
2008-04,0.197,
2008-05,0.258,
2008-06,0.207,
2008-07,0.368,
2008-08,0.332,
2008-09,0.288,
2008-10,0.345,
2008-11,0.208,
2008-12,0.174,
2009-01,0.194,
2009-02,0.206,
2009-03,0.132,
2009-04,0.187,
2009-05,0.240,
2009-06,0.127,
2009-07,0.171,
2009-08,0.247,
2009-09,0.377,
2009-10,0.166,
2009-11,0.228,
2009-12,0.408,
2010-01,0.370,
2010-02,0.239,
2010-03,0.471,
2010-04,0.353,
2010-05,0.330,
2010-06,0.852,
2010-07,0.296,
2010-08,0.172,
2010-09,0.488,
2010-10,0.691,
2010-11,0.546,
2010-12,1.240,
2011-01,0.617,
2011-02,0.668,
2011-03,0.705,
2011-04,0.994,
2011-05,0.920,
2011-06,0.769,
2011-07,0.390,
2011-08,0.335,
2011-09,0.448,
2011-10,0.497,
2011-11,0.458,
2011-12,0.537,
2012-01,0.499,
2012-02,0.464,
2012-03,0.556,
2012-04,0.507,
2012-05,0.614,
2012-06,0.547,
2012-07,0.527,
2012-08,0.580,
2012-09,0.476,
2012-10,0.508,
2012-11,0.445,
2012-12,0.367,
2013-01,0.454,
2013-02,0.396,
2013-03,0.903,
2013-04,0.892,
2013-05,0.367,
2013-06,0.457,
2013-07,0.516,
2013-08,0.603,
2013-09,0.376,
2013-10,0.329,
2013-11,0.286,
2013-12,0.375,
2014-01,0.343,
2014-02,0.372,
2014-03,0.443,
2014-04,0.435,
2014-05,0.655,
2014-06,0.826,
2014-07,0.888,
2014-08,0.874,
2014-09,1.003,
2014-10,0.976,
2014-11,1.202,
