"",BBK01.CEB003,BBK01.CEB003_FLAGS
"",Financial assets debtor: All sectors                    creditor: Monetary financial institutions,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:12,
1991-01,2939.2,
1991-04,2987.3,
1991-07,3018.3,
1991-10,3128.4,
1992-01,3154.9,
1992-04,3190.3,
1992-07,3239.1,
1992-10,3351.3,
1993-01,3415.0,
1993-04,3484.1,
1993-07,3559.6,
1993-10,3772.4,
1994-01,3721.6,
1994-04,3729.8,
1994-07,3745.0,
1994-10,3903.1,
1995-01,3873.8,
1995-04,3950.0,
1995-07,4044.4,
1995-10,4255.1,
1996-01,4317.3,
1996-04,4385.3,
1996-07,4471.0,
1996-10,4681.6,
1997-01,4794.6,
1997-04,4926.5,
1997-07,5004.0,
1997-10,5154.1,
1998-01,5301.7,
1998-04,5471.8,
1998-07,5499.9,
1998-10,5724.3,
1999-01,5804.2,
1999-04,5894.5,
1999-07,5964.2,
1999-10,6252.6,
2000-01,6343.4,
2000-04,6401.8,
2000-07,6451.5,
2000-10,6539.1,
2001-01,6692.8,
2001-04,6684.9,
2001-07,6681.6,
2001-10,6750.9,
2002-01,6710.7,
2002-04,6689.5,
2002-07,6722.8,
2002-10,6792.7,
2003-01,6839.1,
2003-04,6927.3,
2003-07,6820.4,
2003-10,6843.5,
2004-01,6933.9,
2004-04,6957.9,
2004-07,7039.9,
2004-10,7133.7,
2005-01,7225.5,
2005-04,7422.2,
2005-07,7475.7,
2005-10,7482.6,
2006-01,7467.8,
2006-04,7508.3,
2006-07,7567.0,
2006-10,7676.9,
2007-01,7742.2,
2007-04,7799.9,
2007-07,7953.8,
2007-10,8158.1,
2008-01,8230.5,
2008-04,8228.8,
2008-07,8509.6,
2008-10,8666.2,
2009-01,8484.5,
2009-04,8481.0,
2009-07,8278.3,
2009-10,8231.1,
2010-01,8272.4,
2010-04,8603.4,
2010-07,8279.8,
2010-10,8141.2,
2011-01,7912.5,
2011-04,7892.4,
2011-07,8277.4,
2011-10,8345.8,
2012-01,8761.5,
2012-04,8913.5,
2012-07,8800.5,
2012-10,8533.5,
2013-01,8341.7,
2013-04,8178.0,
2013-07,8122.2,
2013-10,7989.3,
2014-01,7927.5,
