"",BBK01.CEF706,BBK01.CEF706_FLAGS
"",Other accounts receivable                       debtor: Total                                                     creditor: Money-market funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:05,
1999-01,78.4,
1999-04,81.8,
1999-07,78.9,
1999-10,107.6,
2000-01,112.6,
2000-04,126.9,
2000-07,145.5,
2000-10,158.1,
2001-01,168.0,
2001-04,162.5,
2001-07,152.0,
2001-10,148.7,
2002-01,147.9,
2002-04,147.4,
2002-07,145.2,
2002-10,155.1,
2003-01,150.0,
2003-04,134.0,
2003-07,136.9,
2003-10,144.2,
2004-01,136.9,
2004-04,135.6,
2004-07,136.7,
2004-10,144.3,
2005-01,129.3,
2005-04,136.2,
2005-07,135.8,
2005-10,139.5,
2006-01,135.2,
2006-04,142.4,
2006-07,154.9,
2006-10,175.6,
2007-01,173.7,
2007-04,190.4,
2007-07,203.4,
2007-10,205.9,
2008-01,209.8,
2008-04,220.3,
2008-07,226.3,
2008-10,255.6,
2009-01,299.2,
2009-04,221.5,
2009-07,232.3,
2009-10,224.1,
2010-01,226.7,
2010-04,242.4,
2010-07,230.7,
2010-10,152.5,
2011-01,135.1,
2011-04,142.3,
2011-07,114.2,
2011-10,120.0,
2012-01,102.1,
2012-04,131.2,
2012-07,111.2,
2012-10,112.6,
2013-01,123.5,
2013-04,107.7,
2013-07,102.1,
2013-10,118.1,
2014-01,104.8,
2014-04,107.4,
2014-07,123.1,
