"",BBK01.OEAC31K,BBK01.OEAC31K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:52,
2002-01,8.670,
2002-04,8.680,
2002-07,8.823,
2002-10,9.738,
2003-01,10.278,
2003-04,10.823,
2003-07,11.632,
2003-10,11.399,
2004-01,12.092,
2004-04,13.018,
2004-07,13.354,
2004-10,11.114,
2005-01,10.947,
2005-04,10.336,
2005-07,10.878,
2005-10,10.644,
2006-01,9.939,
2006-04,9.413,
2006-07,9.370,
2006-10,9.248,
2007-01,8.075,
2007-04,8.813,
2007-07,9.454,
2007-10,9.694,
2008-01,10.388,
2008-04,11.230,
2008-07,12.500,
2008-10,12.962,
2009-01,13.488,
2009-04,14.154,
2009-07,13.584,
2009-10,12.590,
2010-01,12.668,
2010-04,12.306,
2010-07,12.442,
2010-10,12.347,
2011-01,11.707,
2011-04,11.511,
2011-07,12.899,
2011-10,12.673,
2012-01,12.133,
2012-04,11.961,
2012-07,12.352,
2012-10,11.688,
2013-01,12.044,
2013-04,12.277,
2013-07,11.779,
2013-10,11.778,
2014-01,11.930,
2014-04,12.343,
2014-07,12.589,
