"",BBK01.OEAH40M,BBK01.OEAH40M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:52,
2002-01,0.296,
2002-04,0.296,
2002-07,0.292,
2002-10,0.288,
2003-01,0.296,
2003-04,0.301,
2003-07,0.310,
2003-10,0.314,
2004-01,0.330,
2004-04,0.307,
2004-07,0.312,
2004-10,0.318,
2005-01,0.326,
2005-04,0.336,
2005-07,0.332,
2005-10,0.346,
2006-01,0.333,
2006-04,0.316,
2006-07,0.319,
2006-10,0.306,
2007-01,0.296,
2007-04,0.293,
2007-07,0.284,
2007-10,0.302,
2008-01,0.281,
2008-04,0.272,
2008-07,0.270,
2008-10,0.273,
2009-01,0.279,
2009-04,0.311,
2009-07,0.285,
2009-10,0.270,
2010-01,0.274,
2010-04,0.279,
2010-07,0.296,
2010-10,0.324,
2011-01,0.330,
2011-04,0.343,
2011-07,0.344,
2011-10,0.342,
2012-01,0.341,
2012-04,0.344,
2012-07,0.344,
2012-10,0.336,
2013-01,0.342,
2013-04,0.361,
2013-07,0.351,
2013-10,0.353,
2014-01,0.357,
2014-04,0.365,
2014-07,0.369,
