"",BBK01.OEAH16L,BBK01.OEAH16L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:09,
2002-01,74.843,
2002-04,83.820,
2002-07,87.820,
2002-10,90.826,
2003-01,99.072,
2003-04,109.242,
2003-07,109.478,
2003-10,106.159,
2004-01,119.264,
2004-04,130.018,
2004-07,130.472,
2004-10,126.663,
2005-01,139.363,
2005-04,144.768,
2005-07,146.949,
2005-10,142.157,
2006-01,152.449,
2006-04,155.579,
2006-07,148.570,
2006-10,146.225,
2007-01,148.404,
2007-04,150.131,
2007-07,154.313,
2007-10,144.897,
2008-01,152.926,
2008-04,147.711,
2008-07,145.960,
2008-10,141.533,
2009-01,152.506,
2009-04,162.816,
2009-07,159.006,
2009-10,163.754,
2010-01,168.662,
2010-04,176.927,
2010-07,174.928,
2010-10,177.733,
2011-01,191.123,
2011-04,187.371,
2011-07,192.342,
2011-10,191.703,
2012-01,199.351,
2012-04,199.463,
2012-07,208.478,
2012-10,217.510,
2013-01,229.500,
2013-04,233.997,
2013-07,238.414,
2013-10,243.236,
2014-01,244.889,
2014-04,252.415,
2014-07,261.799,
