"",BBK01.PQ3071,BBK01.PQ3071_FLAGS
"",Lending to manufacture of electrical and optical equipment / Short-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:30:25,
1968-10,2.120,
1969-01,2.228,
1969-04,2.493,
1969-07,2.685,
1969-10,3.200,
1970-01,3.495,
1970-04,4.076,
1970-07,4.095,
1970-10,3.937,
1971-01,3.923,
1971-04,4.059,
1971-07,4.073,
1971-10,3.942,
1972-01,4.093,
1972-04,4.542,
1972-07,4.422,
1972-10,4.653,
1973-01,4.292,
1973-04,4.553,
1973-07,4.998,
1973-10,5.089,
1974-01,5.302,
1974-04,5.816,
1974-07,6.012,
1974-10,5.559,
1975-01,5.242,
1975-04,5.183,
1975-07,4.848,
1975-10,4.676,
1976-01,4.182,
1976-04,4.345,
1976-07,4.627,
1976-10,4.997,
1977-01,4.757,
1977-04,4.984,
1977-07,5.112,
1977-10,5.449,
1978-01,4.736,
1978-04,5.252,
1978-07,5.292,
1978-10,5.708,
1979-01,5.259,
1979-04,6.154,
1979-07,6.237,
1979-10,6.826,
1980-01,5.903,
1980-04,6.341,
1980-07,6.489,
1980-10,7.173,
1981-01,6.698,
1981-04,7.077,
1981-07,7.229,
1981-10,7.079,
1982-01,6.687,
1982-04,7.106,
1982-07,7.359,
1982-10,7.014,
1983-01,6.380,
1983-04,6.833,
1983-07,6.750,
1983-10,6.811,
1984-01,6.597,
1984-04,7.073,
1984-07,7.079,
1984-10,7.434,
1985-01,7.353,
1985-04,7.795,
1985-07,7.360,
1985-10,8.031,
1986-01,8.234,
1986-04,8.628,
1986-07,8.147,
1986-10,8.515,
1987-01,7.869,
1987-04,7.950,
1987-07,8.135,
1987-10,8.132,
1988-01,7.836,
1988-04,8.225,
1988-07,7.999,
1988-10,8.731,
1989-01,8.677,
1989-04,9.488,
1989-07,9.730,
1989-10,10.335,
1990-01,9.936,
1990-04,14.872,
1990-07,15.998,
1990-10,16.088,
1991-01,15.858,
1991-04,16.710,
1991-07,16.107,
1991-10,16.848,
1992-01,15.592,
1992-04,16.605,
1992-07,15.652,
1992-10,13.944,
1993-01,13.140,
1993-04,12.464,
1993-07,12.073,
1993-10,11.012,
1994-01,10.986,
1994-04,11.233,
1994-07,11.159,
1994-10,10.944,
1995-01,7.836,
1995-04,8.024,
1995-07,8.008,
1995-10,8.141,
1996-01,8.186,
1996-04,8.760,
1996-07,8.177,
1996-10,8.080,
1997-01,8.154,
1997-04,8.032,
1997-07,7.197,
1997-10,6.914,
1998-01,6.607,
1998-04,6.909,
1998-07,6.866,
1998-10,6.619,
1999-01,6.457,
1999-04,6.817,
1999-07,6.879,
1999-10,5.897,
2000-01,6.110,
2000-04,6.890,
2000-07,6.919,
2000-10,6.833,
2001-01,7.250,
2001-04,7.390,
2001-07,6.964,
2001-10,6.752,
2002-01,6.810,
2002-04,6.978,
2002-07,6.839,
2002-10,5.938,
2003-01,5.450,
2003-04,5.911,
2003-07,5.444,
2003-10,4.995,
2004-01,5.473,
2004-04,4.679,
2004-07,4.422,
2004-10,3.920,
2005-01,4.063,
2005-04,4.139,
2005-07,4.078,
2005-10,3.546,
2006-01,3.781,
2006-04,4.058,
2006-07,4.164,
2006-10,3.923,
2007-01,4.399,
2007-04,4.928,
2007-07,4.462,
2007-10,4.278,
2008-01,4.417,
2008-04,4.830,
2008-07,4.552,
2008-10,4.539,
2009-01,4.457,
2009-04,4.154,
2009-07,3.969,
2009-10,3.468,
2010-01,3.612,
2010-04,3.849,
2010-07,3.756,
2010-10,3.747,
2011-01,3.978,
2011-04,4.147,
2011-07,4.189,
2011-10,3.500,
2012-01,3.923,
2012-04,4.220,
2012-07,4.048,
2012-10,3.783,
2013-01,4.281,
2013-04,4.027,
2013-07,4.026,
2013-10,3.831,
2014-01,3.994,
2014-04,4.224,
2014-07,3.882,
2014-10,3.801,
