"",BBK01.OUK076,BBK01.OUK076_FLAGS
"",Securities portfolios / Bonds and debt securities / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:27,
1965-01,0.896,
1965-02,0.928,
1965-03,0.954,
1965-04,0.966,
1965-05,1.006,
1965-06,1.008,
1965-07,1.020,
1965-08,1.029,
1965-09,1.042,
1965-10,1.035,
1965-11,1.004,
1965-12,1.002,
1966-01,1.056,
1966-02,1.052,
1966-03,1.084,
1966-04,1.055,
1966-05,1.046,
1966-06,1.042,
1966-07,1.018,
1966-08,1.012,
1966-09,1.034,
1966-10,1.060,
1966-11,1.077,
1966-12,1.100,
1967-01,1.223,
1967-02,1.325,
1967-03,1.364,
1967-04,1.422,
1967-05,1.523,
1967-06,1.546,
1967-07,1.632,
1967-08,1.762,
1967-09,1.817,
1967-10,1.907,
1967-11,1.975,
1967-12,2.047,
1968-01,2.131,
1968-02,2.122,
1968-03,2.109,
1968-04,2.133,
1968-05,2.127,
1968-06,2.143,
1968-07,2.192,
1968-08,2.265,
1968-09,2.320,
1968-10,2.376,
1968-11,2.420,
1968-12,2.492,
1969-01,2.466,
1969-02,2.538,
1969-03,2.572,
1969-04,2.556,
1969-05,2.597,
1969-06,2.600,
1969-07,2.662,
1969-08,2.780,
1969-09,2.798,
1969-10,2.818,
1969-11,2.860,
1969-12,2.917,
1970-01,2.895,
1970-02,2.846,
1970-03,2.869,
1970-04,2.897,
1970-05,2.855,
1970-06,2.882,
1970-07,2.940,
1970-08,2.993,
1970-09,2.949,
1970-10,2.968,
1970-11,2.982,
1970-12,3.018,
1971-01,2.947,
1971-02,2.976,
1971-03,2.942,
1971-04,2.955,
1971-05,2.946,
1971-06,2.926,
1971-07,2.871,
1971-08,2.848,
1971-09,2.875,
1971-10,2.885,
1971-11,2.990,
1971-12,3.011,
1972-01,3.102,
1972-02,3.097,
1972-03,3.016,
1972-04,3.044,
1972-05,3.043,
1972-06,3.002,
1972-07,3.049,
1972-08,2.983,
1972-09,2.970,
1972-10,2.965,
1972-11,2.962,
1972-12,2.963,
1973-01,2.968,
1973-02,2.947,
1973-03,2.880,
1973-04,2.807,
1973-05,2.825,
1973-06,2.833,
1973-07,2.796,
1973-08,2.794,
1973-09,2.820,
1973-10,2.891,
1973-11,2.956,
1973-12,3.040,
1974-01,3.004,
1974-02,2.974,
1974-03,3.017,
1974-04,3.074,
1974-05,3.072,
1974-06,3.108,
1974-07,3.161,
1974-08,3.219,
1974-09,3.357,
1974-10,3.399,
1974-11,3.479,
1974-12,3.403,
1975-01,3.479,
1975-02,3.563,
