"",BBDE1.M.DE.Y.AEA1.N2C140000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C140000.F.V.I10.A_FLAGS
"",Orders received / At current prices / Germany / 14 Manufacture of wearing apparel / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:32,
1991-01,209.4,
1991-02,215.7,
1991-03,243.8,
1991-04,237.7,
1991-05,230.6,
1991-06,265.8,
1991-07,204.2,
1991-08,212.3,
1991-09,234.1,
1991-10,234.4,
1991-11,255.9,
1991-12,244.9,
1992-01,215.4,
1992-02,226.4,
1992-03,218.0,
1992-04,209.9,
1992-05,211.0,
1992-06,211.6,
1992-07,195.9,
1992-08,204.4,
1992-09,220.1,
1992-10,214.0,
1992-11,209.1,
1992-12,206.7,
1993-01,208.3,
1993-02,202.1,
1993-03,210.2,
1993-04,203.9,
1993-05,201.5,
1993-06,198.9,
1993-07,208.6,
1993-08,213.1,
1993-09,206.1,
1993-10,198.7,
1993-11,197.9,
1993-12,200.1,
1994-01,201.8,
1994-02,202.5,
1994-03,191.4,
1994-04,200.1,
1994-05,204.0,
1994-06,176.2,
1994-07,189.6,
1994-08,193.4,
1994-09,187.0,
1994-10,187.3,
1994-11,179.6,
1994-12,178.1,
1995-01,191.8,
1995-02,189.3,
1995-03,184.8,
1995-04,188.3,
1995-05,195.7,
1995-06,185.4,
1995-07,181.5,
1995-08,178.2,
1995-09,180.5,
1995-10,215.2,
1995-11,170.7,
1995-12,169.0,
1996-01,187.2,
1996-02,169.6,
1996-03,183.8,
1996-04,193.8,
1996-05,180.8,
1996-06,176.1,
1996-07,169.8,
1996-08,176.1,
1996-09,183.3,
1996-10,184.4,
1996-11,183.4,
1996-12,169.6,
1997-01,177.9,
1997-02,182.8,
1997-03,189.3,
1997-04,178.1,
1997-05,163.9,
1997-06,169.3,
1997-07,174.7,
1997-08,179.5,
1997-09,180.6,
1997-10,171.3,
1997-11,173.4,
1997-12,174.3,
1998-01,164.9,
1998-02,186.3,
1998-03,177.8,
1998-04,174.8,
1998-05,170.9,
1998-06,193.2,
1998-07,191.1,
1998-08,183.5,
1998-09,177.0,
1998-10,164.4,
1998-11,172.6,
1998-12,176.5,
1999-01,175.2,
1999-02,172.9,
1999-03,173.3,
1999-04,169.8,
1999-05,166.7,
1999-06,179.7,
1999-07,179.1,
1999-08,171.7,
1999-09,169.7,
1999-10,178.2,
1999-11,177.1,
1999-12,174.8,
2000-01,161.0,
2000-02,168.4,
2000-03,163.5,
2000-04,158.3,
2000-05,175.7,
2000-06,174.0,
2000-07,160.2,
2000-08,175.0,
2000-09,173.9,
2000-10,156.6,
2000-11,161.0,
2000-12,161.9,
2001-01,173.4,
2001-02,175.4,
2001-03,170.4,
2001-04,167.4,
2001-05,180.7,
2001-06,189.0,
2001-07,176.7,
2001-08,178.8,
2001-09,171.0,
2001-10,172.5,
2001-11,191.4,
2001-12,197.8,
2002-01,151.3,
2002-02,155.3,
2002-03,156.3,
2002-04,152.1,
2002-05,144.0,
2002-06,145.6,
2002-07,142.3,
2002-08,144.7,
2002-09,148.7,
2002-10,162.4,
2002-11,139.5,
2002-12,139.4,
2003-01,155.9,
2003-02,147.9,
2003-03,139.5,
2003-04,144.4,
2003-05,136.2,
2003-06,145.6,
2003-07,130.3,
2003-08,144.1,
2003-09,141.6,
2003-10,139.1,
2003-11,140.3,
2003-12,148.5,
2004-01,135.7,
2004-02,136.2,
2004-03,141.0,
2004-04,136.6,
2004-05,125.3,
2004-06,132.1,
2004-07,132.8,
2004-08,136.8,
2004-09,131.4,
2004-10,125.9,
2004-11,121.2,
2004-12,123.9,
2005-01,144.9,
2005-02,139.4,
2005-03,147.4,
2005-04,143.9,
2005-05,132.8,
2005-06,135.3,
2005-07,140.4,
2005-08,141.5,
2005-09,130.1,
2005-10,136.0,
2005-11,138.5,
2005-12,139.8,
2006-01,129.7,
2006-02,145.1,
2006-03,143.3,
2006-04,142.4,
2006-05,154.5,
2006-06,129.4,
2006-07,138.7,
2006-08,146.6,
2006-09,138.2,
2006-10,138.3,
2006-11,136.3,
2006-12,137.3,
2007-01,141.1,
2007-02,144.2,
2007-03,139.6,
2007-04,139.2,
2007-05,142.4,
2007-06,142.6,
2007-07,149.9,
2007-08,140.1,
2007-09,135.1,
2007-10,134.5,
2007-11,130.2,
2007-12,148.9,
2008-01,143.3,
2008-02,140.8,
2008-03,122.5,
2008-04,127.0,
2008-05,141.1,
2008-06,134.3,
2008-07,143.0,
2008-08,124.7,
2008-09,124.4,
2008-10,120.7,
2008-11,156.5,
2008-12,124.3,
2009-01,103.6,
2009-02,94.3,
2009-03,94.0,
2009-04,95.4,
2009-05,95.2,
2009-06,104.5,
2009-07,108.0,
2009-08,100.6,
2009-09,99.2,
2009-10,101.0,
2009-11,101.0,
2009-12,102.6,
2010-01,97.5,
2010-02,97.5,
2010-03,102.8,
2010-04,97.2,
2010-05,95.9,
2010-06,99.7,
2010-07,99.6,
2010-08,94.8,
2010-09,96.7,
2010-10,102.5,
2010-11,114.7,
2010-12,106.2,
2011-01,106.0,
2011-02,108.7,
2011-03,101.6,
2011-04,109.1,
2011-05,109.9,
2011-06,101.5,
2011-07,111.0,
2011-08,104.2,
2011-09,97.8,
2011-10,110.1,
2011-11,107.2,
2011-12,94.7,
2012-01,101.2,
2012-02,104.2,
2012-03,97.4,
2012-04,99.8,
2012-05,111.3,
2012-06,105.5,
2012-07,98.3,
2012-08,103.4,
2012-09,100.3,
2012-10,116.0,
2012-11,97.2,
2012-12,100.3,
2013-01,101.1,
2013-02,99.1,
2013-03,92.5,
2013-04,101.2,
2013-05,101.5,
2013-06,98.5,
2013-07,105.3,
2013-08,95.7,
2013-09,102.1,
2013-10,105.9,
2013-11,99.5,
2013-12,103.5,
2014-01,109.1,
2014-02,102.9,
2014-03,103.5,
2014-04,114.0,
2014-05,109.0,
2014-06,127.1,
2014-07,99.7,
2014-08,104.4,
2014-09,108.8,
2014-10,97.8,
2014-11,99.8,
2014-12,107.9,Provisional value
