"",BBK01.OECB17N,BBK01.OECB17N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:52,
2002-01,15.084,
2002-04,15.012,
2002-07,14.970,
2002-10,15.022,
2003-01,14.653,
2003-04,14.582,
2003-07,14.665,
2003-10,14.660,
2004-01,14.545,
2004-04,14.531,
2004-07,14.623,
2004-10,14.607,
2005-01,19.982,
2005-04,20.273,
2005-07,20.560,
2005-10,20.980,
2006-01,20.984,
2006-04,21.186,
2006-07,21.385,
2006-10,21.669,
2007-01,21.513,
2007-04,22.230,
2007-07,22.125,
2007-10,22.098,
2008-01,21.814,
2008-04,22.567,
2008-07,24.140,
2008-10,23.960,
2009-01,23.523,
2009-04,23.627,
2009-07,23.906,
2009-10,23.715,
2010-01,23.468,
2010-04,23.597,
2010-07,23.650,
2010-10,23.358,
2011-01,23.426,
2011-04,23.500,
2011-07,23.426,
2011-10,23.295,
2012-01,23.247,
2012-04,23.207,
2012-07,23.309,
2012-10,23.244,
2013-01,23.339,
2013-04,23.337,
2013-07,23.474,
2013-10,23.458,
2014-01,23.476,
2014-04,23.620,
2014-07,23.880,
