"",BBDE1.M.DE.Y.GUB1.A2P340000.F.V.I10.A,BBDE1.M.DE.Y.GUB1.A2P340000.F.V.I10.A_FLAGS
"",Turnover from the domestic market / At current prices / Germany / Non-durable goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:52,
1991-01,107.1,
1991-02,103.4,
1991-03,104.7,
1991-04,104.5,
1991-05,105.8,
1991-06,104.3,
1991-07,103.8,
1991-08,102.5,
1991-09,103.8,
1991-10,107.8,
1991-11,105.8,
1991-12,103.9,
1992-01,108.2,
1992-02,105.8,
1992-03,103.5,
1992-04,106.3,
1992-05,104.4,
1992-06,105.8,
1992-07,104.8,
1992-08,104.1,
1992-09,104.4,
1992-10,104.3,
1992-11,103.9,
1992-12,105.4,
1993-01,104.5,
1993-02,102.0,
1993-03,102.5,
1993-04,103.5,
1993-05,101.5,
1993-06,104.2,
1993-07,101.6,
1993-08,101.4,
1993-09,102.1,
1993-10,100.3,
1993-11,103.1,
1993-12,102.9,
1994-01,101.4,
1994-02,101.3,
1994-03,102.4,
1994-04,98.8,
1994-05,101.0,
1994-06,101.7,
1994-07,101.5,
1994-08,101.8,
1994-09,100.8,
1994-10,102.4,
1994-11,104.2,
1994-12,101.2,
1995-01,98.7,
1995-02,103.1,
1995-03,102.5,
1995-04,101.4,
1995-05,101.5,
1995-06,101.9,
1995-07,100.8,
1995-08,102.0,
1995-09,100.9,
1995-10,102.7,
1995-11,101.0,
1995-12,99.7,
1996-01,98.9,
1996-02,100.9,
1996-03,100.8,
1996-04,99.9,
1996-05,100.4,
1996-06,99.9,
1996-07,99.4,
1996-08,100.9,
1996-09,99.9,
1996-10,101.0,
1996-11,100.0,
1996-12,100.4,
1997-01,102.1,
1997-02,101.0,
1997-03,102.2,
1997-04,99.3,
1997-05,101.1,
1997-06,99.4,
1997-07,100.6,
1997-08,99.5,
1997-09,100.2,
1997-10,100.6,
1997-11,97.8,
1997-12,101.7,
1998-01,101.7,
1998-02,101.0,
1998-03,100.3,
1998-04,101.7,
1998-05,100.6,
1998-06,100.3,
1998-07,99.6,
1998-08,98.5,
1998-09,98.4,
1998-10,97.4,
1998-11,97.3,
1998-12,100.5,
1999-01,99.9,
1999-02,97.7,
1999-03,101.0,
1999-04,95.8,
1999-05,99.3,
1999-06,98.4,
1999-07,99.5,
1999-08,99.1,
1999-09,100.7,
1999-10,98.2,
1999-11,101.3,
1999-12,100.5,
2000-01,95.1,
2000-02,100.0,
2000-03,99.1,
2000-04,101.7,
2000-05,100.8,
2000-06,103.0,
2000-07,100.1,
2000-08,101.1,
2000-09,100.7,
2000-10,101.6,
2000-11,102.1,
2000-12,100.1,
2001-01,101.0,
2001-02,103.0,
2001-03,101.9,
2001-04,104.5,
2001-05,104.6,
2001-06,104.8,
2001-07,103.4,
2001-08,104.9,
2001-09,102.0,
2001-10,103.6,
2001-11,103.7,
2001-12,102.0,
2002-01,104.7,
2002-02,103.2,
2002-03,104.0,
2002-04,100.7,
2002-05,104.0,
2002-06,100.5,
2002-07,101.3,
2002-08,102.1,
2002-09,101.2,
2002-10,100.9,
2002-11,100.1,
2002-12,100.3,
2003-01,102.0,
2003-02,99.3,
2003-03,98.3,
2003-04,103.6,
2003-05,98.6,
2003-06,102.8,
2003-07,101.5,
2003-08,99.4,
2003-09,100.1,
2003-10,101.0,
2003-11,98.5,
2003-12,100.8,
2004-01,100.6,
2004-02,99.6,
2004-03,100.1,
2004-04,100.9,
2004-05,96.7,
2004-06,100.8,
2004-07,101.1,
2004-08,100.2,
2004-09,101.3,
2004-10,100.2,
2004-11,101.9,
2004-12,102.6,
2005-01,100.0,
2005-02,101.8,
2005-03,104.6,
2005-04,99.3,
2005-05,103.1,
2005-06,102.6,
2005-07,102.7,
2005-08,102.7,
2005-09,103.5,
2005-10,103.4,
2005-11,103.5,
2005-12,102.6,
2006-01,101.6,
2006-02,105.1,
2006-03,102.5,
2006-04,105.0,
2006-05,105.2,
2006-06,105.9,
2006-07,105.8,
2006-08,105.4,
2006-09,106.5,
2006-10,106.6,
2006-11,107.1,
2006-12,104.9,
2007-01,106.8,
2007-02,107.9,
2007-03,108.5,
2007-04,108.4,
2007-05,111.0,
2007-06,107.6,
2007-07,108.3,
2007-08,109.2,
2007-09,109.8,
2007-10,111.9,
2007-11,111.6,
2007-12,110.4,
2008-01,114.4,
2008-02,111.4,
2008-03,111.4,
2008-04,108.5,
2008-05,109.8,
2008-06,106.0,
2008-07,107.9,
2008-08,109.5,
2008-09,109.3,
2008-10,109.6,
2008-11,105.6,
2008-12,108.2,
2009-01,102.8,
2009-02,100.0,
2009-03,99.5,
2009-04,103.4,
2009-05,99.8,
2009-06,99.5,
2009-07,100.5,
2009-08,100.6,
2009-09,100.2,
2009-10,97.9,
2009-11,98.8,
2009-12,103.1,
2010-01,99.0,
2010-02,97.5,
2010-03,100.3,
2010-04,97.7,
2010-05,98.9,
2010-06,100.4,
2010-07,100.5,
2010-08,99.1,
2010-09,99.7,
2010-10,98.4,
2010-11,101.2,
2010-12,102.5,
2011-01,98.6,
2011-02,102.9,
2011-03,104.7,
2011-04,107.1,
2011-05,103.2,
2011-06,108.4,
2011-07,104.4,
2011-08,106.2,
2011-09,106.4,
2011-10,105.8,
2011-11,106.6,
2011-12,105.3,
2012-01,103.7,
2012-02,106.7,
2012-03,107.9,
2012-04,104.5,
2012-05,108.4,
2012-06,105.9,
2012-07,104.0,
2012-08,106.5,
2012-09,105.3,
2012-10,108.4,
2012-11,108.2,
2012-12,106.8,
2013-01,108.2,
2013-02,106.1,
2013-03,106.8,
2013-04,103.8,
2013-05,108.8,
2013-06,104.4,
2013-07,108.2,
2013-08,108.0,
2013-09,107.3,
2013-10,108.6,
2013-11,108.0,
2013-12,108.5,
2014-01,110.6,
2014-02,108.1,
2014-03,107.0,
2014-04,111.7,
2014-05,106.1,
2014-06,109.1,
2014-07,108.6,
2014-08,105.1,
2014-09,106.5,
2014-10,105.9,
2014-11,103.3,
2014-12,107.6,Provisional value
