"",BBK01.QU2150,BBK01.QU2150_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Vietnam / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:27:57,
1977-01,-,Nothing exists
1977-02,-,Nothing exists
1977-03,-,Nothing exists
1977-04,-,Nothing exists
1977-05,0.007,
1977-06,0.005,
1977-07,0.006,
1977-08,0.006,
1977-09,0.005,
1977-10,0.009,
1977-11,0.012,
1977-12,0.016,
1978-01,0.015,
1978-02,0.012,
1978-03,0.016,
1978-04,0.014,
1978-05,0.006,
1978-06,0.004,
1978-07,0.006,
1978-08,0.004,
1978-09,0.004,
1978-10,0.005,
1978-11,0.008,
1978-12,0.009,
1979-01,0.013,
1979-02,0.013,
1979-03,0.011,
1979-04,0.010,
1979-05,0.009,
1979-06,0.012,
1979-07,0.014,
1979-08,0.012,
1979-09,0.013,
1979-10,0.013,
1979-11,0.010,
1979-12,0.009,
1980-01,0.008,
1980-02,0.007,
1980-03,0.008,
1980-04,0.007,
1980-05,0.008,
1980-06,0.009,
1980-07,0.007,
1980-08,0.007,
1980-09,0.007,
1980-10,0.007,
1980-11,0.008,
1980-12,0.008,
1981-01,0.008,
1981-02,0.009,
1981-03,0.009,
1981-04,0.010,
1981-05,0.011,
1981-06,0.008,
1981-07,0.007,
1981-08,0.008,
1981-09,0.006,
1981-10,0.006,
1981-11,0.009,
1981-12,0.006,
1982-01,0.006,
1982-02,0.006,
1982-03,0.006,
1982-04,0.005,
1982-05,0.005,
1982-06,0.004,
1982-07,0.002,
1982-08,0.002,
1982-09,0.005,
1982-10,0.008,
1982-11,0.008,
1982-12,0.008,
1983-01,0.003,
1983-02,0.005,
1983-03,0.006,
1983-04,0.004,
1983-05,0.004,
1983-06,0.003,
1983-07,0.004,
1983-08,0.005,
1983-09,0.004,
1983-10,0.005,
1983-11,0.008,
1983-12,0.004,
1984-01,0.003,
1984-02,0.003,
1984-03,0.004,
1984-04,0.005,
1984-05,0.004,
1984-06,0.006,
1984-07,0.004,
1984-08,0.006,
1984-09,0.005,
1984-10,0.004,
1984-11,0.006,
1984-12,0.004,
1985-01,0.004,
1985-02,0.004,
1985-03,0.003,
1985-04,0.006,
1985-05,0.006,
1985-06,0.008,
1985-07,0.003,
1985-08,0.002,
1985-09,0.001,
1985-10,0.001,
1985-11,0.003,
1985-12,0.002,
1986-01,0.001,
1986-02,0.001,
1986-03,0.001,
1986-04,0.001,
1986-05,0.001,
1986-06,0.002,
1986-07,0.002,
1986-08,0.001,
1986-09,0.002,
1986-10,0.002,
1986-11,0.002,
1986-12,0.002,
1987-01,0.002,
1987-02,0.003,
1987-03,0.002,
1987-04,0.002,
1987-05,0.002,
1987-06,0.002,
1987-07,0.003,
1987-08,0.003,
1987-09,0.004,
1987-10,0.001,
1987-11,0.002,
1987-12,0.003,
1988-01,0.002,
1988-02,0.002,
1988-03,0.002,
1988-04,0.002,
1988-05,0.002,
1988-06,0.003,
1988-07,0.003,
1988-08,0.002,
1988-09,0.001,
1988-10,0.001,
1988-11,0.002,
1988-12,0.002,
1989-01,0.003,
1989-02,0.001,
1989-03,0.001,
1989-04,0.002,
1989-05,0.003,
1989-06,0.002,
1989-07,0.004,
1989-08,0.004,
1989-09,0.004,
1989-10,0.003,
1989-11,0.006,
1989-12,0.006,
1990-01,0.003,
1990-02,0.003,
1990-03,0.004,
1990-04,0.004,
1990-05,0.004,
1990-06,0.004,
1990-07,0.005,
1990-08,0.004,
1990-09,0.006,
1990-10,0.007,
1990-11,0.007,
1990-12,0.014,
1991-01,0.014,
1991-02,0.015,
1991-03,0.017,
1991-04,0.012,
1991-05,0.013,
1991-06,0.014,
1991-07,0.016,
1991-08,0.015,
1991-09,0.013,
1991-10,0.029,
1991-11,0.036,
1991-12,0.036,
1992-01,0.043,
1992-02,0.041,
1992-03,0.042,
1992-04,0.038,
1992-05,0.027,
1992-06,0.027,
1992-07,0.020,
1992-08,0.016,
1992-09,0.017,
1992-10,0.017,
1992-11,0.017,
1992-12,0.016,
1993-01,0.021,
1993-02,0.019,
1993-03,0.017,
1993-04,0.019,
1993-05,0.019,
1993-06,0.016,
1993-07,0.015,
1993-08,0.017,
1993-09,0.018,
1993-10,0.019,
1993-11,0.022,
1993-12,0.018,
1994-01,0.028,
1994-02,0.013,
1994-03,0.016,
1994-04,0.020,
1994-05,0.017,
1994-06,0.013,
1994-07,0.014,
1994-08,0.019,
1994-09,0.013,
1994-10,0.016,
1994-11,0.015,
1994-12,.,No value available
1995-01,0.015,
1995-02,0.016,
1995-03,0.011,
1995-04,0.019,
1995-05,0.015,
1995-06,0.014,
1995-07,0.029,
1995-08,0.050,
1995-09,0.048,
1995-10,0.071,
1995-11,0.088,
1995-12,0.096,
1996-01,0.130,
1996-02,0.112,
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,0.124,
1997-01,0.124,
1997-02,0.119,
1997-03,.,No value available
1997-04,.,No value available
1997-05,.,No value available
1997-06,.,No value available
1997-07,.,No value available
1997-08,.,No value available
1997-09,.,No value available
1997-10,.,No value available
1997-11,.,No value available
1997-12,0.129,
1998-01,0.126,
1998-02,0.122,
1998-03,0.179,
1998-04,0.195,
1998-05,0.183,
1998-06,0.209,
1998-07,0.193,
1998-08,0.194,
1998-09,0.201,
1998-10,0.207,
1998-11,0.178,
1998-12,0.191,
1999-01,0.195,
1999-02,0.201,
1999-03,0.222,
1999-04,0.230,
1999-05,0.223,
1999-06,.,No value available
1999-07,.,No value available
1999-08,.,No value available
1999-09,.,No value available
1999-10,.,No value available
1999-11,0.320,
1999-12,.,No value available
2000-01,.,No value available
2000-02,.,No value available
2000-03,.,No value available
2000-04,.,No value available
2000-05,.,No value available
2000-06,.,No value available
2000-07,.,No value available
2000-08,0.348,
2000-09,.,No value available
2000-10,0.395,
2000-11,0.363,
2000-12,0.367,
2001-01,0.354,
2001-02,0.328,
2001-03,0.390,
2001-04,0.379,
2001-05,0.401,
2001-06,0.420,
2001-07,0.401,
2001-08,0.397,
2001-09,0.422,
2001-10,0.447,
2001-11,0.465,
2001-12,0.486,
2002-01,0.496,
2002-02,.,No value available
2002-03,.,No value available
2002-04,.,No value available
2002-05,.,No value available
2002-06,.,No value available
2002-07,.,No value available
2002-08,.,No value available
2002-09,.,No value available
2002-10,.,No value available
2002-11,.,No value available
2002-12,0.466,
2003-01,0.506,
2003-02,0.499,
2003-03,0.469,
2003-04,0.486,
2003-05,.,No value available
2003-06,0.448,
2003-07,.,No value available
2003-08,.,No value available
2003-09,.,No value available
2003-10,0.383,
2003-11,0.363,
2003-12,0.329,
2004-01,0.370,
2004-02,0.370,
2004-03,0.403,
2004-04,0.372,
2004-05,0.366,
2004-06,0.404,
2004-07,0.408,
2004-08,0.407,
2004-09,0.377,
2004-10,0.308,
2004-11,0.240,
2004-12,0.230,
2005-01,0.244,
2005-02,0.229,
2005-03,0.285,
2005-04,0.260,
2005-05,0.236,
2005-06,0.267,
2005-07,0.212,
2005-08,0.140,
2005-09,0.151,
2005-10,0.136,
2005-11,0.134,
2005-12,0.145,
2006-01,0.159,
2006-02,0.133,
2006-03,0.127,
2006-04,0.156,
2006-05,0.152,
2006-06,0.172,
2006-07,0.150,
2006-08,0.182,
2006-09,0.193,
2006-10,0.171,
2006-11,0.203,
2006-12,0.281,
2007-01,0.271,
2007-02,0.239,
2007-03,0.309,
2007-04,0.356,
2007-05,0.329,
2007-06,0.348,
2007-07,0.352,
2007-08,0.365,
2007-09,0.327,
2007-10,0.296,
2007-11,0.298,
2007-12,0.312,
2008-01,0.252,
2008-02,0.221,
2008-03,0.176,
2008-04,0.185,
2008-05,0.245,
2008-06,0.298,
2008-07,0.232,
2008-08,0.294,
2008-09,0.329,
2008-10,0.245,
2008-11,0.240,
2008-12,0.267,
2009-01,0.286,
2009-02,0.318,
2009-03,0.274,
2009-04,0.271,
2009-05,0.269,
2009-06,0.216,
2009-07,0.202,
2009-08,0.151,
2009-09,0.095,
2009-10,0.136,
2009-11,0.141,
2009-12,0.243,
2010-01,0.282,
2010-02,0.175,
2010-03,0.236,
2010-04,0.370,
2010-05,0.319,
2010-06,0.337,
2010-07,0.368,
2010-08,0.392,
2010-09,0.336,
2010-10,0.392,
2010-11,0.410,
2010-12,0.385,
2011-01,0.212,
2011-02,0.165,
2011-03,0.184,
2011-04,0.145,
2011-05,0.162,
2011-06,0.123,
2011-07,0.105,
2011-08,0.199,
2011-09,0.228,
2011-10,0.243,
2011-11,0.204,
2011-12,0.195,
2012-01,0.268,
2012-02,0.341,
2012-03,0.292,
2012-04,0.165,
2012-05,0.215,
2012-06,0.245,
2012-07,0.291,
2012-08,0.285,
2012-09,0.252,
2012-10,0.223,
2012-11,0.377,
2012-12,0.330,
2013-01,0.249,
2013-02,0.304,
2013-03,0.296,
2013-04,0.396,
2013-05,0.390,
2013-06,0.321,
2013-07,0.291,
2013-08,0.241,
2013-09,0.249,
2013-10,0.331,
2013-11,0.294,
2013-12,0.227,
2014-01,0.202,
2014-02,0.238,
2014-03,0.199,
2014-04,0.239,
2014-05,0.266,
2014-06,0.348,
2014-07,0.578,
2014-08,0.724,
2014-09,0.718,
2014-10,0.776,
2014-11,0.660,
2014-12,0.654,
