"",BBK01.SUD226,BBK01.SUD226_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations up to EUR 1 million with an initial rate fixation of over 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:40,
2003-01,1636,
2003-02,1469,
2003-03,2577,
2003-04,1645,
2003-05,1699,
2003-06,1483,
2003-07,1620,
2003-08,1714,
2003-09,1671,
2003-10,1868,
2003-11,1215,
2003-12,1850,
2004-01,1579,
2004-02,1068,
2004-03,1385,
2004-04,1211,
2004-05,1186,
2004-06,1509,
2004-07,1171,
2004-08,1098,
2004-09,1216,
2004-10,1200,
2004-11,1141,
2004-12,2147,
2005-01,1497,
2005-02,1160,
2005-03,1341,
2005-04,1329,
2005-05,1835,
2005-06,1308,
2005-07,1542,
2005-08,1350,
2005-09,1533,
2005-10,1375,
2005-11,1545,
2005-12,2155,
2006-01,1513,
2006-02,1787,
2006-03,2130,
2006-04,1793,
2006-05,2132,
2006-06,1897,
2006-07,1895,
2006-08,2188,
2006-09,1677,
2006-10,1731,
2006-11,2014,
2006-12,2414,
2007-01,2675,
2007-02,2402,
2007-03,1958,
2007-04,1981,
2007-05,2515,
2007-06,2293,
2007-07,3056,
2007-08,2393,
2007-09,1989,
2007-10,2254,
2007-11,1975,
2007-12,2274,
2008-01,2693,
2008-02,1250,
2008-03,1354,
2008-04,1673,
2008-05,1444,
2008-06,1734,
2008-07,1837,
2008-08,1298,
2008-09,1557,
2008-10,1487,
2008-11,1435,
2008-12,1828,
2009-01,1351,
2009-02,1105,
2009-03,1333,
2009-04,1488,
2009-05,1139,
2009-06,1392,
2009-07,1680,
2009-08,1155,
2009-09,1283,
2009-10,1403,
2009-11,1252,
2009-12,1719,
2010-01,1124,
2010-02,940,
2010-03,1337,
2010-04,1180,
2010-05,1304,
2010-06,1458,
2010-07,1508,
2010-08,1313,
2010-09,1438,
2010-10,1496,
2010-11,1505,
2010-12,1798,
2011-01,1288,
2011-02,1211,
2011-03,1426,
2011-04,1254,
2011-05,1362,
2011-06,1143,
2011-07,1382,
2011-08,1181,
2011-09,1244,
2011-10,1141,
2011-11,1320,
2011-12,1695,
2012-01,1209,
2012-02,1076,
2012-03,1346,
2012-04,1172,
2012-05,1176,
2012-06,1357,
2012-07,1441,
2012-08,1448,
2012-09,1248,
2012-10,1311,
2012-11,1258,
2012-12,1361,
2013-01,1177,
2013-02,926,
2013-03,1144,
2013-04,1170,
2013-05,1076,
2013-06,1260,
2013-07,1489,
2013-08,1275,
2013-09,1074,
2013-10,1181,
2013-11,1022,
2013-12,1380,
2014-01,1164,
2014-02,1009,
2014-03,1121,
2014-04,1156,
2014-05,1102,
2014-06,1098,
2014-07,1355,
2014-08,1156,
2014-09,1248,
2014-10,1260,
2014-11,1117,
2014-12,1709,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
