"",BBK01.WX0206,BBK01.WX0206_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 34.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:35,
2002-01,5.347,
2002-02,5.480,
2002-03,5.710,
2002-04,5.632,
2002-05,5.656,
2002-06,5.341,
2002-07,5.228,
2002-08,5.096,
2002-09,5.013,
2002-10,5.193,
2002-11,5.170,
2002-12,4.981,
2003-01,4.829,
2003-02,4.897,
2003-03,5.060,
2003-04,5.115,
2003-05,4.924,
2003-06,5.102,
2003-07,5.378,
2003-08,5.192,
2003-09,5.216,
2003-10,5.276,
2003-11,5.365,
2003-12,5.272,
2004-01,5.279,
2004-02,5.215,
2004-03,5.133,
2004-04,5.237,
2004-05,5.379,
2004-06,5.212,
2004-07,5.127,
2004-08,4.990,
2004-09,4.939,
2004-10,4.878,
2004-11,4.709,
2004-12,4.561,
2005-01,4.286,
2005-02,4.442,
2005-03,4.367,
2005-04,4.282,
2005-05,4.107,
2005-06,3.933,
2005-07,4.032,
2005-08,3.844,
2005-09,3.865,
2005-10,4.032,
2005-11,4.032,
2005-12,3.815,
2006-01,4.007,
2006-02,3.999,
2006-03,4.286,
2006-04,4.472,
2006-05,4.600,
2006-06,4.607,
2006-07,4.506,
2006-08,4.294,
2006-09,4.140,
2006-10,4.030,
2006-11,4.004,
2006-12,4.230,
2007-01,4.397,
2007-02,4.269,
2007-03,4.428,
2007-04,4.481,
2007-05,4.697,
2007-06,4.907,
2007-07,4.726,
2007-08,4.766,
2007-09,4.850,
2007-10,4.769,
2007-11,4.859,
2007-12,4.834,
2008-01,4.708,
2008-02,4.631,
2008-03,4.623,
2008-04,4.767,
2008-05,4.911,
2008-06,4.772,
2008-07,4.632,
2008-08,4.522,
2008-09,4.337,
2008-10,4.033,
2008-11,3.285,
2008-12,3.243,
2009-01,3.414,
2009-02,3.186,
2009-03,3.489,
2009-04,3.593,
2009-05,3.825,
2009-06,3.939,
2009-07,3.833,
2009-08,3.768,
2009-09,3.868,
2009-10,3.834,
2009-11,3.700,
2009-12,3.827,
2010-01,3.733,
2010-02,3.610,
2010-03,3.613,
2010-04,3.441,
2010-05,3.082,
2010-06,3.138,
2010-07,3.281,
2010-08,2.464,
2010-09,2.716,
2010-10,2.808,
2010-11,3.004,
2010-12,3.338,
2011-01,3.532,
2011-02,3.513,
2011-03,3.736,
2011-04,3.669,
2011-05,3.539,
2011-06,3.850,
2011-07,3.403,
2011-08,3.181,
2011-09,2.695,
2011-10,2.813,
2011-11,2.809,
2011-12,2.526,
2012-01,2.443,
2012-02,2.484,
2012-03,2.512,
2012-04,2.491,
2012-05,1.862,
2012-06,2.320,
2012-07,2.321,
2012-08,2.280,
2012-09,2.449,
2012-10,2.443,
2012-11,2.409,
2012-12,2.360,
2013-01,2.524,
2013-02,2.502,
2013-03,2.443,
2013-04,2.265,
2013-05,2.514,
2013-06,2.592,
2013-07,2.573,
2013-08,2.781,
2013-09,2.700,
2013-10,2.716,
2013-11,2.681,
2013-12,2.805,
2014-01,2.589,
2014-02,2.590,
2014-03,2.531,
2014-04,2.448,
2014-05,2.359,
2014-06,2.267,
2014-07,2.167,
2014-08,1.848,
2014-09,2.024,
2014-10,1.899,
2014-11,1.695,
2014-12,1.538,
2015-01,1.208,
