"",BBK01.WXI039,BBK01.WXI039_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:41:06,
2009-01,3097,
2009-02,3479,
2009-03,2879,
2009-04,2997,
2009-05,2692,
2009-06,1431,
2009-07,1814,
2009-08,2033,
2009-09,1665,
2009-10,1403,
2009-11,2019,
2009-12,2490,
2010-01,6798,
2010-02,6412,
2010-03,5751,
2010-04,1422,
2010-05,2318,
2010-06,1820,
2010-07,1348,
2010-08,1842,
2010-09,1467,
2010-10,1533,
2010-11,2379,
2010-12,2202,
2011-01,1793,
2011-02,3161,
2011-03,1822,
2011-04,1573,
2011-05,1838,
2011-06,1620,
2011-07,1542,
2011-08,2399,
2011-09,2534,
2011-10,2203,
2011-11,2555,
2011-12,1963,
2012-01,2175,
2012-02,1710,
2012-03,1739,
2012-04,2002,
2012-05,3482,
2012-06,2057,
2012-07,2452,
2012-08,2075,
2012-09,1477,
2012-10,1273,
2012-11,2080,
2012-12,3091,
2013-01,3242,
2013-02,3639,
2013-03,5284,
2013-04,5478,
2013-05,5310,
2013-06,5363,
2013-07,4670,
2013-08,4700,
2013-09,4321,
2013-10,4485,
2013-11,3428,
2013-12,2960,
2014-01,3388,
2014-02,3327,
2014-03,2506,
2014-04,2662,
2014-05,3168,
2014-06,2570,
2014-07,3479,
2014-08,4282,
2014-09,6416,
2014-10,6124,
2014-11,6859,
