"",BBK01.OEAC04V,BBK01.OEAC04V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:56,
2002-01,2.044,
2002-04,2.026,
2002-07,1.963,
2002-10,1.853,
2003-01,1.757,
2003-04,1.719,
2003-07,1.654,
2003-10,1.548,
2004-01,1.513,
2004-04,1.476,
2004-07,1.441,
2004-10,1.342,
2005-01,1.361,
2005-04,1.320,
2005-07,1.256,
2005-10,1.244,
2006-01,1.266,
2006-04,1.256,
2006-07,1.211,
2006-10,1.159,
2007-01,1.179,
2007-04,1.164,
2007-07,1.152,
2007-10,1.111,
2008-01,1.118,
2008-04,1.106,
2008-07,1.092,
2008-10,1.031,
2009-01,1.116,
2009-04,1.163,
2009-07,1.141,
2009-10,1.022,
2010-01,1.126,
2010-04,1.169,
2010-07,1.148,
2010-10,1.129,
2011-01,1.147,
2011-04,1.140,
2011-07,1.128,
2011-10,1.102,
2012-01,1.154,
2012-04,1.153,
2012-07,1.139,
2012-10,1.122,
2013-01,1.166,
2013-04,1.185,
2013-07,1.191,
2013-10,1.187,
2014-01,1.225,
2014-04,1.262,
2014-07,1.262,
