"",BBK01.OUM357,BBK01.OUM357_FLAGS
"",Loans to local government and local government associations for up to and including one year / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:32,
1999-01,0.021,
1999-02,0.020,
1999-03,0.047,
1999-04,0.050,
1999-05,0.070,
1999-06,0.072,
1999-07,0.061,
1999-08,0.060,
1999-09,0.063,
1999-10,0.060,
1999-11,0.070,
1999-12,0.071,
2000-01,0.066,
2000-02,0.077,
2000-03,0.048,
2000-04,0.067,
2000-05,0.073,
2000-06,0.123,
2000-07,0.125,
2000-08,0.123,
2000-09,0.125,
2000-10,0.128,
2000-11,0.145,
2000-12,0.228,
2001-01,0.181,
2001-02,0.131,
2001-03,0.131,
2001-04,0.113,
2001-05,0.097,
2001-06,0.101,
2001-07,0.099,
2001-08,0.095,
2001-09,0.095,
2001-10,0.086,
2001-11,0.166,
2001-12,0.179,
2002-01,0.156,
2002-02,0.078,
2002-03,0.068,
2002-04,0.069,
2002-05,0.071,
2002-06,0.052,
2002-07,0.060,
2002-08,0.045,
2002-09,0.069,
2002-10,0.046,
2002-11,0.084,
2002-12,0.092,
2003-01,0.092,
2003-02,0.096,
2003-03,0.095,
2003-04,0.096,
2003-05,0.107,
2003-06,0.085,
2003-07,0.073,
2003-08,0.054,
2003-09,0.054,
2003-10,0.110,
2003-11,0.080,
2003-12,0.094,
2004-01,0.121,
2004-02,0.149,
2004-03,0.097,
2004-04,0.095,
2004-05,0.184,
2004-06,0.307,
2004-07,0.308,
2004-08,0.336,
2004-09,0.623,
2004-10,0.807,
2004-11,1.035,
2004-12,1.229,
2005-01,0.892,
2005-02,1.092,
2005-03,1.268,
2005-04,1.305,
2005-05,1.559,
2005-06,1.459,
2005-07,1.676,
2005-08,1.464,
2005-09,1.253,
2005-10,1.222,
2005-11,1.293,
2005-12,1.109,
2006-01,1.214,
2006-02,1.203,
2006-03,1.157,
2006-04,1.294,
2006-05,1.045,
2006-06,1.595,
2006-07,1.777,
2006-08,2.086,
2006-09,2.341,
2006-10,2.228,
2006-11,2.574,
2006-12,2.421,
2007-01,2.593,
2007-02,2.419,
2007-03,2.294,
2007-04,2.427,
2007-05,2.333,
2007-06,2.301,
2007-07,2.070,
2007-08,1.778,
2007-09,1.814,
2007-10,1.769,
2007-11,1.799,
2007-12,1.410,
2008-01,0.877,
2008-02,1.107,
2008-03,0.892,
2008-04,0.803,
2008-05,0.683,
2008-06,0.663,
2008-07,0.660,
2008-08,0.515,
2008-09,0.434,
2008-10,0.442,
2008-11,0.409,
2008-12,0.420,
2009-01,0.322,
2009-02,0.297,
2009-03,0.251,
2009-04,0.301,
2009-05,0.276,
2009-06,0.274,
2009-07,0.255,
2009-08,0.378,
2009-09,0.455,
2009-10,0.534,
2009-11,0.541,
2009-12,0.551,
2010-01,0.629,
2010-02,0.607,
2010-03,0.639,
2010-04,0.593,
2010-05,0.652,
2010-06,0.632,
2010-07,0.551,
2010-08,0.616,
2010-09,0.528,
2010-10,0.502,
2010-11,0.496,
2010-12,0.500,
2011-01,0.485,
2011-02,0.471,
2011-03,0.441,
2011-04,0.420,
2011-05,0.362,
2011-06,0.384,
2011-07,0.401,
2011-08,0.591,
2011-09,0.609,
2011-10,0.604,
2011-11,0.525,
2011-12,0.496,
2012-01,0.518,
2012-02,0.504,
2012-03,0.417,
2012-04,0.423,
2012-05,0.482,
2012-06,0.429,
2012-07,0.421,
2012-08,0.262,
2012-09,0.257,
2012-10,0.236,
2012-11,0.234,
2012-12,0.185,
2013-01,0.151,
2013-02,0.148,
2013-03,0.151,
2013-04,0.140,
2013-05,0.055,
2013-06,0.048,
2013-07,0.040,
2013-08,0.021,
2013-09,0.028,
2013-10,0.029,
2013-11,0.026,
2013-12,0.013,
2014-01,0.020,
2014-02,0.025,
2014-03,0.040,
2014-04,0.036,
2014-05,0.041,
2014-06,0.042,
2014-07,0.065,
2014-08,0.070,
2014-09,0.086,
2014-10,0.093,
2014-11,0.098,
2014-12,0.107,Provisional value
