"",BBK01.QUW228,BBK01.QUW228_FLAGS
"",Foreign branches in the United Kingdom: Long-term liabilities to foreign banks / In the country of domicile of the branch / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:55,
2001-12,1.023,
2002-01,1.037,
2002-02,15.559,
2002-03,4.137,
2002-04,2.713,
2002-05,2.822,
2002-06,4.637,
2002-07,3.914,
2002-08,3.886,
2002-09,3.334,
2002-10,3.951,
2002-11,4.157,
2002-12,4.405,
2003-01,2.865,
2003-02,3.464,
2003-03,3.630,
2003-04,3.535,
2003-05,3.742,
2003-06,3.306,
2003-07,2.859,
2003-08,3.449,
2003-09,1.889,
2003-10,3.409,
2003-11,3.628,
2003-12,3.850,
2004-01,3.994,
2004-02,4.321,
2004-03,3.826,
2004-04,3.924,
2004-05,2.713,
2004-06,3.211,
2004-07,3.402,
2004-08,2.976,
2004-09,2.550,
2004-10,3.026,
2004-11,3.339,
2004-12,4.216,
2005-01,3.604,
2005-02,4.079,
2005-03,4.131,
2005-04,5.340,
2005-05,5.370,
2005-06,6.033,
2005-07,5.343,
2005-08,6.004,
2005-09,4.811,
2005-10,4.913,
2005-11,3.212,
2005-12,2.880,
2006-01,2.480,
2006-02,1.931,
2006-03,3.541,
2006-04,3.021,
2006-05,3.242,
2006-06,4.107,
2006-07,3.102,
2006-08,1.722,
2006-09,3.335,
2006-10,4.168,
2006-11,5.951,
2006-12,8.382,
2007-01,13.308,
2007-02,12.541,
2007-03,12.081,
2007-04,11.655,
2007-05,11.653,
2007-06,11.560,
2007-07,12.103,
2007-08,12.182,
2007-09,11.311,
2007-10,10.709,
2007-11,10.938,
2007-12,10.504,
2008-01,14.747,
2008-02,13.391,
2008-03,12.866,
2008-04,13.049,
2008-05,13.429,
2008-06,13.759,
2008-07,13.589,
2008-08,13.909,
2008-09,14.928,
2008-10,17.310,
2008-11,17.904,
2008-12,15.517,
2009-01,17.175,
2009-02,16.562,
2009-03,14.934,
2009-04,16.095,
2009-05,10.140,
2009-06,11.909,
2009-07,16.522,
2009-08,16.446,
2009-09,18.110,
2009-10,18.203,
2009-11,16.612,
2009-12,18.059,
2010-01,19.876,
2010-02,18.281,
2010-03,19.005,
2010-04,17.629,
2010-05,20.697,
2010-06,22.614,
2010-07,20.068,
2010-08,12.656,
2010-09,12.280,
2010-10,12.521,
2010-11,10.057,
2010-12,12.681,
2011-01,14.399,
2011-02,15.402,
2011-03,13.979,
2011-04,13.461,
2011-05,18.484,
2011-06,18.910,
2011-07,20.387,
2011-08,20.382,
2011-09,19.001,
2011-10,20.910,
2011-11,19.887,
2011-12,21.565,
2012-01,21.960,
2012-02,8.661,
2012-03,19.985,
2012-04,20.533,
2012-05,21.929,
2012-06,21.256,
2012-07,20.854,
2012-08,20.808,
2012-09,20.824,
2012-10,20.512,
2012-11,20.391,
2012-12,7.931,
2013-01,8.070,
2013-02,5.361,
2013-03,8.005,
2013-04,7.924,
2013-05,9.271,
2013-06,9.032,
2013-07,10.516,
2013-08,10.499,
2013-09,8.743,
2013-10,8.615,
2013-11,8.773,
2013-12,9.550,
2014-01,9.310,
2014-02,9.141,
2014-03,9.477,
2014-04,9.206,
2014-05,5.321,
2014-06,5.363,
2014-07,5.679,
2014-08,5.757,
2014-09,5.476,
2014-10,5.532,
2014-11,5.482,
