"",BBK01.PC3677,BBK01.PC3677_FLAGS
"",Instalment credit to domestic employees and other individuals / Medium-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:37,
1985-10,0.604,
1986-01,0.597,
1986-04,0.611,
1986-07,0.616,
1986-10,0.605,
1987-01,0.592,
1987-04,0.606,
1987-07,0.609,
1987-10,0.602,
1988-01,0.597,
1988-04,0.601,
1988-07,0.661,
1988-10,0.730,
1989-01,0.744,
1989-04,0.773,
1989-07,0.807,
1989-10,0.749,
1990-01,0.774,
1990-04,0.828,
1990-07,0.854,
1990-10,0.831,
1991-01,0.859,
1991-04,0.902,
1991-07,0.945,
1991-10,0.965,
1992-01,0.946,
1992-04,0.973,
1992-07,1.002,
1992-10,1.152,
1993-01,1.126,
1993-04,1.136,
1993-07,1.121,
1993-10,1.076,
1994-01,2.849,
1994-04,2.932,
1994-07,2.948,
1994-10,2.923,
1995-01,2.915,
1995-04,3.000,
1995-07,3.009,
1995-10,3.000,
1996-01,3.097,
1996-04,3.201,
1996-07,3.287,
1996-10,3.305,
1997-01,3.344,
1997-04,4.295,
1997-07,3.418,
1997-10,3.435,
1998-01,3.432,
1998-04,3.394,
1998-07,3.330,
1998-10,3.259,
1999-01,4.347,
1999-04,4.477,
1999-07,4.418,
1999-10,4.416,
2000-01,5.834,
2000-04,5.841,
2000-07,6.112,
2000-10,6.504,
2001-01,6.813,
2001-04,7.255,
2001-07,7.467,
2001-10,7.318,
2002-01,6.911,
2002-04,8.384,
2002-07,8.824,
2002-10,8.823,
2003-01,9.108,
2003-04,9.308,
2003-07,9.238,
2003-10,9.345,
2004-01,9.628,
2004-04,9.923,
2004-07,10.145,
2004-10,10.206,
2005-01,10.169,
2005-04,10.739,
2005-07,10.905,
2005-10,11.869,
2006-01,12.011,
2006-04,12.362,
2006-07,12.571,
2006-10,12.926,
2007-01,12.920,
2007-04,13.207,
2007-07,13.236,
2007-10,12.394,
2008-01,12.317,
2008-04,12.425,
2008-07,11.786,
2008-10,12.418,
2009-01,13.482,
2009-04,13.944,
2009-07,14.441,
2009-10,15.421,
2010-01,15.397,
2010-04,16.008,
2010-07,15.645,
2010-10,15.709,
2011-01,15.724,
2011-04,15.797,
2011-07,15.724,
2011-10,14.805,
2012-01,14.140,
2012-04,14.193,
2012-07,14.339,
2012-10,14.274,
2013-01,14.365,
2013-04,14.524,
2013-07,14.851,
2013-10,14.860,
2014-01,14.902,
2014-04,14.104,
2014-07,14.263,
2014-10,14.428,
