"",BBEX3.A.GHS.EUR.CA.AB.A04,BBEX3.A.GHS.EUR.CA.AB.A04_FLAGS
"",Exchange rates for the euro in Ghana / EUR 1 = GHS ... (selling),
unit,GHS (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:14:04,
2007,1.2952,comment
2008,1.5852,
2009,2.0004,
2010,1.9014,
2011,2.1556,
2012,2.3937,
2013,2.6598,
2014,3.8724,
"","General: With effect from 1 July 2007, a currency conversion took place at the rate of 10,000 cedi (GHC) = 1 Ghana cedi (GHS). The currency conversion did not entail any appreciation or depreciation against other currencies.",
"","Source: Bank of Ghana, Accra.",
"",Methodology: Calculated on the basis of month-end rates.,
"","Comment on 2007: With effect from 1 July 2007, a currency conversion took place at the rate of 10,000 cedi (GHC) = 1 Ghana cedi (GHS); the exchange rates calculated between January and June 2007 were included in the calculation at the rate of GHC 10,000 = GHS 1.",
