"",BBK01.QUX879,BBK01.QUX879_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Philippines / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:24,
2002-03,0.489,
2002-04,0.489,
2002-05,0.491,
2002-06,0.508,
2002-07,0.489,
2002-08,0.495,
2002-09,0.503,
2002-10,0.497,
2002-11,0.487,
2002-12,0.476,
2003-01,0.473,
2003-02,0.469,
2003-03,0.471,
2003-04,0.452,
2003-05,0.456,
2003-06,0.461,
2003-07,0.680,
2003-08,0.742,
2003-09,0.728,
2003-10,0.794,
2003-11,0.771,
2003-12,0.868,
2004-01,0.812,
2004-02,0.712,
2004-03,0.685,
2004-04,0.679,
2004-05,0.697,
2004-06,0.690,
2004-07,0.619,
2004-08,0.701,
2004-09,0.549,
2004-10,0.670,
2004-11,0.633,
2004-12,0.628,
2005-01,0.599,
2005-02,0.606,
2005-03,0.596,
2005-04,0.592,
2005-05,0.679,
2005-06,0.620,
2005-07,0.561,
2005-08,0.560,
2005-09,0.553,
2005-10,0.560,
2005-11,0.650,
2005-12,0.406,
2006-01,0.552,
2006-02,0.515,
2006-03,0.521,
2006-04,0.596,
2006-05,0.842,
2006-06,0.612,
2006-07,0.510,
2006-08,0.487,
2006-09,0.487,
2006-10,0.482,
2006-11,0.507,
2006-12,0.440,
2007-01,0.446,
2007-02,0.534,
2007-03,0.351,
2007-04,0.466,
2007-05,0.434,
2007-06,0.628,
2007-07,0.497,
2007-08,0.485,
2007-09,0.564,
2007-10,0.441,
2007-11,0.440,
2007-12,0.519,
2008-01,0.380,
2008-02,0.595,
2008-03,0.404,
2008-04,0.340,
2008-05,0.347,
2008-06,0.339,
2008-07,0.348,
2008-08,0.338,
2008-09,0.331,
2008-10,0.336,
2008-11,0.332,
2008-12,0.330,
2009-01,0.331,
2009-02,0.320,
2009-03,0.329,
2009-04,0.329,
2009-05,0.391,
2009-06,0.384,
2009-07,0.378,
2009-08,0.120,
2009-09,0.119,
2009-10,0.121,
2009-11,0.117,
2009-12,0.107,
2010-01,0.104,
2010-02,0.093,
2010-03,0.099,
2010-04,0.101,
2010-05,0.104,
2010-06,0.099,
2010-07,0.098,
2010-08,0.104,
2010-09,0.103,
2010-10,0.103,
2010-11,0.103,
2010-12,0.088,
2011-01,0.106,
2011-02,0.072,
2011-03,0.071,
2011-04,0.089,
2011-05,0.089,
2011-06,0.089,
2011-07,0.083,
2011-08,0.039,
2011-09,0.042,
2011-10,0.032,
2011-11,0.033,
2011-12,0.100,
2012-01,0.058,
2012-02,0.059,
2012-03,0.056,
2012-04,0.056,
2012-05,0.047,
2012-06,0.049,
2012-07,0.042,
2012-08,0.043,
2012-09,0.021,
2012-10,0.046,
2012-11,0.040,
2012-12,0.024,
2013-01,0.040,
2013-02,0.078,
2013-03,0.086,
2013-04,0.078,
2013-05,0.069,
2013-06,0.092,
2013-07,0.083,
2013-08,0.092,
2013-09,0.090,
2013-10,0.077,
2013-11,0.078,
2013-12,0.069,
2014-01,0.039,
2014-02,0.032,
2014-03,0.027,
2014-04,0.038,
2014-05,0.040,
2014-06,0.039,
2014-07,0.042,
2014-08,0.028,
2014-09,0.025,
2014-10,0.055,
