"",BBK01.PC3691,BBK01.PC3691_FLAGS
"",Housing loans to domestic enterprises and resident individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:36,
1985-10,0.670,
1986-01,0.638,
1986-04,0.608,
1986-07,0.600,
1986-10,0.582,
1987-01,0.597,
1987-04,0.591,
1987-07,0.608,
1987-10,0.617,
1988-01,0.647,
1988-04,0.702,
1988-07,0.750,
1988-10,0.735,
1989-01,0.722,
1989-04,0.787,
1989-07,0.835,
1989-10,0.897,
1990-01,1.032,
1990-04,1.078,
1990-07,1.101,
1990-10,1.145,
1991-01,1.214,
1991-04,1.344,
1991-07,1.368,
1991-10,1.319,
1992-01,1.510,
1992-04,1.581,
1992-07,1.596,
1992-10,4.045,
1993-01,4.089,
1993-04,4.134,
1993-07,4.420,
1993-10,4.930,
1994-01,4.923,
1994-04,5.165,
1994-07,6.826,
1994-10,7.290,
1995-01,7.430,
1995-04,7.549,
1995-07,7.803,
1995-10,8.112,
1996-01,8.270,
1996-04,8.449,
1996-07,8.708,
1996-10,9.105,
1997-01,9.151,
1997-04,9.371,
1997-07,9.480,
1997-10,9.642,
1998-01,9.702,
1998-04,9.827,
1998-07,9.730,
1998-10,10.030,
1999-01,9.784,
1999-04,10.022,
1999-07,10.324,
1999-10,10.689,
2000-01,10.820,
2000-04,10.908,
2000-07,11.039,
2000-10,11.223,
2001-01,11.434,
2001-04,11.311,
2001-07,11.247,
2001-10,11.277,
2002-01,11.374,
2002-04,15.872,
2002-07,17.969,
2002-10,18.228,
2003-01,18.135,
2003-04,18.228,
2003-07,18.500,
2003-10,18.909,
2004-01,19.443,
2004-04,19.941,
2004-07,20.739,
2004-10,22.468,
2005-01,23.568,
2005-04,25.123,
2005-07,27.425,
2005-10,97.521,
2006-01,98.188,
2006-04,98.123,
2006-07,99.194,
2006-10,99.117,
2007-01,98.800,
2007-04,96.885,
2007-07,96.844,
2007-10,100.413,
2008-01,98.767,
2008-04,99.690,
2008-07,99.367,
2008-10,98.491,
2009-01,97.249,
2009-04,96.506,
2009-07,96.896,
2009-10,96.403,
2010-01,95.725,
2010-04,95.890,
2010-07,96.317,
2010-10,96.809,
2011-01,97.164,
2011-04,97.681,
2011-07,98.236,
2011-10,100.158,
2012-01,100.630,
2012-04,101.251,
2012-07,101.395,
2012-10,101.467,
2013-01,100.844,
2013-04,99.533,
2013-07,99.814,
2013-10,99.974,
2014-01,100.011,
2014-04,100.102,
2014-07,101.026,
2014-10,100.117,
