"",BBK01.PQA357,BBK01.PQA357_FLAGS
"",Lending to domestic enterprises / Long-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:40,
1968-10,44.657,
1969-01,45.612,
1969-04,46.739,
1969-07,48.123,
1969-10,49.832,
1970-01,50.632,
1970-04,51.596,
1970-07,52.944,
1970-10,54.553,
1971-01,55.711,
1971-04,56.799,
1971-07,58.789,
1971-10,60.813,
1972-01,63.192,
1972-04,65.068,
1972-07,67.989,
1972-10,71.373,
1973-01,74.479,
1973-04,76.145,
1973-07,78.633,
1973-10,81.154,
1974-01,82.619,
1974-04,83.514,
1974-07,85.032,
1974-10,87.103,
1975-01,88.826,
1975-04,90.761,
1975-07,93.275,
1975-10,97.139,
1976-01,99.083,
1976-04,101.075,
1976-07,103.075,
1976-10,106.377,
1977-01,108.044,
1977-04,110.091,
1977-07,113.045,
1977-10,115.937,
1978-01,117.466,
1978-04,119.948,
1978-07,123.386,
1978-10,127.916,
1979-01,130.348,
1979-04,133.228,
1979-07,135.763,
1979-10,139.372,
1980-01,141.643,
1980-04,143.957,
1980-07,146.369,
1980-10,150.469,
1981-01,151.439,
1981-04,152.832,
1981-07,153.933,
1981-10,155.572,
1982-01,155.602,
1982-04,155.985,
1982-07,157.348,
1982-10,160.132,
1983-01,159.952,
1983-04,161.949,
1983-07,163.215,
1983-10,166.548,
1984-01,166.119,
1984-04,166.966,
1984-07,169.213,
1984-10,173.349,
1985-01,175.227,
1985-04,177.299,
1985-07,179.578,
1985-10,184.461,
1986-01,185.717,
1986-04,189.204,
1986-07,192.840,
1986-10,197.382,
1987-01,198.348,
1987-04,200.645,
1987-07,204.133,
1987-10,207.402,
1988-01,208.427,
1988-04,210.159,
1988-07,213.525,
1988-10,216.653,
1989-01,218.289,
1989-04,220.516,
1989-07,223.228,
1989-10,228.776,
1990-01,229.780,
1990-04,275.807,
1990-07,275.736,
1990-10,281.693,
1991-01,283.287,
1991-04,287.569,
1991-07,294.615,
1991-10,302.086,
1992-01,313.835,
1992-04,323.975,
1992-07,329.008,
1992-10,332.349,
1993-01,338.645,
1993-04,347.004,
1993-07,358.621,
1993-10,377.712,
1994-01,383.096,
1994-04,392.004,
1994-07,399.474,
1994-10,383.716,
1995-01,372.246,
1995-04,375.772,
1995-07,385.262,
1995-10,397.890,
1996-01,404.969,
1996-04,410.438,
1996-07,418.967,
1996-10,434.459,
1997-01,439.337,
1997-04,445.725,
1997-07,453.605,
1997-10,468.094,
1998-01,473.560,
1998-04,479.995,
1998-07,489.858,
1998-10,509.082,
1999-01,436.761,
1999-04,440.574,
1999-07,449.765,
1999-10,462.886,
2000-01,467.800,
2000-04,471.237,
2000-07,478.316,
2000-10,484.372,
2001-01,488.691,
2001-04,490.789,
2001-07,495.466,
2001-10,500.059,
2002-01,502.407,
2002-04,503.357,
2002-07,505.553,
2002-10,507.568,
2003-01,504.655,
2003-04,505.479,
2003-07,505.675,
2003-10,507.150,
2004-01,506.950,
2004-04,509.264,
2004-07,509.482,
2004-10,507.332,
2005-01,504.421,
2005-04,506.190,
2005-07,505.315,
2005-10,509.564,
2006-01,518.596,
2006-04,520.552,
2006-07,521.134,
2006-10,518.792,
2007-01,520.399,
2007-04,520.078,
2007-07,525.036,
2007-10,532.992,
2008-01,534.429,
2008-04,540.119,
2008-07,550.746,
2008-10,559.381,
2009-01,559.019,
2009-04,558.125,
2009-07,562.280,
2009-10,568.342,
2010-01,570.815,
2010-04,578.035,
2010-07,579.608,
2010-10,584.828,
2011-01,583.401,
2011-04,585.190,
2011-07,588.165,
2011-10,593.302,
2012-01,595.532,
2012-04,598.474,
2012-07,600.474,
2012-10,597.069,
2013-01,597.445,
2013-04,597.902,
2013-07,594.324,
2013-10,599.539,
2014-01,597.292,
2014-04,597.775,
2014-07,602.411,
2014-10,604.828,
