"",BBK01.QUX247,BBK01.QUX247_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Countries in Asia / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:21:18,
2001-12,2.934,
2002-01,2.987,
2002-02,3.336,
2002-03,2.627,
2002-04,2.835,
2002-05,3.048,
2002-06,2.956,
2002-07,2.939,
2002-08,2.928,
2002-09,2.852,
2002-10,3.310,
2002-11,6.737,
2002-12,7.066,
2003-01,6.383,
2003-02,6.150,
2003-03,5.973,
2003-04,4.750,
2003-05,4.298,
2003-06,3.969,
2003-07,3.868,
2003-08,3.110,
2003-09,2.917,
2003-10,2.914,
2003-11,1.730,
2003-12,1.643,
2004-01,1.747,
2004-02,1.942,
2004-03,1.871,
2004-04,2.065,
2004-05,1.891,
2004-06,1.865,
2004-07,1.269,
2004-08,1.493,
2004-09,1.270,
2004-10,1.120,
2004-11,1.121,
2004-12,1.178,
2005-01,1.257,
2005-02,1.294,
2005-03,1.364,
2005-04,1.275,
2005-05,1.613,
2005-06,1.808,
2005-07,2.169,
2005-08,2.323,
2005-09,2.427,
2005-10,2.605,
2005-11,2.673,
2005-12,2.421,
2006-01,2.691,
2006-02,2.551,
2006-03,2.545,
2006-04,2.417,
2006-05,3.038,
2006-06,3.421,
2006-07,3.948,
2006-08,3.756,
2006-09,3.062,
2006-10,3.238,
2006-11,3.213,
2006-12,3.162,
2007-01,1.147,
2007-02,1.076,
2007-03,1.132,
2007-04,1.322,
2007-05,1.527,
2007-06,1.380,
2007-07,0.990,
2007-08,1.574,
2007-09,1.166,
2007-10,1.369,
2007-11,0.921,
2007-12,0.945,
2008-01,0.938,
2008-02,1.186,
2008-03,0.860,
2008-04,0.833,
2008-05,0.895,
2008-06,1.088,
2008-07,1.170,
2008-08,1.194,
2008-09,2.165,
2008-10,2.290,
2008-11,2.189,
2008-12,2.531,
2009-01,2.875,
2009-02,2.869,
2009-03,3.247,
2009-04,3.455,
2009-05,1.943,
2009-06,2.389,
2009-07,2.372,
2009-08,2.545,
2009-09,2.516,
2009-10,2.803,
2009-11,2.995,
2009-12,2.509,
2010-01,4.738,
2010-02,4.623,
2010-03,4.681,
2010-04,4.454,
2010-05,4.770,
2010-06,4.337,
2010-07,4.598,
2010-08,4.819,
2010-09,4.978,
2010-10,5.173,
2010-11,4.994,
2010-12,4.818,
2011-01,4.680,
2011-02,4.898,
2011-03,4.639,
2011-04,4.415,
2011-05,4.202,
2011-06,4.857,
2011-07,4.235,
2011-08,4.398,
2011-09,4.205,
2011-10,4.263,
2011-11,4.315,
2011-12,4.178,
2012-01,4.283,
2012-02,4.266,
2012-03,4.113,
2012-04,4.380,
2012-05,4.677,
2012-06,4.677,
2012-07,4.489,
2012-08,4.495,
2012-09,4.673,
2012-10,4.640,
2012-11,4.599,
2012-12,4.567,
2013-01,4.546,
2013-02,4.478,
2013-03,4.825,
2013-04,4.513,
2013-05,4.284,
2013-06,4.148,
2013-07,4.420,
2013-08,4.274,
2013-09,4.231,
2013-10,4.100,
2013-11,4.197,
2013-12,4.258,
2014-01,4.210,
2014-02,4.067,
2014-03,3.675,
2014-04,3.722,
2014-05,3.761,
2014-06,3.636,
2014-07,3.499,
2014-08,3.507,
2014-09,3.521,
2014-10,3.673,
2014-11,3.658,
