"",BBDE1.M.DE.Y.AEB1.N2C130000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C130000.F.C.I10.A_FLAGS
2001-11,145.0,
2001-12,143.1,
2002-01,137.8,
2002-02,138.5,
2002-03,143.0,
2002-04,139.9,
2002-05,135.5,
2002-06,136.5,
2002-07,133.3,
2002-08,137.8,
2002-09,134.1,
2002-10,134.6,
2002-11,135.2,
2002-12,136.3,
2003-01,135.8,
2003-02,134.9,
2003-03,136.3,
2003-04,133.7,
2003-05,130.5,
2003-06,126.5,
2003-07,137.5,
2003-08,126.9,
2003-09,125.8,
2003-10,132.4,
2003-11,124.6,
2003-12,120.6,
2004-01,127.8,
2004-02,128.4,
2004-03,127.7,
2004-04,125.8,
2004-05,125.2,
2004-06,125.1,
2004-07,130.2,
2004-08,121.9,
2004-09,123.4,
2004-10,119.9,
2004-11,119.6,
2004-12,118.8,
2005-01,119.1,
2005-02,119.8,
2005-03,117.7,
2005-04,120.3,
2005-05,116.5,
2005-06,118.6,
2005-07,117.5,
2005-08,116.2,
2005-09,115.3,
2005-10,119.8,
2005-11,116.2,
2005-12,115.6,
2006-01,116.4,
2006-02,114.8,
2006-03,115.5,
2006-04,116.3,
2006-05,120.2,
2006-06,117.2,
2006-07,120.0,
2006-08,119.6,
2006-09,117.5,
2006-10,116.5,
2006-11,120.9,
2006-12,123.7,
2007-01,121.1,
2007-02,118.9,
2007-03,119.0,
2007-04,120.7,
2007-05,123.6,
2007-06,125.6,
2007-07,120.0,
2007-08,120.4,
2007-09,118.6,
2007-10,118.0,
2007-11,118.3,
2007-12,116.6,
2008-01,119.5,
2008-02,120.6,
2008-03,115.0,
2008-04,116.7,
2008-05,111.4,
2008-06,114.8,
2008-07,108.3,
2008-08,115.2,
2008-09,103.4,
2008-10,105.9,
2008-11,98.4,
2008-12,97.5,
2009-01,90.6,
2009-02,87.7,
2009-03,87.7,
2009-04,86.2,
2009-05,88.5,
2009-06,89.1,
2009-07,89.2,
2009-08,91.5,
2009-09,93.0,
2009-10,89.8,
2009-11,91.7,
2009-12,92.8,
2010-01,95.0,
2010-02,94.2,
2010-03,96.9,
2010-04,96.5,
2010-05,100.5,
2010-06,99.0,
2010-07,101.4,
2010-08,100.1,
2010-09,103.0,
2010-10,104.2,
2010-11,102.3,
2010-12,100.3,
2011-01,98.2,
2011-02,97.3,
2011-03,100.5,
2011-04,98.2,
2011-05,96.8,
2011-06,95.7,
2011-07,96.8,
2011-08,95.0,
2011-09,94.6,
2011-10,91.8,
2011-11,91.5,
2011-12,92.7,
2012-01,88.1,
2012-02,86.0,
2012-03,89.3,
2012-04,90.1,
2012-05,91.5,
2012-06,90.7,
2012-07,89.7,
2012-08,87.9,
2012-09,86.4,
2012-10,86.4,
2012-11,84.9,
2012-12,83.8,
2013-01,87.4,
2013-02,86.5,
2013-03,87.7,
2013-04,86.9,
2013-05,86.8,
2013-06,88.1,
2013-07,88.6,
2013-08,90.5,
2013-09,84.2,
2013-10,87.6,
2013-11,89.7,
2013-12,84.5,
2014-01,93.4,
2014-02,91.1,
2014-03,87.7,
2014-04,91.0,
2014-05,88.8,
2014-06,89.6,
2014-07,91.2,
2014-08,91.9,
2014-09,85.0,
2014-10,91.6,
2014-11,87.5,
2014-12,87.0,Provisional value
