"",BBDE1.M.DE.Y.AEB1.N2C130000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C130000.F.C.I10.A_FLAGS
"",Orders received from the domestic market / At constant prices / Germany / 13 Manufacture of textiles / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:12,
1991-01,261.7,
1991-02,256.7,
1991-03,257.4,
1991-04,252.2,
1991-05,246.3,
1991-06,250.1,
1991-07,242.0,
1991-08,236.8,
1991-09,233.0,
1991-10,238.6,
1991-11,236.8,
1991-12,231.3,
1992-01,242.0,
1992-02,234.9,
1992-03,222.5,
1992-04,224.7,
1992-05,220.8,
1992-06,218.7,
1992-07,211.9,
1992-08,218.2,
1992-09,218.1,
1992-10,208.9,
1992-11,210.4,
1992-12,209.0,
1993-01,215.7,
1993-02,200.5,
1993-03,205.3,
1993-04,200.0,
1993-05,203.7,
1993-06,202.8,
1993-07,200.9,
1993-08,207.0,
1993-09,206.3,
1993-10,205.5,
1993-11,199.4,
1993-12,192.7,
1994-01,202.1,
1994-02,206.8,
1994-03,197.3,
1994-04,198.5,
1994-05,186.6,
1994-06,184.2,
1994-07,186.3,
1994-08,193.9,
1994-09,191.6,
1994-10,198.1,
1994-11,195.6,
1994-12,192.6,
1995-01,189.0,
1995-02,189.6,
1995-03,186.5,
1995-04,189.7,
1995-05,189.4,
1995-06,182.2,
1995-07,185.0,
1995-08,184.9,
1995-09,182.1,
1995-10,176.7,
1995-11,176.7,
1995-12,174.3,
1996-01,174.4,
1996-02,173.3,
1996-03,180.1,
1996-04,178.2,
1996-05,181.7,
1996-06,178.5,
1996-07,171.2,
1996-08,177.9,
1996-09,175.8,
1996-10,175.2,
1996-11,179.0,
1996-12,176.8,
1997-01,174.3,
1997-02,175.8,
1997-03,178.7,
1997-04,169.9,
1997-05,170.7,
1997-06,177.5,
1997-07,176.9,
1997-08,172.0,
1997-09,166.6,
1997-10,167.6,
1997-11,167.2,
1997-12,169.7,
1998-01,174.1,
1998-02,176.4,
1998-03,171.6,
1998-04,175.7,
1998-05,175.0,
1998-06,169.1,
1998-07,173.6,
1998-08,168.6,
1998-09,167.8,
1998-10,169.1,
1998-11,166.2,
1998-12,165.6,
1999-01,164.1,
1999-02,160.5,
1999-03,157.5,
1999-04,161.4,
1999-05,155.6,
1999-06,154.4,
1999-07,156.0,
1999-08,156.1,
1999-09,157.9,
1999-10,155.0,
1999-11,155.4,
1999-12,154.1,
2000-01,151.9,
2000-02,161.6,
2000-03,157.4,
2000-04,159.2,
2000-05,164.7,
2000-06,160.4,
2000-07,162.4,
2000-08,161.8,
2000-09,163.9,
2000-10,162.2,
2000-11,160.9,
2000-12,166.8,
2001-01,161.6,
2001-02,156.9,
2001-03,155.4,
2001-04,149.9,
2001-05,156.0,
2001-06,160.1,
2001-07,148.7,
2001-08,148.3,
2001-09,146.1,
2001-10,145.2,
