"",BBK01.OUE141,BBK01.OUE141_FLAGS
"",Deposits and borrowing from non-profit institutions / Total / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:25,
1968-12,0.002,
1969-01,0.002,
1969-02,0.003,
1969-03,0.003,
1969-04,0.004,
1969-05,0.004,
1969-06,0.006,
1969-07,0.006,
1969-08,0.009,
1969-09,0.014,
1969-10,0.013,
1969-11,0.012,
1969-12,0.006,
1970-01,0.006,
1970-02,0.004,
1970-03,0.004,
1970-04,0.003,
1970-05,0.003,
1970-06,0.003,
1970-07,0.004,
1970-08,0.003,
1970-09,0.003,
1970-10,0.003,
1970-11,0.003,
1970-12,0.003,
1971-01,0.003,
1971-02,0.005,
1971-03,0.005,
1971-04,0.005,
1971-05,0.005,
1971-06,0.005,
1971-07,0.005,
1971-08,0.005,
1971-09,0.005,
1971-10,0.005,
1971-11,0.005,
1971-12,0.005,
1972-01,0.003,
1972-02,0.003,
1972-03,0.002,
1972-04,0.002,
1972-05,0.002,
1972-06,0.002,
1972-07,0.003,
1972-08,0.001,
1972-09,0.002,
1972-10,0.001,
1972-11,0.001,
1972-12,0.001,
1973-01,0.002,
1973-02,0.003,
1973-03,0.007,
1973-04,0.006,
1973-05,0.002,
1973-06,0.003,
1973-07,0.003,
1973-08,0.003,
1973-09,0.003,
1973-10,0.003,
1973-11,0.003,
1973-12,0.002,
1974-01,0.002,
1974-02,0.003,
1974-03,0.004,
1974-04,0.003,
1974-05,0.004,
1974-06,0.004,
1974-07,0.004,
1974-08,0.004,
1974-09,0.004,
1974-10,0.004,
1974-11,0.003,
1974-12,0.006,
1975-01,0.008,
1975-02,0.008,
1975-03,0.007,
1975-04,0.008,
1975-05,0.010,
1975-06,0.009,
1975-07,0.009,
1975-08,0.011,
1975-09,0.012,
1975-10,0.013,
1975-11,0.014,
1975-12,0.013,
1976-01,0.013,
1976-02,0.013,
1976-03,0.012,
1976-04,0.012,
1976-05,0.011,
1976-06,0.010,
1976-07,0.010,
1976-08,0.006,
1976-09,0.006,
1976-10,0.004,
1976-11,0.004,
1976-12,0.003,
1977-01,0.004,
1977-02,0.004,
1977-03,0.004,
1977-04,0.004,
1977-05,0.003,
1977-06,0.003,
1977-07,0.003,
1977-08,0.002,
1977-09,0.002,
1977-10,0.004,
1977-11,0.004,
1977-12,0.004,
1978-01,0.004,
1978-02,0.005,
1978-03,0.005,
1978-04,0.007,
1978-05,0.007,
1978-06,0.009,
1978-07,0.009,
1978-08,0.008,
1978-09,0.008,
1978-10,0.009,
1978-11,0.010,
1978-12,0.009,
1979-01,0.008,
1979-02,0.009,
1979-03,0.009,
1979-04,0.007,
1979-05,0.007,
1979-06,0.004,
1979-07,0.004,
1979-08,0.005,
1979-09,0.004,
1979-10,0.006,
1979-11,0.007,
1979-12,0.006,
1980-01,0.006,
1980-02,0.005,
1980-03,0.005,
1980-04,0.003,
1980-05,0.003,
1980-06,0.005,
1980-07,0.003,
1980-08,0.003,
1980-09,0.004,
1980-10,0.004,
1980-11,0.003,
1980-12,0.004,
1981-01,0.005,
1981-02,0.006,
1981-03,0.004,
1981-04,0.004,
1981-05,0.004,
1981-06,0.003,
1981-07,0.004,
1981-08,0.004,
1981-09,0.008,
1981-10,0.011,
1981-11,0.012,
1981-12,0.012,
1982-01,0.014,
1982-02,0.013,
1982-03,0.014,
1982-04,0.018,
1982-05,0.018,
1982-06,0.017,
1982-07,0.017,
1982-08,0.015,
1982-09,0.015,
1982-10,0.015,
1982-11,0.015,
1982-12,0.016,
1983-01,0.017,
1983-02,0.017,
1983-03,0.018,
1983-04,0.018,
1983-05,0.018,
1983-06,0.016,
1983-07,0.019,
1983-08,0.022,
1983-09,0.023,
1983-10,0.022,
1983-11,0.021,
1983-12,0.022,
1984-01,0.022,
1984-02,0.023,
1984-03,0.022,
1984-04,0.024,
1984-05,0.024,
1984-06,0.024,
1984-07,0.026,
1984-08,0.025,
1984-09,0.026,
1984-10,0.024,
1984-11,0.022,
1984-12,0.022,
1985-01,0.027,
1985-02,0.025,
1985-03,0.030,
1985-04,0.031,
1985-05,0.037,
1985-06,0.039,
1985-07,0.031,
1985-08,0.039,
1985-09,0.036,
1985-10,0.034,
1985-11,0.024,
1985-12,0.022,
1986-01,0.028,
1986-02,0.029,
1986-03,0.027,
1986-04,0.024,
1986-05,0.020,
1986-06,0.018,
1986-07,0.018,
1986-08,0.020,
1986-09,0.019,
1986-10,0.019,
1986-11,0.020,
1986-12,0.020,
1987-01,0.020,
1987-02,0.017,
1987-03,0.013,
1987-04,0.014,
1987-05,0.013,
1987-06,0.014,
1987-07,0.016,
1987-08,0.013,
1987-09,0.012,
1987-10,0.014,
1987-11,0.015,
1987-12,0.013,
1988-01,0.017,
1988-02,0.018,
1988-03,0.016,
1988-04,0.017,
1988-05,0.018,
1988-06,0.016,
1988-07,0.015,
1988-08,0.014,
1988-09,0.017,
1988-10,0.018,
1988-11,0.015,
1988-12,0.016,
1989-01,0.018,
1989-02,0.018,
