"",BBK01.PQ8796,BBK01.PQ8796_FLAGS
"",Lending to other services / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:34:01,
1989-01,-,Nothing exists
1989-04,.,No value available
1989-07,8.455,
1989-10,8.698,
1990-01,8.612,
1990-04,8.950,
1990-07,9.090,
1990-10,9.376,
1991-01,9.709,
1991-04,10.080,
1991-07,10.538,
1991-10,11.292,
1992-01,11.231,
1992-04,11.640,
1992-07,11.964,
1992-10,12.640,
1993-01,12.850,
1993-04,13.117,
1993-07,13.544,
1993-10,14.041,
1994-01,14.206,
1994-04,14.569,
1994-07,14.873,
1994-10,15.425,
1995-01,13.317,
1995-04,12.771,
1995-07,12.943,
1995-10,13.268,
1996-01,13.213,
1996-04,13.525,
1996-07,13.667,
1996-10,14.378,
1997-01,14.269,
1997-04,14.907,
1997-07,15.257,
1997-10,15.686,
1998-01,15.696,
1998-04,15.798,
1998-07,16.150,
1998-10,16.974,
1999-01,16.718,
1999-04,17.630,
1999-07,18.022,
1999-10,18.725,
2000-01,18.239,
2000-04,18.716,
2000-07,19.276,
2000-10,19.743,
2001-01,19.837,
2001-04,19.757,
2001-07,18.736,
2001-10,18.831,
2002-01,18.805,
2002-04,19.010,
2002-07,18.616,
2002-10,19.118,
2003-01,19.319,
2003-04,19.729,
2003-07,19.528,
2003-10,19.611,
2004-01,19.212,
2004-04,19.911,
2004-07,19.058,
2004-10,19.890,
2005-01,19.535,
2005-04,19.514,
2005-07,19.254,
2005-10,18.862,
2006-01,18.490,
2006-04,18.452,
2006-07,17.968,
2006-10,18.035,
2007-01,17.597,
2007-04,17.433,
2007-07,17.700,
2007-10,17.454,
2008-01,17.652,
2008-04,17.861,
2008-07,18.183,
2008-10,18.577,
2009-01,15.018,
2009-04,13.719,
2009-07,13.797,
2009-10,13.578,
2010-01,13.640,
2010-04,13.529,
2010-07,13.605,
2010-10,13.635,
2011-01,13.584,
2011-04,13.509,
2011-07,13.347,
2011-10,13.387,
2012-01,13.212,
2012-04,13.190,
2012-07,13.055,
2012-10,13.090,
2013-01,12.854,
2013-04,12.625,
2013-07,12.322,
2013-10,12.389,
2014-01,12.255,
2014-04,12.417,
2014-07,12.273,
2014-10,11.744,
