"",BBK01.PC3331,BBK01.PC3331_FLAGS
"","Lending to agriculture, hunting and forestry, fishing and fish farming / Building and loan asscociations",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:59,
1999-01,1.063,
1999-04,1.039,
1999-07,1.035,
1999-10,1.039,
2000-01,1.038,
2000-04,1.042,
2000-07,1.050,
2000-10,1.069,
2001-01,1.070,
2001-04,1.075,
2001-07,1.084,
2001-10,1.093,
2002-01,1.093,
2002-04,1.086,
2002-07,1.094,
2002-10,1.101,
2003-01,1.100,
2003-04,1.091,
2003-07,1.082,
2003-10,1.086,
2004-01,1.088,
2004-04,1.062,
2004-07,1.048,
2004-10,1.042,
2005-01,1.020,
2005-04,1.007,
2005-07,0.992,
2005-10,0.986,
2006-01,0.973,
2006-04,0.958,
2006-07,0.964,
2006-10,0.999,
2007-01,1.010,
2007-04,1.010,
2007-07,1.017,
2007-10,1.001,
2008-01,1.007,
2008-04,1.024,
2008-07,1.052,
2008-10,1.062,
2009-01,1.071,
2009-04,1.083,
2009-07,1.106,
2009-10,1.126,
2010-01,1.126,
2010-04,1.138,
2010-07,1.137,
2010-10,1.143,
2011-01,1.147,
2011-04,1.160,
2011-07,1.177,
2011-10,1.191,
2012-01,1.210,
2012-04,1.212,
2012-07,1.215,
2012-10,1.225,
2013-01,1.225,
2013-04,1.250,
2013-07,1.256,
2013-10,1.268,
2014-01,1.277,
2014-04,1.288,
2014-07,1.290,
2014-10,1.280,
