"",BBK01.WX0085,BBK01.WX0085_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 13.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:27,
2002-01,5.368,
2002-02,5.416,
2002-03,5.701,
2002-04,5.605,
2002-05,5.619,
2002-06,5.422,
2002-07,5.261,
2002-08,5.064,
2002-09,4.867,
2002-10,5.047,
2002-11,5.028,
2002-12,4.755,
2003-01,4.635,
2003-02,4.538,
2003-03,4.651,
2003-04,4.663,
2003-05,4.299,
2003-06,4.398,
2003-07,4.744,
2003-08,4.667,
2003-09,4.573,
2003-10,4.789,
2003-11,4.909,
2003-12,4.778,
2004-01,4.785,
2004-02,4.618,
2004-03,4.520,
2004-04,4.715,
2004-05,4.882,
2004-06,4.786,
2004-07,4.683,
2004-08,4.500,
2004-09,4.450,
2004-10,4.340,
2004-11,4.185,
2004-12,4.052,
2005-01,3.884,
2005-02,4.076,
2005-03,3.990,
2005-04,3.835,
2005-05,3.674,
2005-06,3.497,
2005-07,3.623,
2005-08,3.460,
2005-09,3.498,
2005-10,3.719,
2005-11,3.752,
2005-12,3.597,
2006-01,3.804,
2006-02,3.805,
2006-03,4.122,
2006-04,4.309,
2006-05,4.368,
2006-06,4.436,
2006-07,4.316,
2006-08,4.131,
2006-09,4.058,
2006-10,4.019,
2006-11,3.980,
2006-12,4.248,
2007-01,4.400,
2007-02,4.257,
2007-03,4.386,
2007-04,4.468,
2007-05,4.730,
2007-06,4.937,
2007-07,4.785,
2007-08,4.746,
2007-09,4.823,
2007-10,4.762,
2007-11,4.764,
2007-12,4.846,
2008-01,4.577,
2008-02,4.538,
2008-03,4.603,
2008-04,4.769,
2008-05,4.959,
2008-06,5.072,
2008-07,4.901,
2008-08,4.726,
2008-09,4.720,
2008-10,4.679,
2008-11,4.168,
2008-12,3.920,
2009-01,4.042,
2009-02,3.806,
2009-03,3.757,
2009-04,3.777,
2009-05,4.081,
2009-06,3.997,
2009-07,3.915,
2009-08,3.813,
2009-09,3.838,
2009-10,3.866,
2009-11,3.818,
2009-12,3.984,
2010-01,3.788,
2010-02,3.732,
2010-03,3.686,
2010-04,3.567,
2010-05,3.291,
2010-06,3.251,
2010-07,3.323,
2010-08,2.575,
2010-09,2.851,
2010-10,3.088,
2010-11,3.384,
2010-12,3.653,
2011-01,3.773,
2011-02,3.737,
2011-03,3.938,
2011-04,3.842,
2011-05,3.671,
2011-06,3.765,
2011-07,3.484,
2011-08,3.214,
2011-09,2.780,
2011-10,2.857,
2011-11,3.012,
2011-12,2.645,
2012-01,2.524,
2012-02,2.539,
2012-03,2.592,
2012-04,2.499,
2012-05,1.883,
2012-06,2.251,
2012-07,2.085,
2012-08,2.024,
2012-09,2.101,
2012-10,2.124,
2012-11,2.032,
2012-12,1.923,
2013-01,2.224,
2013-02,2.109,
2013-03,2.033,
2013-04,1.818,
2013-05,2.118,
2013-06,2.355,
2013-07,2.313,
2013-08,2.558,
2013-09,2.426,
2013-10,2.357,
2013-11,2.385,
2013-12,2.556,
2014-01,2.269,
2014-02,2.247,
2014-03,2.168,
2014-04,2.077,
2014-05,1.938,
2014-06,1.812,
2014-07,1.726,
2014-08,1.372,
2014-09,1.486,
2014-10,1.381,
2014-11,1.196,
2014-12,1.058,
2015-01,0.848,
