"",BBDE1.M.DE.Y.AEB5.A2Q610000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.A2Q610000.F.V.I10.A_FLAGS
"","Orders received from abroad / At current prices, flows / Germany / Capital goods excluding 30 Manufacture of other transport equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:51,
1995-01,40.7,
1995-02,42.4,
1995-03,41.5,
1995-04,39.4,
1995-05,40.4,
1995-06,39.4,
1995-07,41.2,
1995-08,39.5,
1995-09,41.5,
1995-10,39.8,
1995-11,39.5,
1995-12,41.2,
1996-01,40.5,
1996-02,41.8,
1996-03,42.3,
1996-04,43.4,
1996-05,45.0,
1996-06,43.2,
1996-07,44.3,
1996-08,44.9,
1996-09,43.2,
1996-10,47.3,
1996-11,46.9,
1996-12,45.8,
1997-01,48.2,
1997-02,46.8,
1997-03,49.3,
1997-04,50.4,
1997-05,48.8,
1997-06,50.9,
1997-07,50.4,
1997-08,51.2,
1997-09,53.6,
1997-10,50.9,
1997-11,51.7,
1997-12,50.9,
1998-01,53.3,
1998-02,53.0,
1998-03,52.4,
1998-04,55.7,
1998-05,52.4,
1998-06,53.2,
1998-07,54.5,
1998-08,52.7,
1998-09,54.4,
1998-10,51.9,
1998-11,51.3,
1998-12,57.5,
1999-01,51.2,
1999-02,54.4,
1999-03,54.3,
1999-04,56.1,
1999-05,55.8,
1999-06,57.1,
1999-07,58.3,
1999-08,62.8,
1999-09,60.8,
1999-10,61.4,
1999-11,62.0,
1999-12,61.4,
2000-01,61.8,
2000-02,65.7,
2000-03,66.2,
2000-04,66.5,
2000-05,69.5,
2000-06,69.5,
2000-07,72.1,
2000-08,72.6,
2000-09,73.4,
2000-10,74.7,
2000-11,73.8,
2000-12,73.5,
2001-01,71.6,
2001-02,73.9,
2001-03,73.2,
2001-04,69.9,
2001-05,74.6,
2001-06,72.9,
2001-07,71.7,
2001-08,72.1,
2001-09,71.3,
2001-10,69.9,
2001-11,70.5,
2001-12,74.5,
2002-01,72.2,
2002-02,71.6,
2002-03,74.0,
2002-04,73.9,
2002-05,78.3,
2002-06,75.3,
2002-07,74.1,
2002-08,80.1,
2002-09,76.1,
2002-10,75.0,
2002-11,77.7,
2002-12,71.5,
2003-01,76.5,
2003-02,75.1,
2003-03,73.8,
2003-04,73.8,
2003-05,71.4,
2003-06,73.8,
2003-07,74.7,
2003-08,76.1,
2003-09,75.8,
2003-10,76.9,
2003-11,77.3,
2003-12,80.6,
2004-01,76.8,
2004-02,77.1,
2004-03,81.7,
2004-04,82.9,
2004-05,85.8,
2004-06,83.3,
2004-07,84.9,
2004-08,81.1,
2004-09,82.4,
2004-10,79.1,
2004-11,80.3,
2004-12,86.6,
2005-01,85.7,
2005-02,82.9,
2005-03,85.5,
2005-04,84.8,
2005-05,85.1,
2005-06,90.4,
2005-07,88.9,
2005-08,89.2,
2005-09,92.3,
2005-10,96.5,
2005-11,97.8,
2005-12,93.0,
2006-01,101.1,
2006-02,96.4,
2006-03,98.2,
2006-04,101.2,
2006-05,100.3,
2006-06,98.4,
2006-07,99.4,
2006-08,101.5,
2006-09,100.1,
2006-10,103.5,
2006-11,102.9,
2006-12,103.1,
2007-01,109.3,
2007-02,114.3,
2007-03,111.3,
2007-04,107.5,
2007-05,114.4,
2007-06,116.8,
2007-07,115.8,
2007-08,114.3,
2007-09,111.4,
2007-10,119.6,
2007-11,116.6,
2007-12,119.9,
2008-01,115.7,
2008-02,116.9,
2008-03,115.6,
2008-04,117.5,
2008-05,106.7,
2008-06,106.9,
2008-07,101.3,
2008-08,107.9,
2008-09,99.5,
2008-10,88.4,
2008-11,82.2,
2008-12,72.0,
2009-01,63.8,
2009-02,63.9,
2009-03,69.7,
2009-04,67.2,
2009-05,70.0,
2009-06,76.3,
2009-07,75.0,
2009-08,78.9,
2009-09,85.0,
2009-10,81.5,
2009-11,86.0,
2009-12,85.3,
2010-01,85.3,
2010-02,88.6,
2010-03,90.4,
2010-04,97.7,
2010-05,99.5,
2010-06,99.1,
2010-07,101.8,
2010-08,104.6,
2010-09,103.6,
2010-10,103.5,
2010-11,113.5,
2010-12,109.2,
2011-01,112.3,
2011-02,112.7,
2011-03,109.4,
2011-04,107.7,
2011-05,108.4,
2011-06,115.3,
2011-07,110.8,
2011-08,109.5,
2011-09,108.8,
2011-10,110.8,
2011-11,106.6,
2011-12,107.9,
2012-01,107.4,
2012-02,109.1,
2012-03,111.8,
2012-04,111.7,
2012-05,113.7,
2012-06,111.5,
2012-07,114.5,
2012-08,112.2,
2012-09,112.3,
2012-10,112.8,
2012-11,111.7,
2012-12,114.8,
2013-01,109.7,
2013-02,110.1,
2013-03,114.4,
2013-04,112.7,
2013-05,117.5,
2013-06,119.0,
2013-07,112.1,
2013-08,119.5,
2013-09,115.5,
2013-10,111.8,
2013-11,115.8,
2013-12,124.3,
2014-01,120.9,
2014-02,116.9,
2014-03,117.9,
2014-04,115.1,
2014-05,113.1,
2014-06,119.3,
2014-07,121.2,
2014-08,120.0,
2014-09,124.8,
2014-10,125.8,
2014-11,124.2,
2014-12,131.5,Provisional value
