"",BBK01.OUP106,BBK01.OUP106_FLAGS
"",Domestic bank debt securities / with a maturity  of up to and including 2 years / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:55,
1993-12,0.655,
1994-01,0.599,
1994-02,0.424,
1994-03,0.426,
1994-04,0.345,
1994-05,0.197,
1994-06,0.271,
1994-07,0.326,
1994-08,0.438,
1994-09,0.526,
1994-10,0.404,
1994-11,0.393,
1994-12,0.415,
1995-01,0.402,
1995-02,0.392,
1995-03,0.399,
1995-04,0.404,
1995-05,0.316,
1995-06,0.297,
1995-07,0.310,
1995-08,0.038,
1995-09,0.034,
1995-10,0.061,
1995-11,0.066,
1995-12,0.084,
1996-01,0.031,
1996-02,0.010,
1996-03,0.011,
1996-04,0.107,
1996-05,0.107,
1996-06,0.005,
1996-07,0.013,
1996-08,0.024,
1996-09,0.024,
1996-10,0.024,
1996-11,0.026,
1996-12,0.061,
1997-01,0.066,
1997-02,0.070,
1997-03,0.075,
1997-04,0.060,
1997-05,0.025,
1997-06,0.025,
1997-07,0.025,
1997-08,0.025,
1997-09,0.079,
1997-10,0.071,
1997-11,0.071,
1997-12,0.064,
1998-01,0.066,
1998-02,0.064,
1998-03,0.056,
1998-04,0.087,
1998-05,0.074,
1998-06,0.095,
1998-07,0.056,
1998-08,0.056,
1998-09,0.175,
1998-10,-,Nothing exists
1998-11,-,Nothing exists
1998-12,0.020,
1999-01,0.228,
1999-02,0.498,
1999-03,1.163,
1999-04,1.136,
1999-05,0.388,
1999-06,0.767,
1999-07,1.048,
1999-08,1.025,
1999-09,0.895,
1999-10,0.857,
1999-11,1.790,
1999-12,1.146,
2000-01,0.841,
2000-02,1.079,
2000-03,0.962,
2000-04,0.983,
2000-05,1.503,
2000-06,1.558,
2000-07,1.854,
2000-08,1.272,
2000-09,1.138,
2000-10,0.854,
2000-11,0.755,
2000-12,0.798,
2001-01,0.922,
2001-02,1.147,
2001-03,1.245,
2001-04,1.482,
2001-05,1.214,
2001-06,1.530,
2001-07,1.501,
2001-08,1.525,
2001-09,1.746,
2001-10,1.695,
2001-11,1.595,
2001-12,1.882,
2002-01,1.600,
2002-02,1.415,
2002-03,1.519,
2002-04,1.889,
2002-05,3.828,
2002-06,3.048,
2002-07,3.203,
2002-08,3.085,
2002-09,3.434,
2002-10,2.807,
2002-11,2.626,
2002-12,2.528,
2003-01,3.030,
2003-02,2.577,
2003-03,2.113,
2003-04,1.747,
2003-05,1.629,
2003-06,1.310,
2003-07,1.583,
2003-08,1.608,
2003-09,1.399,
2003-10,1.086,
2003-11,1.337,
2003-12,1.449,
2004-01,1.610,
2004-02,1.607,
2004-03,2.313,
2004-04,2.063,
2004-05,1.716,
2004-06,1.657,
2004-07,1.474,
2004-08,2.176,
2004-09,2.030,
2004-10,1.732,
2004-11,0.907,
2004-12,1.155,
2005-01,1.331,
2005-02,2.102,
2005-03,1.451,
2005-04,1.683,
2005-05,1.819,
2005-06,1.958,
2005-07,1.828,
2005-08,1.793,
2005-09,1.737,
2005-10,1.717,
2005-11,1.905,
2005-12,2.136,
2006-01,2.025,
2006-02,1.974,
2006-03,2.096,
2006-04,2.373,
2006-05,2.569,
2006-06,2.560,
2006-07,2.497,
2006-08,2.471,
2006-09,2.441,
2006-10,2.583,
2006-11,2.672,
2006-12,2.475,
2007-01,2.362,
2007-02,2.329,
2007-03,2.251,
2007-04,2.229,
2007-05,1.838,
2007-06,1.693,
2007-07,1.486,
2007-08,1.503,
2007-09,1.849,
2007-10,1.592,
2007-11,1.754,
2007-12,1.842,
2008-01,2.033,
2008-02,1.868,
2008-03,1.989,
2008-04,2.174,
2008-05,2.382,
2008-06,2.642,
2008-07,3.732,
2008-08,3.780,
2008-09,3.815,
2008-10,3.728,
2008-11,3.643,
2008-12,3.590,
2009-01,2.861,
2009-02,2.513,
2009-03,4.937,
2009-04,4.938,
2009-05,4.656,
2009-06,4.546,
2009-07,4.336,
2009-08,4.387,
2009-09,4.361,
2009-10,4.362,
2009-11,4.697,
2009-12,2.114,
2010-01,1.527,
2010-02,1.499,
2010-03,1.329,
2010-04,1.262,
2010-05,1.678,
2010-06,1.604,
2010-07,1.591,
2010-08,1.140,
2010-09,0.988,
2010-10,0.960,
2010-11,0.940,
2010-12,0.896,
2011-01,0.693,
2011-02,0.695,
2011-03,0.625,
2011-04,0.661,
2011-05,0.675,
2011-06,0.662,
2011-07,0.658,
2011-08,0.670,
2011-09,0.696,
2011-10,0.701,
2011-11,0.665,
2011-12,0.638,
2012-01,0.601,
2012-02,0.604,
2012-03,0.587,
2012-04,0.584,
2012-05,0.199,
2012-06,0.197,
2012-07,0.199,
2012-08,0.195,
2012-09,0.197,
2012-10,0.185,
2012-11,0.186,
2012-12,0.190,
2013-01,0.186,
2013-02,0.170,
2013-03,0.174,
2013-04,0.153,
2013-05,0.644,
2013-06,0.644,
2013-07,0.641,
2013-08,0.630,
2013-09,0.620,
2013-10,0.581,
2013-11,0.613,
2013-12,0.612,
2014-01,0.612,
2014-02,0.591,
2014-03,0.605,
2014-04,0.609,
2014-05,0.618,
2014-06,0.604,
2014-07,0.603,
2014-08,0.604,
2014-09,0.599,
2014-10,0.599,
2014-11,0.621,
2014-12,0.599,Provisional value
