"",BBK01.PQC356,BBK01.PQC356_FLAGS
"",Lending to domestic enterprises / Medium-term / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:31,
1968-10,1.623,
1969-01,1.730,
1969-04,1.767,
1969-07,1.764,
1969-10,1.981,
1970-01,1.987,
1970-04,2.065,
1970-07,2.116,
1970-10,2.233,
1971-01,2.266,
1971-04,2.317,
1971-07,2.399,
1971-10,2.535,
1972-01,2.481,
1972-04,2.556,
1972-07,2.716,
1972-10,3.081,
1973-01,3.207,
1973-04,3.451,
1973-07,3.371,
1973-10,3.392,
1974-01,3.263,
1974-04,3.368,
1974-07,3.364,
1974-10,3.378,
1975-01,3.043,
1975-04,2.937,
1975-07,2.832,
1975-10,2.995,
1976-01,2.850,
1976-04,2.911,
1976-07,3.027,
1976-10,3.225,
1977-01,3.030,
1977-04,3.119,
1977-07,3.117,
1977-10,3.256,
1978-01,3.110,
1978-04,3.092,
1978-07,3.123,
1978-10,3.339,
1979-01,3.247,
1979-04,3.321,
1979-07,3.376,
1979-10,3.566,
1980-01,3.516,
1980-04,3.584,
1980-07,3.508,
1980-10,3.761,
1981-01,3.625,
1981-04,3.635,
1981-07,3.726,
1981-10,4.191,
1982-01,3.991,
1982-04,4.125,
1982-07,4.297,
1982-10,4.823,
1983-01,4.274,
1983-04,4.390,
1983-07,4.570,
1983-10,5.221,
1984-01,4.631,
1984-04,4.668,
1984-07,4.428,
1984-10,4.449,
1985-01,4.178,
1985-04,3.966,
1985-07,3.850,
1985-10,4.270,
1986-01,3.999,
1986-04,3.889,
1986-07,3.965,
1986-10,4.149,
1987-01,3.896,
1987-04,3.831,
1987-07,3.950,
1987-10,4.068,
1988-01,3.935,
1988-04,4.039,
1988-07,4.179,
1988-10,4.261,
1989-01,4.301,
1989-04,4.368,
1989-07,4.820,
1989-10,5.474,
1990-01,5.468,
1990-04,5.506,
1990-07,5.598,
1990-10,5.820,
1991-01,6.568,
1991-04,6.992,
1991-07,7.683,
1991-10,7.716,
1992-01,8.148,
1992-04,8.407,
1992-07,8.525,
1992-10,8.542,
1993-01,8.306,
1993-04,8.561,
1993-07,8.330,
1993-10,8.224,
1994-01,8.584,
1994-04,8.136,
1994-07,7.916,
1994-10,7.703,
1995-01,7.739,
1995-04,7.556,
1995-07,7.119,
1995-10,7.481,
1996-01,7.497,
1996-04,7.422,
1996-07,7.356,
1996-10,7.462,
1997-01,7.462,
1997-04,7.329,
1997-07,6.873,
1997-10,6.964,
1998-01,6.579,
1998-04,6.318,
1998-07,6.444,
1998-10,6.245,
1999-01,14.491,
1999-04,13.008,
1999-07,12.935,
1999-10,13.176,
2000-01,12.719,
2000-04,12.740,
2000-07,15.400,
2000-10,16.108,
2001-01,15.290,
2001-04,12.331,
2001-07,13.559,
2001-10,13.798,
2002-01,12.493,
2002-04,12.180,
2002-07,11.866,
2002-10,10.490,
2003-01,10.223,
2003-04,9.970,
2003-07,9.629,
2003-10,9.613,
2004-01,10.355,
2004-04,10.260,
2004-07,10.668,
2004-10,11.925,
2005-01,11.845,
2005-04,12.365,
2005-07,12.713,
2005-10,12.659,
2006-01,13.060,
2006-04,13.491,
2006-07,13.485,
2006-10,13.770,
2007-01,16.901,
2007-04,16.826,
2007-07,16.842,
2007-10,18.296,
2008-01,19.051,
2008-04,19.947,
2008-07,19.244,
2008-10,21.128,
2009-01,19.645,
2009-04,22.473,
2009-07,21.828,
2009-10,21.910,
2010-01,19.635,
2010-04,19.420,
2010-07,18.094,
2010-10,17.889,
2011-01,18.071,
2011-04,17.227,
2011-07,17.228,
2011-10,16.641,
2012-01,14.809,
2012-04,14.587,
2012-07,14.516,
2012-10,14.394,
2013-01,15.543,
2013-04,16.469,
2013-07,14.810,
2013-10,14.376,
2014-01,13.917,
2014-04,14.122,
2014-07,13.898,
2014-10,13.622,
