"",BBK01.RU5721,BBK01.RU5721_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Turkey / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:15:41,
1982-06,0.434,
1982-07,0.350,
1982-08,0.407,
1982-09,0.393,
1982-10,0.407,
1982-11,0.416,
1982-12,0.479,
1983-01,0.430,
1983-02,0.438,
1983-03,0.384,
1983-04,0.441,
1983-05,0.415,
1983-06,0.375,
1983-07,0.395,
1983-08,0.410,
1983-09,0.361,
1983-10,0.381,
1983-11,0.389,
1983-12,0.515,
1984-01,0.428,
1984-02,0.467,
1984-03,0.499,
1984-04,0.541,
1984-05,0.501,
1984-06,0.789,
1984-07,0.565,
1984-08,0.613,
1984-09,0.650,
1984-10,0.728,
1984-11,0.714,
1984-12,0.805,
1985-01,0.648,
1985-02,0.735,
1985-03,0.687,
1985-04,0.750,
1985-05,0.683,
1985-06,0.707,
1985-07,0.638,
1985-08,0.667,
1985-09,0.562,
1985-10,0.700,
1985-11,0.570,
1985-12,0.560,
1986-01,0.545,
1986-02,0.524,
1986-03,0.571,
1986-04,0.501,
1986-05,0.512,
1986-06,0.531,
1986-07,0.562,
1986-08,0.657,
1986-09,0.673,
1986-10,0.649,
1986-11,0.557,
1986-12,0.605,
1987-01,0.670,
1987-02,0.590,
1987-03,0.561,
1987-04,0.588,
1987-05,0.613,
1987-06,0.593,
1987-07,0.638,
1987-08,0.664,
1987-09,0.684,
1987-10,0.625,
1987-11,0.633,
1987-12,0.696,
1988-01,0.494,
1988-02,0.432,
1988-03,0.450,
1988-04,0.467,
1988-05,0.550,
1988-06,0.647,
1988-07,0.575,
1988-08,0.623,
1988-09,0.622,
1988-10,0.677,
1988-11,0.776,
1988-12,0.830,
1989-01,0.846,
1989-02,0.758,
1989-03,0.768,
1989-04,0.753,
1989-05,0.746,
1989-06,0.753,
1989-07,0.689,
1989-08,0.736,
1989-09,0.763,
1989-10,0.788,
1989-11,0.688,
1989-12,0.818,
1990-01,0.827,
1990-02,0.736,
1990-03,0.712,
1990-04,0.845,
1990-05,0.786,
1990-06,0.691,
1990-07,0.694,
1990-08,0.700,
1990-09,0.744,
1990-10,0.776,
1990-11,0.826,
1990-12,0.869,
1991-01,0.795,
1991-02,0.881,
1991-03,1.001,
1991-04,0.897,
1991-05,1.005,
1991-06,0.982,
1991-07,1.103,
1991-08,1.150,
1991-09,1.053,
1991-10,0.965,
1991-11,1.040,
1991-12,1.015,
1992-01,1.050,
1992-02,1.102,
1992-03,1.058,
1992-04,1.214,
1992-05,1.324,
1992-06,1.213,
1992-07,1.320,
1992-08,1.272,
1992-09,1.290,
1992-10,1.262,
1992-11,1.158,
1992-12,1.436,
1993-01,1.320,
1993-02,1.408,
1993-03,1.354,
1993-04,1.609,
1993-05,1.711,
1993-06,1.693,
1993-07,2.111,
1993-08,1.803,
1993-09,1.891,
1993-10,2.167,
1993-11,2.088,
1993-12,2.205,
1994-01,2.259,
1994-02,1.953,
1994-03,1.438,
1994-04,1.705,
1994-05,1.689,
1994-06,1.639,
1994-07,1.499,
1994-08,1.814,
1994-09,1.706,
1994-10,1.746,
1994-11,1.569,
1994-12,1.737,
1995-01,1.605,
1995-02,1.718,
1995-03,1.961,
1995-04,1.874,
1995-05,1.954,
1995-06,2.028,
1995-07,2.428,
1995-08,2.600,
1995-09,2.675,
1995-10,2.745,
1995-11,2.397,
1995-12,1.873,
1996-01,2.174,
1996-02,2.103,
1996-03,2.034,
1996-04,2.113,
1996-05,2.156,
1996-06,2.278,
1996-07,2.084,
1996-08,1.938,
1996-09,1.962,
1996-10,1.828,
1996-11,1.808,
1996-12,1.691,
1997-01,1.758,
1997-02,2.078,
1997-03,1.928,
1997-04,1.808,
1997-05,1.899,
1997-06,1.784,
1997-07,1.719,
1997-08,2.017,
1997-09,1.775,
1997-10,1.911,
1997-11,2.165,
1997-12,2.878,
1998-01,2.264,
1998-02,2.074,
1998-03,2.119,
1998-04,2.141,
1998-05,1.767,
1998-06,2.077,
1998-07,2.240,
1998-08,2.072,
1998-09,1.864,
1998-10,1.648,
1998-11,1.568,
1998-12,1.768,
1999-01,1.593,
1999-02,1.482,
1999-03,1.642,
1999-04,1.569,
1999-05,1.507,
1999-06,1.707,
1999-07,1.646,
1999-08,1.662,
1999-09,1.747,
1999-10,1.631,
1999-11,1.904,
1999-12,2.305,
2000-01,2.635,
2000-02,2.705,
2000-03,2.733,
2000-04,2.780,
2000-05,2.127,
2000-06,2.109,
2000-07,2.651,
2000-08,2.434,
2000-09,2.816,
2000-10,3.254,
2000-11,2.624,
2000-12,2.395,
2001-01,1.643,
2001-02,2.037,
2001-03,2.309,
2001-04,2.218,
2001-05,2.066,
2001-06,2.426,
2001-07,1.906,
2001-08,2.249,
2001-09,2.228,
2001-10,2.024,
2001-11,2.023,
2001-12,2.828,
2002-01,2.610,
2002-02,2.601,
2002-03,2.494,
2002-04,2.511,
2002-05,2.640,
2002-06,2.504,
2002-07,2.624,
2002-08,2.149,
2002-09,2.238,
2002-10,2.064,
2002-11,2.035,
2002-12,1.802,
2003-01,1.726,
2003-02,1.576,
2003-03,1.460,
2003-04,1.390,
2003-05,1.534,
2003-06,1.672,
2003-07,1.678,
2003-08,1.714,
2003-09,1.780,
2003-10,1.738,
2003-11,1.601,
2003-12,1.616,
2004-01,1.800,
2004-02,1.634,
2004-03,1.941,
2004-04,1.572,
2004-05,1.763,
2004-06,1.888,
2004-07,2.195,
2004-08,2.384,
2004-09,2.237,
2004-10,2.085,
2004-11,2.533,
2004-12,2.210,
2005-01,2.264,
2005-02,2.032,
2005-03,1.674,
2005-04,1.982,
2005-05,1.865,
2005-06,2.264,
2005-07,2.036,
2005-08,2.410,
2005-09,2.640,
2005-10,1.557,
2005-11,2.151,
2005-12,2.735,
2006-01,2.740,
2006-02,2.270,
2006-03,2.734,
2006-04,2.206,
2006-05,2.501,
2006-06,2.891,
2006-07,2.659,
2006-08,2.676,
2006-09,2.765,
2006-10,2.790,
2006-11,2.547,
2006-12,4.413,
2007-01,3.608,
