"",BBDE1.M.DE.Y.AEB5.N2C280000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C280000.F.V.I10.A_FLAGS
"",Orders received from abroad / At current prices / Germany / 28 Manufacture of machinery and equipment n.e.c. / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:49,
1991-01,41.7,
1991-02,39.3,
1991-03,40.8,
1991-04,42.7,
1991-05,38.1,
1991-06,43.2,
1991-07,41.3,
1991-08,47.7,
1991-09,39.9,
1991-10,43.9,
1991-11,42.7,
1991-12,45.6,
1992-01,42.9,
1992-02,40.8,
1992-03,42.2,
1992-04,40.7,
1992-05,40.7,
1992-06,40.1,
1992-07,38.9,
1992-08,40.2,
1992-09,41.8,
1992-10,36.0,
1992-11,39.1,
1992-12,38.7,
1993-01,37.9,
1993-02,39.9,
1993-03,38.9,
1993-04,40.3,
1993-05,37.3,
1993-06,38.0,
1993-07,38.1,
1993-08,38.4,
1993-09,43.2,
1993-10,42.1,
1993-11,46.5,
1993-12,45.2,
1994-01,40.4,
1994-02,42.5,
1994-03,42.7,
1994-04,46.6,
1994-05,45.5,
1994-06,49.4,
1994-07,44.5,
1994-08,42.6,
1994-09,47.5,
1994-10,55.3,
1994-11,49.1,
1994-12,49.6,
1995-01,45.1,
1995-02,48.5,
1995-03,46.0,
1995-04,43.9,
1995-05,48.0,
1995-06,45.8,
1995-07,48.0,
1995-08,47.7,
1995-09,48.3,
1995-10,44.6,
1995-11,43.8,
1995-12,47.1,
1996-01,42.5,
1996-02,46.0,
1996-03,46.9,
1996-04,45.3,
1996-05,47.5,
1996-06,45.3,
1996-07,47.8,
1996-08,46.0,
1996-09,46.3,
1996-10,49.3,
1996-11,48.4,
1996-12,46.3,
1997-01,48.5,
1997-02,48.0,
1997-03,49.5,
1997-04,53.0,
1997-05,51.7,
1997-06,53.1,
1997-07,56.3,
1997-08,54.9,
1997-09,61.9,
1997-10,54.8,
1997-11,56.9,
1997-12,52.9,
1998-01,55.8,
1998-02,55.4,
1998-03,54.6,
1998-04,54.2,
1998-05,53.8,
1998-06,55.2,
1998-07,52.8,
1998-08,51.7,
1998-09,53.6,
1998-10,46.6,
1998-11,45.6,
1998-12,53.8,
1999-01,48.0,
1999-02,48.8,
1999-03,47.1,
1999-04,51.0,
1999-05,49.8,
1999-06,50.1,
1999-07,50.0,
1999-08,52.9,
1999-09,53.7,
1999-10,53.6,
1999-11,56.6,
1999-12,54.7,
2000-01,56.9,
2000-02,62.4,
2000-03,62.4,
2000-04,59.2,
2000-05,64.7,
2000-06,63.2,
2000-07,65.6,
2000-08,69.1,
2000-09,64.6,
2000-10,65.2,
2000-11,68.0,
2000-12,63.2,
2001-01,63.6,
2001-02,61.5,
2001-03,63.0,
2001-04,57.6,
2001-05,65.0,
2001-06,60.7,
2001-07,60.3,
2001-08,56.9,
2001-09,60.7,
2001-10,60.8,
2001-11,55.6,
2001-12,68.6,
2002-01,60.3,
2002-02,60.4,
2002-03,60.5,
2002-04,63.2,
2002-05,64.4,
2002-06,65.7,
2002-07,60.9,
2002-08,62.4,
2002-09,63.7,
2002-10,62.1,
2002-11,64.4,
2002-12,60.1,
2003-01,66.0,
2003-02,63.5,
2003-03,65.3,
2003-04,64.7,
2003-05,59.9,
2003-06,66.0,
2003-07,66.4,
2003-08,62.2,
2003-09,67.8,
2003-10,69.4,
2003-11,69.0,
2003-12,77.0,
2004-01,69.5,
2004-02,71.4,
2004-03,78.6,
2004-04,75.4,
2004-05,79.6,
2004-06,75.9,
2004-07,79.7,
2004-08,76.4,
2004-09,75.4,
2004-10,71.6,
2004-11,73.5,
2004-12,76.8,
2005-01,84.5,
2005-02,81.2,
2005-03,77.8,
2005-04,78.2,
2005-05,80.2,
2005-06,80.4,
2005-07,84.4,
2005-08,83.7,
2005-09,85.1,
2005-10,91.1,
2005-11,88.3,
2005-12,85.5,
2006-01,94.2,
2006-02,88.1,
2006-03,90.6,
2006-04,95.0,
2006-05,95.4,
2006-06,94.8,
2006-07,99.3,
